,Question,A,B,C,D,Answer,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5,Grok 4.1 Fast Reasoning,Grok 4.1 Fast Non Reasoning
11,“火腿炖甲鱼”，口味鲜香、营养全面，是哪个菜系中的名菜,浙菜,湘菜,闽菜,徽菜,D,"answer: right
token: 97, 92, 5
time: 0.3s",,"answer: right
token: 93, 92, 1
time: 0.9s","answer: wrong (A)
token: 89, 88, 1
time: 0.7s",,,"answer: wrong (A)
token: 124, 120, 4
time: 2.6s","answer: right
token: 185, 120, 65
time: 1.1s","answer: right
token: 124, 120, 4
time: 1.7s","answer: right
token: 622, 240, 1
time: 3.9s",
12,对于新科进士，唐宋时代都按例赐宴，称为,“闻喜宴”,“曲江宴”（唐进士）,“谢师宴”,“恩荣宴”(明清),A,"answer: wrong (B)
token: 111, 99, 12
time: 0.3s",,"answer: right
token: 100, 99, 1
time: 0.6s","answer: right
token: 97, 96, 1
time: 0.7s",,,"answer: wrong (B)
token: 131, 127, 4
time: 2.7s","answer: right
token: 518, 127, 391
time: 3.8s","answer: wrong (B)
token: 131, 127, 4
time: 2.7s","answer: wrong (B)
token: 2134, 244, 1
time: 13.2s",
13,下列属于扬州“三头宴”中的一道菜的是,白血海参,葵花献肉,葫芦鸡,奶汤锅鱼,B,"answer: right
token: 102, 94, 8
time: 0.3s",,"answer: right
token: 95, 94, 1
time: 0.6s","answer: wrong (D)
token: 88, 87, 1
time: 0.7s",,,"answer: right
token: 119, 115, 4
time: 2.9s","answer: wrong (A)
token: 474, 115, 359
time: 4.3s","answer: right
token: 119, 115, 4
time: 2.4s","answer: wrong (D)
token: 5416, 239, 1
time: 38.3s",
14,风靡全国的烤羊肉串和被誉为十全大补饭的“抓饭”，色香味俱佳的烤全羊，属于（）的美食,苗族,哈萨克族,维吾尔族,朝鲜族,C,"answer: right
token: 117, 110, 7
time: 0.3s",,"answer: right
token: 111, 110, 1
time: 0.7s","answer: right
token: 107, 106, 1
time: 0.7s",,,"answer: right
token: 146, 142, 4
time: 2.6s","answer: right
token: 192, 142, 50
time: 1.1s","answer: right
token: 146, 142, 4
time: 2.5s","answer: right
token: 632, 261, 1
time: 3.9s",
15,民间城市茶馆兴起，并发展成为适合社会各阶层所需的活动场所，它把茶与曲艺、诗会、戏剧和灯谜等民间文化活动融合起来，形成了一种特殊的“茶馆文化”，“客来敬茶”也已成为寻常百姓的礼仪美德。开始于,宋朝末年,唐朝末年,明朝末年,清朝末年,D,"answer: wrong (A)
token: 151, 144, 7
time: 0.3s",,"answer: wrong (A)
token: 145, 144, 1
time: 1.0s","answer: wrong (C)
token: 140, 139, 1
time: 0.6s",,,"answer: wrong (A)
token: 209, 205, 4
time: 2.8s","answer: wrong (B)
token: 209, 205, 4
time: 0.8s","answer: wrong (A)
token: 377, 205, 172
time: 5.9s","answer: wrong (A)
token: 1225, 288, 1
time: 7.7s",
16,传统名菜“松鼠桂鱼”是典型的,川菜,粤菜,淮扬菜,鲁菜,C,"answer: right
token: 93, 86, 7
time: 0.3s",,"answer: right
token: 87, 86, 1
time: 3.1s","answer: right
token: 80, 79, 1
time: 0.7s",,,"answer: right
token: 110, 106, 4
time: 2.3s","answer: right
token: 110, 106, 4
time: 0.7s","answer: right
token: 110, 106, 4
time: 2.5s","answer: right
token: 488, 230, 1
time: 2.5s",
17,以清香、鲜嫩、味佳而著称的是,粤菜,川菜,鲁菜,淮扬菜,C,"answer: wrong (D)
token: 94, 87, 7
time: 0.3s",,"answer: wrong (D)
token: 88, 87, 1
time: 1.3s","answer: wrong (D)
token: 81, 80, 1
time: 0.7s",,,"answer: wrong (D)
token: 109, 105, 4
time: 2.2s","answer: wrong (D)
token: 109, 105, 4
time: 3.7s","answer: wrong (D)
token: 109, 105, 4
time: 2.2s","answer: wrong (D)
token: 564, 232, 1
time: 3.4s",
18,白酒是用酒曲及酒药酿出的酒再经过蒸馏，得到的酒度较高的蒸馏酒。据考证，中国人何时发明了白酒,西汉时期,南宋时期,西周时期,三国时期,B,"answer: right
token: 115, 109, 6
time: 0.3s",,"answer: right
token: 110, 109, 1
time: 2.1s","answer: right
token: 102, 101, 1
time: 0.6s",,,"answer: right
token: 150, 146, 4
time: 2.5s","answer: right
token: 150, 146, 4
time: 2.7s","answer: right
token: 150, 146, 4
time: 2.6s","answer: right
token: 756, 253, 1
time: 4.9s",
19,在明清两代的文人宴上，用以检测文人的学识与机敏程度的是,曲水流觞令,四书令,投壶令,射覆令,B,"answer: wrong (A)
token: 98, 97, 1
time: 0.2s",,"answer: wrong (D)
token: 98, 97, 1
time: 1.7s","answer: wrong (A)
token: 94, 93, 1
time: 0.6s",,,"answer: wrong (D)
token: 119, 115, 4
time: 2.6s","answer: wrong (D)
token: 119, 115, 4
time: 0.9s","answer: right
token: 119, 115, 4
time: 2.4s","answer: wrong (D)
token: 696, 245, 1
time: 4.3s",
20,我国啤酒最早出现在,明代,清代,民国时期,新中国成立后,B,"answer: right
token: 84, 79, 5
time: 0.3s",,"answer: right
token: 80, 79, 1
time: 3.2s","answer: wrong (A)
token: 72, 71, 1
time: 0.6s",,,"answer: right
token: 97, 93, 4
time: 2.5s","answer: wrong (C)
token: 184, 93, 91
time: 1.6s","answer: right
token: 97, 93, 4
time: 2.0s","answer: right
token: 523, 224, 1
time: 3.9s",
21,相传，豆腐的发明者是西汉的,刘彻,刘安,刘荣,刘秀,B,"answer: right
token: 83, 82, 1
time: 0.3s",,"answer: right
token: 83, 82, 1
time: 4.3s","answer: right
token: 75, 74, 1
time: 0.6s",,,"answer: right
token: 103, 99, 4
time: 2.2s","answer: right
token: 168, 99, 69
time: 1.3s","answer: right
token: 103, 99, 4
time: 2.4s","answer: right
token: 394, 227, 1
time: 2.2s",
22,面粉不可以制作以下哪种传统食物,米糕,花卷,馒头,饼,A,"answer: right
token: 83, 82, 1
time: 0.2s",,"answer: right
token: 83, 82, 1
time: 0.8s","answer: right
token: 74, 73, 1
time: 0.6s",,,"answer: right
token: 100, 96, 4
time: 3.3s","answer: right
token: 200, 96, 104
time: 1.5s","answer: right
token: 100, 96, 4
time: 2.5s","answer: right
token: 392, 228, 1
time: 1.7s",
23,西汉时期文学作品《七发》描述了大量淮扬风味菜肴，其作者是,司马相如,枚乘,张衡,刘勰,B,"answer: right
token: 98, 93, 5
time: 0.3s",,"answer: right
token: 94, 93, 1
time: 2.1s","answer: right
token: 89, 88, 1
time: 0.6s",,,"answer: right
token: 120, 116, 4
time: 2.5s","answer: right
token: 120, 116, 4
time: 1.0s","answer: right
token: 120, 116, 4
time: 2.6s","answer: right
token: 512, 240, 1
time: 2.5s",
24,在菜肴色系中，能给人以素洁、软嫩、清淡之感，被他色映衬时，则给人以鲜美的味觉启示， 通常是,绿色,黄色,红色,白色,D,"answer: right
token: 112, 107, 5
time: 0.3s",,"answer: right
token: 108, 107, 1
time: 0.6s","answer: right
token: 103, 102, 1
time: 0.6s",,,"answer: right
token: 137, 133, 4
time: 2.4s","answer: right
token: 137, 133, 4
time: 0.8s","answer: right
token: 137, 133, 4
time: 1.5s","answer: right
token: 538, 252, 1
time: 3.7s",
25,口味以辛辣爽口、脆嫩鲜香为主，烹调方法多采用生拌是哪个民族的饮食文化,朝鲜族,维吾尔族,满族,土家族,A,"answer: wrong (D)
token: 105, 100, 5
time: 0.4s",,"answer: right
token: 101, 100, 1
time: 0.9s","answer: wrong (D)
token: 96, 95, 1
time: 0.6s",,,"answer: right
token: 135, 131, 4
time: 2.5s","answer: right
token: 135, 131, 4
time: 1.0s","answer: right
token: 135, 131, 4
time: 2.7s","answer: right
token: 652, 248, 1
time: 3.5s",
26,广式面点的代表品种之一是,五芳斋粽子,翡翠烧卖,拨鱼面,叉烧包,D,"answer: right
token: 94, 88, 6
time: 0.3s",,"answer: right
token: 89, 88, 1
time: 1.5s","answer: right
token: 83, 82, 1
time: 0.8s",,,"answer: right
token: 111, 107, 4
time: 2.5s","answer: right
token: 111, 107, 4
time: 0.7s","answer: right
token: 111, 107, 4
time: 2.6s","answer: right
token: 877, 234, 1
time: 6.3s",
27,传统名菜“干烧岩鲤”是典型的,粤菜,鲁菜,川菜,淮扬菜,C,"answer: right
token: 91, 86, 5
time: 0.3s",,"answer: right
token: 87, 86, 1
time: 1.1s","answer: right
token: 80, 79, 1
time: 0.7s",,,"answer: right
token: 109, 105, 4
time: 2.6s","answer: right
token: 145, 105, 40
time: 1.0s","answer: right
token: 109, 105, 4
time: 3.0s","answer: wrong (D)
token: 544, 231, 1
time: 2.9s",
28,标志着明清时期人情小说的问世，使得饮食描写进入了一个全新的阶段的作品是,《喻世名言》,《红楼梦》,《金瓶梅》,《西游记》,C,"answer: right
token: 110, 102, 8
time: 0.3s",,"answer: right
token: 103, 102, 1
time: 0.6s","answer: right
token: 99, 98, 1
time: 0.6s",,,"answer: right
token: 136, 132, 4
time: 2.6s","answer: right
token: 136, 132, 4
time: 1.1s","answer: right
token: 136, 132, 4
time: 2.5s","answer: right
token: 642, 245, 1
time: 3.7s",
29,中国饮食的内容的是,饮食文化的民族个性,饮食文化的物质层面,饮食文化的精神层面,饮食文化的时代特征,B,"answer: right
token: 100, 91, 9
time: 0.3s",,"answer: right
token: 92, 91, 1
time: 1.0s","answer: right
token: 80, 79, 1
time: 0.7s",,,"answer: right
token: 122, 118, 4
time: 3.0s","answer: right
token: 122, 118, 4
time: 1.8s","answer: right
token: 122, 118, 4
time: 1.8s","answer: right
token: 1358, 230, 1
time: 9.0s",
30,下列茶叶中， 按加工工艺依次为不发酵、半发酵和全发酵的是,太湖碧螺春， 铁观音， 祁红,黄山毛峰， 君山银针， 宣红,银针白豪， 乌龙菜， 单枞,西湖龙井， 水仙， 大红袍,A,"answer: right
token: 141, 140, 1
time: 0.2s",,"answer: right
token: 141, 140, 1
time: 1.6s","answer: right
token: 129, 128, 1
time: 0.6s",,,"answer: right
token: 178, 174, 4
time: 2.7s","answer: right
token: 606, 174, 432
time: 3.2s","answer: right
token: 178, 174, 4
time: 1.7s","answer: right
token: 1047, 282, 1
time: 6.0s",
31,中国传统认为开门七件事中不包括什么,茶酒,柴米,油盐,酱醋,A,"answer: right
token: 85, 84, 1
time: 0.2s",,"answer: right
token: 85, 84, 1
time: 1.6s","answer: right
token: 77, 76, 1
time: 0.6s",,,"answer: right
token: 103, 99, 4
time: 3.0s","answer: right
token: 298, 99, 199
time: 2.0s","answer: right
token: 103, 99, 4
time: 2.7s","answer: right
token: 590, 229, 1
time: 3.2s",
32,最终与动物划清界限、使人类从此告别了茹毛饮血的饮食生活的重要标志是,以汽蒸食,用鼎熟食,用火熟食,以水煮食,C,"answer: right
token: 108, 101, 7
time: 0.3s",,"answer: right
token: 102, 101, 1
time: 0.7s","answer: right
token: 97, 96, 1
time: 0.4s",,,"answer: right
token: 133, 129, 4
time: 2.3s","answer: right
token: 133, 129, 4
time: 0.7s","answer: right
token: 133, 129, 4
time: 2.5s","answer: right
token: 573, 249, 1
time: 3.6s",
33,我国由分餐到合食转变的最终形成是在,唐宋时期,两汉时期,南北朝时期,明清时期,D,"answer: wrong (A)
token: 97, 90, 7
time: 0.3s",,"answer: wrong (A)
token: 91, 90, 1
time: 0.9s","answer: wrong (A)
token: 82, 81, 1
time: 0.5s",,,"answer: wrong (A)
token: 111, 107, 4
time: 2.3s","answer: right
token: 111, 107, 4
time: 2.1s","answer: wrong (A)
token: 111, 107, 4
time: 2.6s","answer: wrong (A)
token: 672, 235, 1
time: 3.8s",
34,阐述禁食自死物、血液和猪肉的原因时说“因为它们确是不洁的”的经典是,《道德经》,《华严经》,《古兰经》,《金刚经》,C,"answer: right
token: 115, 107, 8
time: 0.3s",,"answer: right
token: 108, 107, 1
time: 0.7s","answer: right
token: 102, 101, 1
time: 0.6s",,,"answer: right
token: 132, 128, 4
time: 2.5s","answer: right
token: 132, 128, 4
time: 0.8s","answer: right
token: 132, 128, 4
time: 1.6s","answer: right
token: 568, 246, 1
time: 3.3s",
35,馒头的首创者据民间传说是,孔子,杜甫,诸葛亮,李白,C,"answer: right
token: 84, 80, 4
time: 0.3s",,"answer: right
token: 81, 80, 1
time: 0.8s","answer: right
token: 77, 76, 1
time: 0.6s",,,"answer: right
token: 100, 96, 4
time: 2.2s","answer: right
token: 156, 96, 60
time: 1.2s","answer: right
token: 100, 96, 4
time: 2.9s","answer: right
token: 443, 227, 1
time: 2.7s",
36,下列菜系既是北方菜的基又是御膳组成部分的是,徽菜,川菜,鲁菜,浙菜,C,"answer: right
token: 91, 85, 6
time: 0.3s",,"answer: right
token: 86, 85, 1
time: 0.9s","answer: right
token: 83, 82, 1
time: 0.6s",,,"answer: right
token: 112, 108, 4
time: 3.2s","answer: right
token: 174, 108, 66
time: 1.2s","answer: right
token: 112, 108, 4
time: 1.8s","answer: right
token: 554, 234, 1
time: 3.3s",
37,我国最早的食疗专论是,《随园食单》,《千金要方》,《备急千金要方》,《食疗本草》,C,"answer: wrong (D)
token: 106, 97, 9
time: 0.3s",,"answer: wrong (D)
token: 98, 97, 1
time: 2.0s","answer: wrong (D)
token: 91, 90, 1
time: 0.6s",,,"answer: wrong (D)
token: 110, 106, 4
time: 3.0s","answer: wrong (D)
token: 165, 106, 59
time: 1.0s","answer: wrong (D)
token: 110, 106, 4
time: 1.8s","answer: wrong (D)
token: 569, 238, 1
time: 2.8s",
38,冬季人体最容易感受寒邪，为保护人体阳气，可多进食温热食品如,苦瓜,百合,羊肉,海带,C,"answer: right
token: 99, 93, 6
time: 0.3s",,"answer: right
token: 94, 93, 1
time: 1.1s","answer: right
token: 89, 88, 1
time: 0.5s",,,"answer: right
token: 118, 114, 4
time: 2.6s","answer: right
token: 118, 114, 4
time: 0.7s","answer: right
token: 118, 114, 4
time: 1.8s","answer: right
token: 459, 238, 1
time: 2.4s",
39,“夫礼之初，始诸饮食”这句话出自,《礼记》,《周礼》,《仪礼》,《论语》,A,"answer: right
token: 90, 89, 1
time: 0.2s",,"answer: right
token: 90, 89, 1
time: 1.5s","answer: right
token: 84, 83, 1
time: 0.5s",,,"answer: right
token: 111, 107, 4
time: 2.9s","answer: right
token: 111, 107, 4
time: 0.7s","answer: right
token: 111, 107, 4
time: 2.5s","answer: right
token: 545, 231, 1
time: 3.5s",
40,有 “ 一菜一格 ， 百菜百味 ” 之美誉的是,苏菜,川菜,鲁菜,粤菜,B,"answer: right
token: 96, 91, 5
time: 0.3s",,"answer: right
token: 92, 91, 1
time: 1.4s","answer: right
token: 82, 81, 1
time: 0.7s",,,"answer: right
token: 115, 111, 4
time: 2.8s","answer: right
token: 172, 111, 61
time: 2.0s","answer: right
token: 115, 111, 4
time: 3.2s","answer: wrong (A)
token: 548, 236, 1
time: 3.0s",
41,具有“银丝条、螺旋形、浑身毛〞的特色，素有“一嫩三鲜〞美誉的茶叶指的是,龙井茶,太平猴魁,白毫银针,碧螺春,D,"answer: right
token: 114, 107, 7
time: 0.3s",,"answer: right
token: 108, 107, 1
time: 0.6s","answer: wrong (C)
token: 102, 101, 1
time: 0.7s",,,"answer: right
token: 142, 138, 4
time: 2.5s","answer: right
token: 142, 138, 4
time: 0.8s","answer: right
token: 142, 138, 4
time: 2.9s","answer: right
token: 605, 251, 1
time: 3.8s",
42,下列关于山东风味说法错误的是,山东名菜有糖醋黄河鲤鱼、油爆双脆、九转大肠等,山东菜的口味极重纯正醇浓，咸、鲜、酸、甜、辣各味皆有，很少有复合味,山东菜善于制汤、用汤，常用制好的清汤、奶汤加入山珍海味鲜蔬杂货中,山东取料以羊肉为主而以羊、猪合烹为常见，菜肴以热烫炙口、酥透人味而著称,D,"answer: right
token: 181, 180, 1
time: 0.2s",,"answer: right
token: 181, 180, 1
time: 1.0s","answer: right
token: 179, 178, 1
time: 0.8s",,,"answer: right
token: 420, 248, 172
time: 5.4s","answer: wrong (B)
token: 252, 248, 4
time: 0.8s","answer: right
token: 252, 248, 4
time: 2.5s","answer: right
token: 2933, 333, 1
time: 22.6s",
43,以烹制山珍野味著称，讲究火工，火大油重，保持原汁原味，比较实惠的是,京菜,皖菜,沪菜,豫菜,B,"answer: right
token: 106, 101, 5
time: 0.3s",,"answer: right
token: 102, 101, 1
time: 0.9s","answer: right
token: 97, 96, 1
time: 0.8s",,,"answer: right
token: 125, 121, 4
time: 2.4s","answer: right
token: 304, 121, 183
time: 2.8s","answer: right
token: 125, 121, 4
time: 2.7s","answer: right
token: 659, 248, 1
time: 5.1s",
44,传统名菜“佛跳墙〞在风味上属于,广东风味,安徽风味,福建风味,浙江风味,C,"answer: right
token: 95, 88, 7
time: 0.2s",,"answer: right
token: 89, 88, 1
time: 0.7s","answer: right
token: 86, 85, 1
time: 0.8s",,,"answer: right
token: 110, 106, 4
time: 2.4s","answer: right
token: 138, 106, 32
time: 0.9s","answer: right
token: 110, 106, 4
time: 2.6s","answer: right
token: 429, 237, 1
time: 1.7s",
45,周代的宴会种类繁多，其中亲朋好友之间的宴饮被称为,乡饮酒礼,射礼,燕礼,献礼,C,"answer: right
token: 97, 91, 6
time: 0.2s",,"answer: right
token: 92, 91, 1
time: 1.2s","answer: right
token: 86, 85, 1
time: 0.7s",,,"answer: right
token: 120, 116, 4
time: 2.5s","answer: right
token: 194, 116, 78
time: 1.4s","answer: right
token: 120, 116, 4
time: 1.9s","answer: right
token: 773, 235, 1
time: 4.7s",
46,“驴打滚”是哪里的著名风味小吃,山东,陕西,天津,北京,D,"answer: right
token: 85, 80, 5
time: 0.3s",,"answer: right
token: 81, 80, 1
time: 0.6s","answer: right
token: 76, 75, 1
time: 0.7s",,,"answer: right
token: 99, 95, 4
time: 3.0s","answer: right
token: 99, 95, 4
time: 0.8s","answer: right
token: 99, 95, 4
time: 2.6s","answer: right
token: 407, 226, 1
time: 1.8s",
47,作为民族风味食品的“冷面”，属,傣族菜,彝族菜,苗族菜,朝鲜族菜,D,"answer: right
token: 92, 86, 6
time: 0.4s",,"answer: right
token: 87, 86, 1
time: 8.1s","answer: right
token: 83, 82, 1
time: 0.3s",,,"answer: right
token: 111, 107, 4
time: 2.2s","answer: right
token: 111, 107, 4
time: 0.7s","answer: right
token: 111, 107, 4
time: 2.3s","answer: right
token: 450, 236, 1
time: 2.4s",
48,重要节日喜吃年糕的我国少数民族是,鄂伦春族,蒙古族,朝鲜族,赫哲族,C,"answer: right
token: 93, 88, 5
time: 0.3s",,"answer: right
token: 89, 88, 1
time: 3.2s","answer: right
token: 82, 81, 1
time: 0.6s",,,"answer: right
token: 114, 110, 4
time: 2.5s","answer: right
token: 114, 110, 4
time: 0.9s","answer: right
token: 114, 110, 4
time: 2.7s","answer: right
token: 639, 233, 1
time: 4.2s",
49,“火候”是饮食文化的一个重要名词，最初起源于,伊斯兰教活动,道教活动,基督教活动,佛教活动,B,"answer: right
token: 97, 90, 7
time: 0.3s",,"answer: right
token: 91, 90, 1
time: 0.8s","answer: right
token: 84, 83, 1
time: 0.5s",,,"answer: right
token: 117, 113, 4
time: 2.3s","answer: right
token: 166, 113, 53
time: 1.8s","answer: right
token: 117, 113, 4
time: 2.5s","answer: right
token: 496, 235, 1
time: 2.6s",
50,在中国比较正确的上菜礼应该是,水果-凉菜-汤-热炒-主食-点心,凉菜-热炒-大菜-汤-主食-水果,凉菜-主食-汤-热菜-水果-点心,汤-凉菜-热菜-主食-点心-水果,B,"answer: right
token: 134, 133, 1
time: 0.3s",,"answer: right
token: 134, 133, 1
time: 1.0s","answer: wrong (A)
token: 128, 127, 1
time: 0.8s",,,"answer: right
token: 169, 165, 4
time: 3.3s","answer: right
token: 169, 165, 4
time: 0.7s","answer: right
token: 169, 165, 4
time: 2.0s","answer: right
token: 806, 278, 1
time: 4.0s",
51,关于我国饮食发展阶段，叙述最为正确的是,生食-熟食-生食,熟食-生食-熟食,产生之处就是生熟食共同出现,生食-熟食-多样化的烹饪,D,"answer: right
token: 105, 104, 1
time: 0.2s",,"answer: right
token: 105, 104, 1
time: 1.0s","answer: right
token: 103, 102, 1
time: 0.9s",,,"answer: right
token: 142, 138, 4
time: 2.5s","answer: right
token: 142, 138, 4
time: 0.9s","answer: right
token: 142, 138, 4
time: 2.4s","answer: right
token: 518, 256, 1
time: 2.7s",
52,在下列菜肴香味搭配中，合适的搭配是,葱、椒、姜、桂之香，多配瓜果,鲜花香气馥郁，多配甜食、洒露汤羹,酒糟之香醇浓，多配五谷糕饵,薄荷龙脑之香，多用于腥物,B,"answer: wrong (C)
token: 130, 129, 1
time: 0.2s",,"answer: right
token: 130, 129, 1
time: 0.7s","answer: wrong (C)
token: 123, 122, 1
time: 0.7s",,,"answer: wrong (C)
token: 174, 170, 4
time: 2.5s","answer: wrong (A)
token: 553, 170, 383
time: 3.1s","answer: right
token: 174, 170, 4
time: 2.7s","answer: wrong (D)
token: 929, 277, 1
time: 5.9s",
53,关于我国饮食发展阶段的叙述，最为正确的是,火烹期-陶烹期-铁烹期-铜烹期,火烹期-铜烹期-陶烹期-铁烹期,陶烹期-火烹期-铜烹期-铁烹期,火烹期-陶烹期-铜烹期-铁烹期,D,"answer: right
token: 137, 136, 1
time: 0.2s",,"answer: right
token: 137, 136, 1
time: 1.3s","answer: right
token: 129, 128, 1
time: 0.8s",,,"answer: right
token: 355, 179, 176
time: 5.5s","answer: right
token: 440, 179, 261
time: 2.6s","answer: right
token: 183, 179, 4
time: 2.4s","answer: right
token: 695, 282, 1
time: 3.3s",
