,Question,A,B,C,D,Answer,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5
13,模仿说的合理性在于,始终注重艺术的情感性因素,始终抓住艺术与现实世界的关系,始终肯定人的主体因素,始终强调艺术的形式因素,B,"answer: right
token: 101, 100, 1
time: 0.3s",,"answer: right
token: 101, 100, 1
time: 1.3s","answer: wrong (C)
token: 90, 89, 1
time: 0.7s",,,"answer: right
token: 134, 130, 4
time: 2.2s","answer: right
token: 219, 130, 89
time: 1.5s","answer: right
token: 134, 130, 4
time: 2.7s"
14,齐白石的中国画《蛙声十里出山泉》描写的是,树蛙,牛蛙,青蛙,蝌蚪,C,"answer: wrong (D)
token: 96, 90, 6
time: 0.3s",,"answer: wrong (D)
token: 91, 90, 1
time: 1.5s","answer: right
token: 84, 83, 1
time: 0.3s",,,"answer: wrong (D)
token: 115, 111, 4
time: 2.7s","answer: right
token: 115, 111, 4
time: 0.8s","answer: wrong (D)
token: 115, 111, 4
time: 2.3s"
15,民族舞剧《丝路花雨》中“反弹琵琶”的动作设计来源于,阿细跳月,维吾尔舞蹈,秧歌,敦煌壁画,D,"answer: right
token: 97, 96, 1
time: 0.2s",,"answer: right
token: 97, 96, 1
time: 1.4s","answer: right
token: 93, 92, 1
time: 0.7s",,,"answer: right
token: 131, 127, 4
time: 2.3s","answer: right
token: 131, 127, 4
time: 1.0s","answer: right
token: 131, 127, 4
time: 1.8s"
16,贺拉斯最重要的美学著作是,《诗学》,《诗品》,《美学》,《诗艺》,D,"answer: right
token: 92, 85, 7
time: 0.3s",,"answer: right
token: 86, 85, 1
time: 0.9s","answer: right
token: 80, 79, 1
time: 0.6s",,,"answer: right
token: 107, 103, 4
time: 2.2s","answer: right
token: 107, 103, 4
time: 0.8s","answer: right
token: 107, 103, 4
time: 1.6s"
17,《人间喜剧》的作者是,巴尔扎克,狄更斯,托尔斯泰,雨果,A,"answer: right
token: 85, 84, 1
time: 0.2s",,"answer: right
token: 85, 84, 1
time: 3.1s","answer: right
token: 78, 77, 1
time: 0.6s",,,"answer: right
token: 106, 102, 4
time: 2.6s","answer: right
token: 173, 102, 71
time: 1.6s","answer: right
token: 106, 102, 4
time: 2.4s"
18,《亚威农少女》是（）绘画的代表作品。,野兽派,立体主义,达达主义,抽象主义,B,"answer: right
token: 90, 89, 1
time: 0.2s",,"answer: right
token: 90, 89, 1
time: 2.8s","answer: right
token: 83, 82, 1
time: 0.5s",,,"answer: right
token: 109, 105, 4
time: 2.3s","answer: right
token: 199, 105, 94
time: 1.5s","answer: right
token: 109, 105, 4
time: 2.5s"
19,1886年创作的青铜圆雕《加莱义民》的作者是,意大利多纳太罗,法国罗丹,法国贝尼尼,意大利米开朗基罗,B,"answer: right
token: 108, 107, 1
time: 0.2s",,"answer: right
token: 108, 107, 1
time: 2.9s","answer: right
token: 99, 98, 1
time: 0.6s",,,"answer: right
token: 129, 125, 4
time: 2.8s","answer: right
token: 213, 125, 88
time: 1.4s","answer: right
token: 129, 125, 4
time: 2.4s"
20,我国古代著名绘画作品《洛神赋图》的作者是,张择端,展子虔,顾恺之,阎立本,C,"answer: right
token: 97, 91, 6
time: 0.3s",,"answer: right
token: 92, 91, 1
time: 2.9s","answer: right
token: 86, 85, 1
time: 1.1s",,,"answer: right
token: 111, 107, 4
time: 2.8s","answer: right
token: 111, 107, 4
time: 0.8s","answer: right
token: 111, 107, 4
time: 2.7s"
21,《蓝色多瑙河圆舞曲》的作者是是奥地利作曲家,李斯特,贝多芬,约翰•施特劳斯,巴赫,C,"answer: right
token: 97, 96, 1
time: 0.2s",,"answer: right
token: 97, 96, 1
time: 0.8s","answer: right
token: 89, 88, 1
time: 0.6s",,,"answer: right
token: 125, 121, 4
time: 2.8s","answer: right
token: 125, 121, 4
time: 0.7s","answer: right
token: 125, 121, 4
time: 2.6s"
22,艺术家应具备的审美美创能力是,敏锐的感知能力，丰富的想象力，深入的理论研究能力,敏锐的感知能力，丰富的想象力，精湛的艺术技巧,高超的鉴赏能力，丰富的想象力，深刻的批评能力,敏锐的感知能力，严密的逻辑思维能力，精湛的艺术技巧,B,"answer: right
token: 130, 129, 1
time: 0.2s",,"answer: right
token: 130, 129, 1
time: 0.5s","answer: right
token: 131, 130, 1
time: 0.7s",,,"answer: right
token: 201, 197, 4
time: 2.3s","answer: right
token: 201, 197, 4
time: 0.8s","answer: right
token: 201, 197, 4
time: 3.0s"
23,立体派的人物是,马蒂斯,梵•高,高更,毕加索,D,"answer: right
token: 90, 83, 7
time: 0.3s",,"answer: right
token: 84, 83, 1
time: 0.6s","answer: right
token: 74, 73, 1
time: 0.7s",,,"answer: right
token: 95, 91, 4
time: 2.2s","answer: right
token: 134, 91, 43
time: 1.5s","answer: right
token: 95, 91, 4
time: 2.4s"
24,何占豪、陈钢创作的《梁山伯与祝英台》是一部,二胡独奏曲,大提琴独奏曲,小提琴协奏曲,交响曲,C,"answer: right
token: 110, 101, 9
time: 0.3s",,"answer: right
token: 102, 101, 1
time: 0.9s","answer: right
token: 95, 94, 1
time: 0.7s",,,"answer: right
token: 129, 125, 4
time: 2.2s","answer: right
token: 129, 125, 4
time: 0.9s","answer: right
token: 129, 125, 4
time: 2.5s"
25,在艺术的定义问题上，提出“集体无意识说”的美学家是,洛克,荣格,弗洛伊德,苏珊·朗格,B,"answer: right
token: 95, 94, 1
time: 0.2s",,"answer: right
token: 95, 94, 1
time: 1.0s","answer: right
token: 89, 88, 1
time: 0.5s",,,"answer: right
token: 119, 115, 4
time: 2.6s","answer: right
token: 119, 115, 4
time: 0.8s","answer: right
token: 119, 115, 4
time: 2.6s"
26,下列选项中，属于接受美学代表人物的是,海德格尔,尧斯,罗兰·巴尔特,苏珊·朗格,B,"answer: right
token: 91, 90, 1
time: 0.3s",,"answer: right
token: 91, 90, 1
time: 1.3s","answer: right
token: 87, 86, 1
time: 0.6s",,,"answer: right
token: 117, 113, 4
time: 2.5s","answer: right
token: 117, 113, 4
time: 0.7s","answer: right
token: 117, 113, 4
time: 2.3s"
27,艺术创作的思维方式是,形象思维排斥思维,抽象思维为主导,形象思维和抽象思维起同样作用,形象思维为主体,D,"answer: right
token: 94, 93, 1
time: 0.2s",,"answer: right
token: 94, 93, 1
time: 1.2s","answer: right
token: 88, 87, 1
time: 0.8s",,,"answer: right
token: 122, 118, 4
time: 2.2s","answer: right
token: 122, 118, 4
time: 1.0s","answer: right
token: 122, 118, 4
time: 2.3s"
28,哲学主要通过()这一中介对艺术产生影响。,宗教,政治,美学,伦理学,C,"answer: right
token: 85, 84, 1
time: 0.2s",,"answer: right
token: 85, 84, 1
time: 0.7s","answer: right
token: 79, 78, 1
time: 0.5s",,,"answer: right
token: 104, 100, 4
time: 2.1s","answer: right
token: 104, 100, 4
time: 0.9s","answer: right
token: 104, 100, 4
time: 2.8s"
29,艺术本体论从根本上讲就是艺术,行为论,功能论,存在论,形式论,C,"answer: right
token: 90, 84, 6
time: 0.3s",,"answer: right
token: 85, 84, 1
time: 0.9s","answer: right
token: 77, 76, 1
time: 0.7s",,,"answer: right
token: 101, 97, 4
time: 2.2s","answer: right
token: 101, 97, 4
time: 0.9s","answer: right
token: 101, 97, 4
time: 2.6s"
30,世界文化遗产泰姬陵位于,柬埔寨,印度,越南,缅甸,B,"answer: right
token: 81, 80, 1
time: 0.2s",,"answer: right
token: 81, 80, 1
time: 3.1s","answer: right
token: 74, 73, 1
time: 0.7s",,,"answer: right
token: 101, 97, 4
time: 2.5s","answer: right
token: 101, 97, 4
time: 0.7s","answer: right
token: 101, 97, 4
time: 2.5s"
31,影片《战舰波将金号》是20世纪20年代哪一个国家的重要作品,法国,美国,意大利,苏联,D,"answer: right
token: 100, 95, 5
time: 0.2s",,"answer: right
token: 96, 95, 1
time: 0.6s","answer: right
token: 85, 84, 1
time: 0.5s",,,"answer: right
token: 112, 108, 4
time: 2.3s","answer: right
token: 179, 108, 71
time: 1.9s","answer: right
token: 112, 108, 4
time: 3.8s"
32,拍摄人像时，最好使用,侧光,顶光,顺光,逆光,C,"answer: right
token: 85, 80, 5
time: 0.3s",,"answer: wrong (A)
token: 81, 80, 1
time: 1.1s","answer: wrong (A)
token: 76, 75, 1
time: 0.7s",,,"answer: right
token: 96, 92, 4
time: 2.6s","answer: wrong (A)
token: 96, 92, 4
time: 0.9s","answer: wrong (A)
token: 96, 92, 4
time: 1.7s"
33,艺术概论研究的对象是人类的,情感活动,审美活动,精神活动,艺术活动,D,"answer: right
token: 89, 88, 1
time: 0.2s",,"answer: right
token: 89, 88, 1
time: 2.4s","answer: wrong (B)
token: 77, 76, 1
time: 0.4s",,,"answer: right
token: 103, 99, 4
time: 2.3s","answer: right
token: 103, 99, 4
time: 1.7s","answer: right
token: 103, 99, 4
time: 2.4s"
34,楷书最早产生于,魏晋,汉代,宋代,唐代,B,"answer: wrong (A)
token: 81, 80, 1
time: 0.2s",,"answer: right
token: 81, 80, 1
time: 1.0s","answer: right
token: 72, 71, 1
time: 0.9s",,,"answer: right
token: 93, 89, 4
time: 3.0s","answer: wrong (A)
token: 157, 89, 68
time: 1.3s","answer: right
token: 93, 89, 4
time: 1.5s"
35,艺术品的直接性物质存在是,意境超验层,形式符号层,物质实在层,意象世界层,B,"answer: wrong (C)
token: 99, 92, 7
time: 0.4s",,"answer: wrong (C)
token: 93, 92, 1
time: 1.3s","answer: wrong (C)
token: 83, 82, 1
time: 0.6s",,,"answer: wrong (C)
token: 105, 101, 4
time: 2.8s","answer: wrong (C)
token: 105, 101, 4
time: 0.7s","answer: wrong (C)
token: 105, 101, 4
time: 2.5s"
36,《洛神赋图》相传为东晋大画家()的作品。,王羲之,顾恺之,张芝,钟繇,B,"answer: right
token: 90, 89, 1
time: 0.2s",,"answer: right
token: 90, 89, 1
time: 1.1s","answer: right
token: 84, 83, 1
time: 0.6s",,,"answer: right
token: 110, 106, 4
time: 2.4s","answer: right
token: 110, 106, 4
time: 1.6s","answer: right
token: 110, 106, 4
time: 1.6s"
37,文艺复兴时期不在画坛三杰之列的画家是,达•芬奇,米开朗基罗,拉斐尔,伦勃朗,D,"answer: right
token: 92, 91, 1
time: 0.2s",,"answer: right
token: 92, 91, 1
time: 1.3s","answer: right
token: 88, 87, 1
time: 0.7s",,,"answer: right
token: 119, 115, 4
time: 2.2s","answer: right
token: 119, 115, 4
time: 0.8s","answer: right
token: 119, 115, 4
time: 2.5s"
38,梅特林克的《青鸟》、《不速之客》等作品是哪个流派戏剧的典型之作。,荒诞派,象征派,写实派,印象派,B,"answer: right
token: 111, 104, 7
time: 0.3s",,"answer: right
token: 105, 104, 1
time: 0.7s","answer: right
token: 94, 93, 1
time: 0.7s",,,"answer: right
token: 124, 120, 4
time: 2.9s","answer: right
token: 213, 120, 93
time: 1.7s","answer: right
token: 124, 120, 4
time: 1.6s"
39,《自由女神引导人民》是法国（）绘画垢代表作品。,浪漫主义,现实主义,古典主义,印象主义,A,"answer: right
token: 91, 90, 1
time: 0.2s",,"answer: right
token: 91, 90, 1
time: 1.3s","answer: right
token: 83, 82, 1
time: 0.6s",,,"answer: right
token: 115, 111, 4
time: 2.4s","answer: right
token: 221, 111, 110
time: 1.4s","answer: right
token: 115, 111, 4
time: 1.7s"
40,唐三彩常用的颜色主要是,红、绿、白,绿、黄、紫,红、黄、蓝,黄、绿、白,D,"answer: right
token: 93, 92, 1
time: 0.2s",,"answer: right
token: 93, 92, 1
time: 1.2s","answer: wrong (B)
token: 83, 82, 1
time: 0.9s",,,"answer: right
token: 115, 111, 4
time: 2.4s","answer: right
token: 176, 111, 65
time: 1.3s","answer: right
token: 115, 111, 4
time: 2.4s"
41,《套中人》是我俄国作家（）的重要作品。,托尔斯泰,契诃夫,果戈里,高尔基,B,"answer: right
token: 95, 88, 7
time: 0.3s",,"answer: right
token: 89, 88, 1
time: 2.1s","answer: wrong (C)
token: 85, 84, 1
time: 0.4s",,,"answer: right
token: 112, 108, 4
time: 2.4s","answer: right
token: 135, 108, 27
time: 0.9s","answer: right
token: 112, 108, 4
time: 2.5s"
42,亚里士多德最重要的美学著作是,《诗品》,《诗艺》,《诗学》,《论崇高》,C,"answer: right
token: 95, 88, 7
time: 0.2s",,"answer: right
token: 89, 88, 1
time: 1.1s","answer: right
token: 84, 83, 1
time: 0.6s",,,"answer: right
token: 109, 105, 4
time: 2.4s","answer: right
token: 109, 105, 4
time: 0.7s","answer: right
token: 109, 105, 4
time: 2.8s"
43,《西厢记》的作者是,关汉卿,白朴,王实甫,马致远,C,"answer: right
token: 84, 83, 1
time: 0.2s",,"answer: right
token: 84, 83, 1
time: 0.9s","answer: right
token: 76, 75, 1
time: 0.6s",,,"answer: right
token: 97, 93, 4
time: 2.4s","answer: right
token: 97, 93, 4
time: 0.8s","answer: right
token: 97, 93, 4
time: 2.5s"
44,《阿细跳月》是我国哪一个民族的民族舞蹈。,傣族,彝族,苗族,白族,B,"answer: right
token: 89, 84, 5
time: 0.3s",,"answer: right
token: 85, 84, 1
time: 1.1s","answer: right
token: 82, 81, 1
time: 0.4s",,,"answer: right
token: 109, 105, 4
time: 2.7s","answer: right
token: 109, 105, 4
time: 0.8s","answer: right
token: 109, 105, 4
time: 2.8s"
45,电视剧《围城》是根据谁的同名小说改编的。,沈从文,张爱玲,巴金,钱钟书,D,"answer: right
token: 91, 90, 1
time: 0.2s",,"answer: right
token: 91, 90, 1
time: 3.3s","answer: right
token: 84, 83, 1
time: 0.6s",,,"answer: right
token: 111, 107, 4
time: 2.5s","answer: right
token: 111, 107, 4
time: 1.2s","answer: right
token: 111, 107, 4
time: 2.5s"
46,19世纪法国画家大卫的代表是,《日出印象》,《马拉之死》,《向日葵》,《夜巡》,B,"answer: right
token: 92, 91, 1
time: 0.2s",,"answer: right
token: 92, 91, 1
time: 3.1s","answer: right
token: 86, 85, 1
time: 0.6s",,,"answer: right
token: 112, 108, 4
time: 2.3s","answer: right
token: 112, 108, 4
time: 0.7s","answer: right
token: 112, 108, 4
time: 2.3s"
47,由些可夫斯基作曲的古典芭蕾舞剧（）达到了古典浪漫主义舞剧的光辉顶点。,《天鹅湖》,《浮士德》,《罗密欧与朱丽叶》,《天鹅之死》,A,"answer: right
token: 112, 111, 1
time: 0.2s",,"answer: right
token: 112, 111, 1
time: 0.5s","answer: right
token: 106, 105, 1
time: 0.6s",,,"answer: right
token: 156, 152, 4
time: 2.9s","answer: right
token: 156, 152, 4
time: 0.7s","answer: right
token: 156, 152, 4
time: 2.3s"
48,艺术活动产生于人类的哪一时期,奴隶制后期,奴隶制前期,原始社会,封建社会,C,"answer: right
token: 98, 91, 7
time: 0.3s",,"answer: right
token: 92, 91, 1
time: 1.3s","answer: right
token: 83, 82, 1
time: 0.6s",,,"answer: right
token: 110, 106, 4
time: 2.4s","answer: right
token: 110, 106, 4
time: 1.0s","answer: right
token: 110, 106, 4
time: 1.6s"
49,影片《远山的呼唤》的作者是,苏联,美国,日本,法国,C,"answer: right
token: 86, 82, 4
time: 0.2s",,"answer: right
token: 83, 82, 1
time: 0.6s","answer: right
token: 73, 72, 1
time: 0.5s",,,"answer: right
token: 96, 92, 4
time: 2.5s","answer: right
token: 96, 92, 4
time: 0.8s","answer: right
token: 96, 92, 4
time: 5.0s"
50,海勒《第二十二条军规》是哪个流派代表作品之一。,黑色幽默,魔幻现实主义,意识流,荒诞派,A,"answer: right
token: 95, 94, 1
time: 0.2s",,"answer: right
token: 95, 94, 1
time: 0.6s","answer: right
token: 88, 87, 1
time: 0.6s",,,"answer: right
token: 119, 115, 4
time: 3.2s","answer: right
token: 221, 115, 106
time: 1.6s","answer: right
token: 119, 115, 4
time: 2.5s"
51,诗句“感时花溅泪，恨别鸟惊心”的作者是,李商隐,李白,杜牧,杜甫,D,"answer: right
token: 93, 88, 5
time: 0.3s",,"answer: right
token: 89, 88, 1
time: 1.0s","answer: wrong (A)
token: 86, 85, 1
time: 0.7s",,,"answer: right
token: 112, 108, 4
time: 2.3s","answer: right
token: 112, 108, 4
time: 1.0s","answer: right
token: 112, 108, 4
time: 2.4s"
52,“吾家洗砚池头树，个个花开淡墨痕，不要人夸好颜色，只留清气满乾坤”。此诗作者是,苏东坡,齐白石,金农,王冕,D,"answer: right
token: 113, 107, 6
time: 0.2s",,"answer: right
token: 108, 107, 1
time: 1.4s","answer: right
token: 102, 101, 1
time: 0.5s",,,"answer: right
token: 135, 131, 4
time: 2.3s","answer: right
token: 135, 131, 4
time: 1.1s","answer: right
token: 135, 131, 4
time: 2.5s"
53,文学的主要表现手段是,情节,结构,故事,语言,D,"answer: right
token: 79, 75, 4
time: 0.3s",,"answer: right
token: 76, 75, 1
time: 1.3s","answer: right
token: 70, 69, 1
time: 0.8s",,,"answer: right
token: 90, 86, 4
time: 2.6s","answer: right
token: 90, 86, 4
time: 0.7s","answer: right
token: 90, 86, 4
time: 3.9s"
54,扬州八怪是指在哪个朝代朝活跃在扬州的8位风格相近的革新派画家。,清,元,宋,明,A,"answer: right
token: 90, 89, 1
time: 0.2s",,"answer: right
token: 90, 89, 1
time: 0.9s","answer: right
token: 86, 85, 1
time: 0.6s",,,"answer: right
token: 115, 111, 4
time: 2.6s","answer: right
token: 115, 111, 4
time: 0.8s","answer: right
token: 115, 111, 4
time: 2.3s"
55,《良宵》、《光明行》是音乐家刘天华创作的（）独奏曲。,扬琴,二胡,筝,京胡,B,"answer: right
token: 94, 93, 1
time: 0.2s",,"answer: right
token: 94, 93, 1
time: 0.7s","answer: right
token: 86, 85, 1
time: 0.7s",,,"answer: right
token: 115, 111, 4
time: 2.4s","answer: right
token: 115, 111, 4
time: 0.7s","answer: right
token: 115, 111, 4
time: 2.4s"
56,《小二黑结婚》是我国文学史上()的代表作之一。,山药蛋派,鸳鸯蝴蝶派,创造社,新月派,A,"answer: right
token: 92, 91, 1
time: 0.2s",,"answer: right
token: 92, 91, 1
time: 1.2s","answer: right
token: 87, 86, 1
time: 0.7s",,,"answer: right
token: 121, 117, 4
time: 2.1s","answer: right
token: 182, 117, 65
time: 1.4s","answer: right
token: 121, 117, 4
time: 2.5s"
57,艺术品赖以在时空中存在的实体和媒介是指,意象世界层,意境超验层,物质实在层,形式符号层,C,"answer: right
token: 102, 95, 7
time: 0.3s",,"answer: right
token: 96, 95, 1
time: 1.5s","answer: right
token: 88, 87, 1
time: 0.8s",,,"answer: right
token: 114, 110, 4
time: 2.8s","answer: right
token: 114, 110, 4
time: 0.8s","answer: right
token: 114, 110, 4
time: 2.3s"
58,在中国戏剧史上塑造了蘩漪这一重要形象的剧目是,《上海屋檐下》,《茶馆》,《雷雨》,《日出》,C,"answer: right
token: 102, 95, 7
time: 0.2s",,"answer: right
token: 96, 95, 1
time: 1.3s","answer: right
token: 91, 90, 1
time: 0.8s",,,"answer: right
token: 126, 122, 4
time: 2.3s","answer: right
token: 126, 122, 4
time: 0.8s","answer: right
token: 126, 122, 4
time: 2.4s"
59,30年代赵丹和周璇主演的影片（）是我国电影艺术基本成熟的最重要的标志。,《小城之春》,《马路天使》,《一江春水向东流》,《渔光曲》,B,"answer: right
token: 113, 106, 7
time: 0.2s",,"answer: right
token: 107, 106, 1
time: 0.8s","answer: right
token: 105, 104, 1
time: 0.5s",,,"answer: right
token: 139, 135, 4
time: 2.4s","answer: right
token: 139, 135, 4
time: 0.8s","answer: right
token: 139, 135, 4
time: 1.6s"
60,康德最著名的学论著是,《判断力批判》,《拉奥在孔》,《汉堡剧评》,《美学》,A,"answer: right
token: 91, 90, 1
time: 0.2s",,"answer: right
token: 91, 90, 1
time: 0.7s","answer: right
token: 86, 85, 1
time: 0.5s",,,"answer: right
token: 141, 107, 34
time: 3.0s","answer: wrong (B)
token: 111, 107, 4
time: 0.7s","answer: right
token: 111, 107, 4
time: 1.7s"
61,"在我国，提出""以美育代替宗教""这一思想的是",鲁迅,王国维,蔡元培,胡适,C,"answer: right
token: 91, 90, 1
time: 0.3s",,"answer: right
token: 91, 90, 1
time: 1.0s","answer: right
token: 82, 81, 1
time: 0.3s",,,"answer: right
token: 110, 106, 4
time: 2.7s","answer: right
token: 110, 106, 4
time: 1.0s","answer: right
token: 110, 106, 4
time: 2.5s"
62,一部戏剧作品的基本单位是,情境,故事,人物,场面,D,"answer: right
token: 82, 77, 5
time: 0.2s",,"answer: right
token: 78, 77, 1
time: 0.4s","answer: right
token: 72, 71, 1
time: 0.7s",,,"answer: wrong (C)
token: 94, 90, 4
time: 2.5s","answer: right
token: 94, 90, 4
time: 1.0s","answer: right
token: 94, 90, 4
time: 2.3s"
63,《石壕吏》属于,抒情诗,叙事诗,散文诗,词,B,"answer: right
token: 85, 79, 6
time: 0.2s",,"answer: right
token: 80, 79, 1
time: 1.5s","answer: right
token: 76, 75, 1
time: 0.7s",,,"answer: right
token: 96, 92, 4
time: 2.4s","answer: right
token: 201, 92, 109
time: 1.9s","answer: right
token: 96, 92, 4
time: 1.4s"
64,出现在秦代的书本是,甲骨文,小篆,楷书,金文,B,"answer: right
token: 86, 81, 5
time: 0.2s",,"answer: right
token: 82, 81, 1
time: 1.0s","answer: right
token: 73, 72, 1
time: 0.7s",,,"answer: right
token: 95, 91, 4
time: 3.1s","answer: right
token: 95, 91, 4
time: 0.9s","answer: right
token: 95, 91, 4
time: 2.6s"
65,王国维在《人间词话》中提出了,境界说,风格说,格调说,神韵说,A,"answer: right
token: 91, 90, 1
time: 0.2s",,"answer: right
token: 91, 90, 1
time: 0.7s","answer: right
token: 79, 78, 1
time: 0.7s",,,"answer: right
token: 99, 95, 4
time: 2.4s","answer: right
token: 99, 95, 4
time: 0.7s","answer: right
token: 99, 95, 4
time: 2.6s"
66,唐代著名诗人李贺被称为,诗仙,诗佛,诗鬼,诗圣,C,"answer: right
token: 84, 79, 5
time: 0.3s",,"answer: right
token: 80, 79, 1
time: 0.7s","answer: right
token: 75, 74, 1
time: 0.7s",,,"answer: right
token: 103, 99, 4
time: 2.6s","answer: right
token: 103, 99, 4
time: 1.4s","answer: right
token: 103, 99, 4
time: 2.6s"
