,Question,A,B,C,D,Answer,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5,Grok 4.1 Fast Reasoning,Grok 4.1 Fast Non Reasoning
10,设 $n$ 维向量组 ${\alpha}_1，{\alpha}_2，\cdots，{\alpha}_m(m<n)$ 线性无关， 则 $n$ 维列向量组 ${\beta}_1，{\beta}_2，\cdots，{\beta}_m$ 线性无关的充分必要条件为( ),向量组 ${\beta}_1，{\beta}_2，\cdots，{\beta}_m$ 可由向量组 ${\alpha}_1，{\alpha}_2，\cdots，{\alpha}_m$ 线性表示.,向量组 ${\alpha}_1，{\alpha}_2，\cdots，{\alpha}_m$ 与向量组 ${\beta}_1，{\beta}_2， \cdots， {\beta}_m$ 等价,矩阵 $A=({\alpha}_1，\cdots，{\alpha}_m)$ 与矩阵 $B=({\beta}_1，\cdots，{\beta}_m)$ 等价,向量组 ${\alpha}_1，{\alpha}_2，\cdots，{\alpha}_m$ 可由向量组 ${\beta}_1，{\beta}_2，\cdots，{\beta}_m$ 线性表示.,C,"answer: right
token: 348, 347, 1
time: 0.2s",,"answer: right
token: 348, 347, 1
time: 0.6s","answer: wrong (B)
token: 304, 303, 1
time: 0.9s",,,,,"answer: wrong (A)
token: 1077, 377, 700
time: 13.0s","answer: right
token: 2378, 450, 1
time: 15.4s",
11,将一枚硬币独立的掷两次， 引进事件: $A_1={第一次出现正面}， A_2={第二次出现正面}， A_3={正、反面各出现一次}， A_4={出现两次正面}， 则事件,$A_1， A_2， A_3$ 相互独立,$A_1， A_2， A_3$ 两两独立,$A_2， A_3， A_4$ 两两独立,$A_2， A_3， A_4$ 相互独立,B,"answer: wrong (C)
token: 186, 185, 1
time: 0.5s",,"answer: right
token: 186, 185, 1
time: 0.7s","answer: wrong (A)
token: 175, 174, 1
time: 0.9s",,,,"answer: wrong (A)
token: 1098, 215, 883
time: 5.2s","answer: wrong (A)
token: 981, 215, 766
time: 10.3s","answer: right
token: 1092, 330, 3
time: 5.9s",
12,函数 $f(x， y)=\left\{\begin{array}{lc}0， & x y=0， \\ x \sin \frac{1}{x}+y \sin \frac{1}{x}， & x y \neq 0，\end{array}\right.$ 则极限 $\lim _{\substack{x \rightarrow 0 \\ y \rightarrow 0}} f(x， y)()$.,等于 1,等于 0,等于 2,不存在,B,"answer: wrong (D)
token: 175, 171, 4
time: 0.2s",,"answer: right
token: 172, 171, 1
time: 2.4s","answer: right
token: 157, 156, 1
time: 0.6s",,,,"answer: right
token: 806, 196, 610
time: 3.8s","answer: right
token: 681, 196, 485
time: 8.8s","answer: right
token: 1279, 303, 3
time: 7.9s",
13,函数 $f(x)=x \sin x$.,在 $(-\infty，+\infty)$ 内有界,当 $x \rightarrow \infty$ 时极限存在,当 $x \rightarrow \infty$ 时为无穷大,在 $(-\infty，+\infty)$ 内无界,D,"answer: right
token: 127, 126, 1
time: 0.2s",,"answer: right
token: 127, 126, 1
time: 0.6s","answer: right
token: 112, 111, 1
time: 1.0s",,,,"answer: wrong (A)
token: 697, 155, 542
time: 3.8s","answer: wrong (A)
token: 698, 155, 543
time: 9.4s","answer: right
token: 641, 260, 1
time: 3.6s",
14,微分方程 $y^{\prime}+\frac{1}{y} \mathrm{e}^{y^2+3 x}=0$ 的通解 (其中 $C$ 为任意常数) 是 ( ).,$\mathrm{e}^{3 x}-\mathrm{e}^{-y^2}=C$,$2 \mathrm{e}^{3 x}+3 \mathrm{e}^{-y^2}=C$,$2 \mathrm{e}^{3 x}+3 \mathrm{e}^{y^2}=C$,$2 \mathrm{e}^{3 x}-3 \mathrm{e}^{-y^2}=C$,D,"answer: right
token: 199, 198, 1
time: 0.3s",,"answer: right
token: 199, 198, 1
time: 1.8s","answer: wrong (A)
token: 184, 183, 1
time: 0.8s",,,,"answer: wrong (C)
token: 789, 265, 524
time: 3.3s","answer: wrong (C)
token: 804, 265, 539
time: 8.2s","answer: right
token: 1373, 322, 3
time: 6.9s",
15,若 $f(x)$ 在开区间 $(a， b)$ 内可导， 且 $x_1， x_2$ 是 $(a， b)$ 内任意两点， 则至少存在一点 $\xi$，使下列诸式成立的是,$f\left(x_2\right)-f\left(x_1\right)=\left(x_2-x_1\right) f^{\prime}(\xi)， x_1<\xi<x_2$,$f\left(x_1\right)-f\left(x_2\right)=\left(x_2-x_1\right) f^{\prime}(\xi)， x_1<\xi<x_2$,$f\left(x_2\right)-f\left(x_1\right)=\left(x_1-x_2\right) f^{\prime}(\xi)， \xi \in(a， b)$,$f\left(x_1\right)-f\left(x_2\right)=\left(x_1-x_2\right) f^{\prime}(\xi)， \xi$ 在 $x_1， x_2$ 之间,D,"answer: wrong (A)
token: 307, 306, 1
time: 0.2s",,"answer: wrong (A)
token: 307, 306, 1
time: 0.8s","answer: wrong (A)
token: 309, 308, 1
time: 0.8s",,,,"answer: wrong (A)
token: 1182, 367, 815
time: 5.1s","answer: wrong (A)
token: 968, 367, 601
time: 8.6s","answer: right
token: 1965, 418, 1
time: 10.8s",
16,设函数 $f(x)=x \tan x e^{\sin x}$， 则 $f(x)$ 是,周期函数,无界函数,偶函数,单调函数,B,"answer: right
token: 100, 99, 1
time: 0.2s",,"answer: right
token: 100, 99, 1
time: 1.5s","answer: right
token: 93, 92, 1
time: 1.5s",,,,"answer: right
token: 684, 117, 567
time: 4.0s","answer: wrong (C)
token: 764, 117, 647
time: 10.9s","answer: right
token: 822, 242, 1
time: 4.3s",
17,设函数 $f(x)$ 在 $x=0$ 处连续， 且 $\lim _{x \rightarrow 0} \frac{f(x^2)}{x^2}=1$， 则 ( ).,$f(0)=0$ 且 $f_{+}^{\prime}(0)$ 存在,$f(0)=1$ 且 $f_{+}^{\prime}(0)$ 存在,$f(0)=0$ 且 $f_{-}^{\prime}(0)$ 存在,$f(0)=1$ 且 $f_{-}^{\prime}(0)$ 存在,A,"answer: right
token: 198, 197, 1
time: 0.2s",,"answer: right
token: 198, 197, 1
time: 1.5s","answer: right
token: 179, 178, 1
time: 0.9s",,,,"answer: right
token: 1048, 236, 812
time: 5.6s","answer: right
token: 977, 236, 741
time: 10.1s","answer: right
token: 1639, 327, 1
time: 9.1s",
18,已知函数 $f(x)=\ln |x-1|$， 则 ( ).,$f^{\prime}(x)=\frac{1}{x-1}$,$f^{\prime}(x)= \begin{cases}\frac{1}{1-x}， & x>1， \\ \frac{1}{x-1}， & x<1\end{cases}$,$f^{\prime}(x)=\frac{1}{1-x}$,$f^{\prime}(x)=\frac{1}{|x-1|}$,A,"answer: wrong (B)
token: 176, 175, 1
time: 0.3s",,"answer: right
token: 176, 175, 1
time: 2.2s","answer: wrong (B)
token: 166, 165, 1
time: 1.1s",,,,"answer: wrong (D)
token: 635, 206, 429
time: 2.9s","answer: right
token: 829, 206, 623
time: 9.5s","answer: right
token: 1053, 306, 1
time: 6.3s",
19,已知函数 $f(x， y)$ 在点 $(0，0)$ 的某个邻域内连续， 且 $\lim _{(x， y) \rightarrow(0，0)} \frac{f(x， y)-x y}{\left(x^2+y^2\right)^2}=1$， 则下述四个选项中正确的是 ( ) .,点 $(0，0)$ 是 $f(x， y)$ 的极小值点,点 $(0，0)$ 是 $f(x， y)$ 的极大值点,根据所给条件无法判断 $(0，0)$ 是否为 $f(x， y)$ 的极值点,点 $(0，0)$ 不是 $f(x， y)$ 的极值点,D,"answer: wrong (C)
token: 219, 218, 1
time: 0.2s",,"answer: right
token: 219, 218, 1
time: 1.3s","answer: wrong (C)
token: 214, 213, 1
time: 0.8s",,,,"answer: right
token: 1104, 285, 819
time: 5.2s","answer: right
token: 1106, 285, 821
time: 22.5s","answer: right
token: 1565, 360, 1
time: 8.7s",
20,设 $f(x)$ 在点 $x=a$ 的某个邻域内有定义， 则 $f(x)$ 在 $x=a$ 处可导的一个充分条件是,$\lim _{h \rightarrow 0} \frac{f(a)-f(a-h)}{h}$,$\lim _{h \rightarrow 0} \frac{f(a+h)-f(a-h)}{2 h}$,$\lim _{h \rightarrow 0} \frac{f(a+2 h)-f(a+h)}{h}$,$\lim _{h \rightarrow+\infty} h\left[f\left(a+\frac{1}{h}\right)-f(a)\right]$,A,"answer: wrong (C)
token: 203, 202, 1
time: 0.2s",,"answer: right
token: 203, 202, 1
time: 0.6s","answer: wrong (B)
token: 209, 208, 1
time: 1.2s",,,,,"answer: right
token: 1076, 269, 807
time: 13.3s","answer: right
token: 3433, 335, 1
time: 21.7s",
21,设 $f(x)=\left\{\begin{array}{ll}x^2， & x \leq 0， \\ x^2+x， & x>0，\end{array}\right.$ 则 $f(-x)=___ $.,$\begin{cases}x^2， & x \leq 0 \\ x^2-x， & x>0\end{cases}$,$\begin{cases}x^2-x， & x<0 \\ x^2， & x \geq 0\end{cases}$,$\begin{cases}-\left(x^2+x\right)， & x<0 \\ -x^2， & x \geq 0\end{cases}$,$\begin{cases}-x^2， & x \leq 0 \\ -\left(x^2+x\right)， & x>0\end{cases}$,B,"answer: wrong (A)
token: 247, 246, 1
time: 0.2s",,"answer: right
token: 247, 246, 1
time: 2.2s","answer: wrong (A)
token: 991, 242, 749
time: 3.5s",,,,"answer: right
token: 575, 285, 290
time: 2.3s","answer: wrong (A)
token: 610, 285, 325
time: 6.0s","answer: right
token: 775, 363, 1
time: 3.9s",
22,设 $f^{\prime}(-x)=x\left[f^{\prime}(x)-1\right]$， 则 $f(x)$ 极值点的个数为,1,4,3,2,D,"answer: right
token: 106, 105, 1
time: 0.2s",,"answer: right
token: 106, 105, 1
time: 1.1s","answer: wrong (A)
token: 1095, 99, 996
time: 4.4s",,,,,"answer: right
token: 761, 119, 642
time: 9.3s","answer: right
token: 1097, 247, 1
time: 5.8s",
23,已知 $A， B， C$ 为随机事件， $A$ 与 $B$ 相互独立， $P(C)=1$， 则下列事件中不相互 独立的是 ( ),$A， B， A C$,$A， B， A-C$,$A， B， \bar{A} \bar{C}$,$A， B， A+C$,A,"answer: wrong (B)
token: 143, 142, 1
time: 0.2s",,"answer: wrong (B)
token: 143, 142, 1
time: 0.7s","answer: wrong (B)
token: 139, 138, 1
time: 1.1s",,,,,"answer: right
token: 919, 165, 754
time: 13.1s","answer: right
token: 1612, 281, 1
time: 9.3s",
24,下列广义积分中收玫的是 ( ).,$\int_e^{+\infty} \frac{\ln x}{x} \mathrm{~d} x$,$\int_{\mathrm{e}}^{+\infty} \frac{\mathrm{d} x}{x \ln x}$,$\int_{\mathrm{e}}^{+\infty} \frac{\mathrm{d} x}{x(\ln x)^{\frac{1}{2}}}$,$\int_e^{+\infty} \frac{\mathrm{d} x}{x(\ln x)^2}$,D,"answer: right
token: 177, 176, 1
time: 0.3s",,"answer: right
token: 177, 176, 1
time: 1.1s","answer: right
token: 168, 167, 1
time: 0.8s",,,,"answer: wrong (A)
token: 969, 225, 744
time: 4.1s","answer: wrong (A)
token: 802, 225, 577
time: 8.0s","answer: right
token: 748, 307, 1
time: 3.3s",
25,若 $\lim _{x \rightarrow 0} \frac{\sin 6 x+x f(x)}{x^3}=0$， 则 $\lim _{x \rightarrow 0} \frac{6+f(x)}{x^2}=($ ( ),6,$\infty$,0,36,D,"answer: right
token: 129, 124, 5
time: 0.3s",,"answer: right
token: 125, 124, 1
time: 1.3s","answer: wrong (A)
token: 4443, 120, 4323
time: 11.9s",,,,,"answer: right
token: 669, 151, 518
time: 9.4s","answer: right
token: 1077, 266, 1
time: 6.4s",
26,若 $f(x)$ 在点 $x_0$ 可导， 则 $|f(x)|$ 在点 $x_0$ ( ).,不连续,一定不可导,连续， 但不一定可导,必可导,C,"answer: right
token: 110, 109, 1
time: 0.2s",,"answer: right
token: 110, 109, 1
time: 1.4s","answer: right
token: 106, 105, 1
time: 0.8s",,,,,"answer: wrong (A)
token: 713, 131, 582
time: 9.7s","answer: right
token: 615, 254, 1
time: 3.0s",
27,设 $I_1=\int_0^{\frac{\pi}{4}} \frac{\tan x}{x} dx$， $I_2=\int_0^{\frac{\pi}{4}} \frac{x}{\tan x} dx$ 则,$1>I_1>I_2$,$I_1>I_2>1$,$1>I_2>I_1$,$I_2>I_1>1$,A,"answer: right
token: 149, 148, 1
time: 0.2s",,"answer: wrong (C)
token: 149, 148, 1
time: 1.6s","answer: right
token: 153, 152, 1
time: 0.8s",,,,,"answer: right
token: 1235, 172, 1063
time: 17.7s","answer: right
token: 3849, 294, 1
time: 22.1s",
28,设当 $x \rightarrow 0$ 时， $\arctan x-(ax+bx^3)$ 是比 $x(1-\cos x)$ 高阶的无穷小量， 则（）,$a=1， b=-\frac{1}{6}$,$a=1， b=-\frac{1}{3}$,$a=1， b=\frac{1}{3}$,$a=1， b=\frac{1}{6}$,B,"answer: wrong (A)
token: 158, 157, 1
time: 0.2s",,"answer: wrong (A)
token: 158, 157, 1
time: 2.1s","answer: wrong (A)
token: 1948, 149, 1799
time: 6.8s",,,,,"answer: wrong (A)
token: 647, 186, 461
time: 8.2s","answer: right
token: 1270, 297, 1
time: 6.4s",
29,设A，B为n阶方阵，P，Q为n阶可逆矩阵，下列命题不正确的是( ).,若B=PA，则A的行向量组与B的行向量组等价,若B=AQ， 则A的列向量组与B的列向量组等价,若B=PAQ$，则A的行（列）向量组与B的行（列）向量组等价,若A的行 (列) 向量组与B的行 (列) 向量组等价，则A与B等价,C,"answer: wrong (D)
token: 186, 185, 1
time: 0.3s",,"answer: right
token: 186, 185, 1
time: 1.6s","answer: wrong (D)
token: 178, 177, 1
time: 1.0s",,,,,"answer: wrong (A)
token: 1020, 212, 808
time: 17.2s","answer: right
token: 12468, 327, 1
time: 87.4s",
30,设 $\lim _{x \rightarrow 0} \frac{(1+x)(1+2 x)(1+3 x)+a}{x}=6$， 则 $a$ 的值为 ( ),3,-1,2,1,B,"answer: right
token: 110, 109, 1
time: 0.2s",,"answer: right
token: 110, 109, 1
time: 3.2s","answer: wrong (A)
token: 1327, 105, 1222
time: 5.1s",,,,,"answer: right
token: 134, 130, 4
time: 2.5s","answer: right
token: 956, 256, 3
time: 4.7s",
31,设A为n阶方阵，且|A|=0$，则 ( ) .,A中至少有一行元素全为零,A中任意一行为其它行的线性组合,A中两行(列)对应元素成比例,A中必有一行为其它行的线性组合,D,"answer: right
token: 119, 118, 1
time: 0.2s",,"answer: right
token: 119, 118, 1
time: 1.6s","answer: right
token: 113, 112, 1
time: 0.8s",,,,,"answer: right
token: 147, 143, 4
time: 2.4s","answer: right
token: 788, 261, 1
time: 4.1s",
32,设函数 $f(x)=\frac{1}{e^{\frac{x}{x-1}}-1}$， 则,$x=0$ 是 $f(x)$ 的第二类间断点， $x=1$ 是 $f(x)$ 的第一类间断点.,$x=0$ 是 $f(x)$ 的第一类间断点， $x=1$ 是 $f(x)$ 的第二类间断点;,$x=0， x=1$ 都是 $f(x)$ 的第二类间断点;,$x=0， x=1$ 都是 $f(x)$ 的第一类间断点;,A,"answer: wrong (C)
token: 196, 195, 1
time: 0.3s",,"answer: wrong (B)
token: 196, 195, 1
time: 0.5s","answer: right
token: 2438, 199, 2239
time: 4.5s",,,,,"answer: right
token: 1140, 247, 893
time: 13.4s","answer: right
token: 1721, 339, 1
time: 10.2s",
33,10 台洗衣机中有 3 台二等品， 7 台一等品. 现已售出一台， 在余下的 9 台中 任取 2 台发现均为一等品， 则原先售出一台为二等品的概率为 (),$\frac{3}{8}$,$\frac{1}{4}$,$\frac{1}{5}$,$\frac{3}{10}$,A,"answer: right
token: 152, 151, 1
time: 0.2s",,"answer: right
token: 152, 151, 1
time: 0.6s","answer: right
token: 1307, 143, 1164
time: 4.5s",,,,,"answer: right
token: 589, 181, 408
time: 6.9s","answer: right
token: 852, 290, 1
time: 4.0s",
34,设 $f(x)=u(x)+v(x)， g(x)=u(x)-v(x)$， 设 $\lim _{x \rightarrow x_0} u(x)$ 与 $\lim _{x \rightarrow x_0} v(x)$ 都不存在， 下列判断正确的是 ( ).,若 $\lim _{x \rightarrow x_0} f(x)$ 存在， 则 $\lim _{x \rightarrow x_0} g(x)$ 必不存在,若 $\lim _{x \rightarrow x_0} f(x)$ 不存在， 则 $\lim _{x \rightarrow x_0} g(x)$ 必不存在,若 $\lim _{x \rightarrow x_0} f(x)$ 不存在， 则 $\lim _{x \rightarrow x_0} g(x)$ 必存在,若 $\lim _{x \rightarrow x_0} f(x)$ 存在， 则 $\lim _{x \rightarrow x_0} g(x)$ 必存在,A,"answer: right
token: 271, 270, 1
time: 0.2s",,"answer: right
token: 271, 270, 1
time: 0.8s","answer: right
token: 270, 269, 1
time: 0.3s",,,,,"answer: right
token: 1173, 380, 793
time: 12.4s","answer: right
token: 1567, 407, 1
time: 7.8s",
35,设A，B为n阶矩阵， 则下列结论正确的是 ( ),若A+B可逆，则A-B可逆,若A，B 可逆，则A+B可逆,若A，B可逆，则AB可逆,若A+B可逆，则A，B都可逆,C,"answer: right
token: 119, 118, 1
time: 0.2s",,"answer: right
token: 119, 118, 1
time: 2.1s","answer: right
token: 124, 123, 1
time: 0.7s",,,,,"answer: wrong (A)
token: 895, 154, 741
time: 11.6s","answer: right
token: 885, 266, 1
time: 6.1s",
36,设随机变量 $X$ 服从正态分布 $N\left(\mu， \sigma^2\right)， \sigma>0$， 则随着 $\sigma$ 的增大， 概率 $P\{|X-\mu|<1\}$,减小,增大,增减不定,保持不变,A,"answer: right
token: 129, 128, 1
time: 0.2s",,"answer: right
token: 129, 128, 1
time: 0.6s","answer: right
token: 119, 118, 1
time: 0.7s",,,,,"answer: right
token: 448, 151, 297
time: 5.5s","answer: right
token: 624, 269, 1
time: 3.2s",
37,设常系数线性齐次方程的特解方程有根 $r_{1，2}=-1， r_{3，4}= \pm \mathrm{i}$， 则此方程的通解为,$y=C_1 \mathrm{e}^{-x}+(C_2+x) \cos x+C_3 \sin x$,$y=C_1 \mathrm{e}^{-x}+C_2 \cos x+C_3 \sin x$,$y=C_1 \mathrm{e}^{-x}+C_2 \cos x+C_3 x \sin x$,$y=(C_1+C_2 x) \mathrm{e}^{-x}+C_3 \cos x+C_4 \sin x$,D,"answer: right
token: 220, 219, 1
time: 0.2s",,"answer: right
token: 220, 219, 1
time: 1.1s","answer: wrong (A)
token: 615, 217, 398
time: 2.0s",,,,,"answer: wrong (A)
token: 638, 273, 365
time: 7.3s","answer: right
token: 766, 354, 1
time: 3.5s",
38,设 $(X， Y)$ 服从二维正态分布， 则随机变量 $\xi=X+Y$ 与 $\eta=X-Y$ 不相关的 充分必要条件是 ( ),$E\left(X^2\right)+[E(X)]^2=E\left(Y^2\right)+[E(Y)]^2$,$E(X)=E(Y)$,$E\left(X^2\right)-[E(X)]^2=E\left(Y^2\right)-[E(Y)]^2$,$E\left(X^2\right)=E\left(Y^2\right)$,C,"answer: right
token: 186, 185, 1
time: 0.3s",,"answer: right
token: 186, 185, 1
time: 0.8s","answer: right
token: 201, 200, 1
time: 0.9s",,,,,"answer: right
token: 666, 232, 434
time: 6.1s","answer: right
token: 961, 317, 1
time: 4.8s",
39,在区间 $[0，8]$ 内， 对函数 $f(x)=\sqrt[3]{8 x-x^2}$， 罗尔定理（）.,成立， 并且 $f^{\prime}(2)=0$,成立， 并且 $f^{\prime}(8)=0$,不成立,成立， 并且 $f^{\prime}(4)=0$,D,"answer: wrong (C)
token: 143, 142, 1
time: 0.3s",,"answer: right
token: 143, 142, 1
time: 1.3s","answer: right
token: 134, 133, 1
time: 0.8s",,,,,"answer: right
token: 785, 178, 607
time: 9.7s","answer: right
token: 1149, 280, 3
time: 5.9s",
40,函数 $f(x)=x \sin \frac{1}{x}$ 在点 $x=0$ 处 ().,无定义但有极限,无定义且无极限,有定义且有极限,有定义但无极限,A,"answer: right
token: 109, 108, 1
time: 0.2s",,"answer: right
token: 109, 108, 1
time: 0.8s","answer: wrong (C)
token: 102, 101, 1
time: 0.7s",,,,,"answer: right
token: 134, 130, 4
time: 2.4s","answer: right
token: 586, 251, 1
time: 2.7s",
41,设A为n阶方阵，$r(A)=r<n$， 则在A的n个列向量中（）.,任意r个列向量都构成极大无关组,任意一个列向量都能由其他r个列向量线性表示,任意r个列向量线性无关,必有r个列向量线性无关,D,"answer: right
token: 138, 137, 1
time: 0.2s",,"answer: right
token: 138, 137, 1
time: 1.8s","answer: right
token: 126, 125, 1
time: 0.8s",,,,,"answer: wrong (A)
token: 673, 161, 512
time: 9.7s","answer: right
token: 1846, 277, 1
time: 12.8s",
42,设 $y=y(x)$ 由 $\left\{\begin{array}{l}x=t+\ln (1-t) \\ g=t+2 \ln (1-t)\end{array}\right.$ 确定， 则曲线 $y=y(x)$ 在 $t=-1$对应点处的曲率半径R及曲率圆的位置.,$R=2$， 在切线的下方,$R=\frac{1}{2}$， 在切线的下方,$R=\frac{1}{2}$， 在切线的上方,$R=2$， 在切线的上方,B,"answer: wrong (A)
token: 187, 186, 1
time: 0.3s",,"answer: wrong (D)
token: 187, 186, 1
time: 1.2s","answer: wrong (D)
token: 1850, 180, 1670
time: 5.7s",,,,,"answer: wrong (D)
token: 863, 234, 629
time: 9.0s","answer: right
token: 3506, 324, 1
time: 22.1s",
