,Question,A,B,C,D,Answer,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5
10,下列选项不属于抑菌剂的是,丙酸钙,苯甲酸,抗坏血酸,苯甲酸钠,C,"answer: right
token: 85, 84, 1
time: 0.3s",,"answer: right
token: 85, 84, 1
time: 0.7s","answer: right
token: 82, 81, 1
time: 0.6s",,,,,"answer: right
token: 114, 110, 4
time: 2.5s"
11,由于田螺生存在淤泥中，有容易致病的,病毒,微生物,寄生虫,化工污染,C,"answer: right
token: 94, 88, 6
time: 0.3s",,"answer: right
token: 89, 88, 1
time: 0.7s","answer: right
token: 80, 79, 1
time: 0.6s",,,,,"answer: right
token: 107, 103, 4
time: 2.6s"
12,辐照的方法不包括,微波,可见光,紫外线,X射线,B,"answer: wrong (A)
token: 80, 79, 1
time: 0.2s",,"answer: wrong (A)
token: 80, 79, 1
time: 2.1s","answer: right
token: 72, 71, 1
time: 0.7s",,,,,"answer: right
token: 92, 88, 4
time: 2.3s"
13,食品安全标准的性质是,鼓励性标准,强制性标准,引导性标准,自愿性标准,B,"answer: right
token: 94, 87, 7
time: 0.4s",,"answer: right
token: 88, 87, 1
time: 0.5s","answer: right
token: 77, 76, 1
time: 0.6s",,,,,"answer: right
token: 105, 101, 4
time: 2.5s"
14,中国食品工业产值占世界食品工业产值的比例是,10%,15%,30%,3%,D,"answer: wrong (C)
token: 87, 81, 6
time: 0.3s",,"answer: wrong (C)
token: 82, 81, 1
time: 0.6s","answer: wrong (C)
token: 84, 83, 1
time: 0.6s",,,,,"answer: wrong (B)
token: 101, 97, 4
time: 1.6s"
15,利乐包装纸容器对包装材料的杀菌采用,紫外线,过氧化氢,超高温瞬时,121°C,B,"answer: right
token: 96, 90, 6
time: 0.3s",,"answer: right
token: 91, 90, 1
time: 1.1s","answer: right
token: 84, 83, 1
time: 0.6s",,,,,"answer: right
token: 113, 109, 4
time: 2.2s"
16,解决铁听罐头铅超标的方法有,采用素铁罐,采用电阻焊罐,采用涂料铁,采用锡焊罐,B,"answer: wrong (C)
token: 93, 87, 6
time: 0.3s",,"answer: wrong (C)
token: 88, 87, 1
time: 0.8s","answer: wrong (D)
token: 87, 86, 1
time: 0.6s",,,,,"answer: right
token: 119, 115, 4
time: 2.6s"
17,食品干制过程的核心问题是,品质变化,水分转移,湿热转移,水分梯度,C,"answer: wrong (B)
token: 95, 88, 7
time: 0.3s",,"answer: wrong (B)
token: 89, 88, 1
time: 0.5s","answer: wrong (B)
token: 76, 75, 1
time: 0.7s",,,,,"answer: right
token: 102, 98, 4
time: 2.4s"
18,人工脱水技术中最常用的方法是,滚筒干燥,真空干燥,晒干,空气对流干燥,D,"answer: right
token: 97, 88, 9
time: 0.3s",,"answer: right
token: 89, 88, 1
time: 1.2s","answer: right
token: 80, 79, 1
time: 0.9s",,,,,"answer: right
token: 109, 105, 4
time: 2.6s"
19,盐渍保藏方法要求食盐溶液的浓度应在多少以上,10%,15%,20%,25%,A,"answer: right
token: 86, 85, 1
time: 0.2s",,"answer: wrong (B)
token: 86, 85, 1
time: 0.9s","answer: wrong (C)
token: 88, 87, 1
time: 0.7s",,,,,"answer: wrong (B)
token: 107, 103, 4
time: 1.7s"
20,下列物质中，可以用来吸附乙烯的是,高锰酸钾,消石灰,碳酸钾,碱溶液,A,"answer: wrong (D)
token: 91, 85, 6
time: 0.3s",,"answer: right
token: 86, 85, 1
time: 1.5s","answer: right
token: 82, 81, 1
time: 0.8s",,,,,"answer: right
token: 113, 109, 4
time: 2.6s"
21,蛋白质约占人体重量的,20%,10%,25%,15%,A,"answer: wrong (D)
token: 85, 79, 6
time: 0.3s",,"answer: wrong (D)
token: 80, 79, 1
time: 3.9s","answer: right
token: 79, 78, 1
time: 0.7s",,,,,"answer: right
token: 92, 88, 4
time: 2.7s"
22,目前发酵工业大多数采用（）来制备大量的无菌空气,静电除菌,射线灭菌,加热灭菌,介质过滤除菌,D,"answer: right
token: 95, 94, 1
time: 0.2s",,"answer: right
token: 95, 94, 1
time: 0.4s","answer: right
token: 89, 88, 1
time: 0.5s",,,,,"answer: right
token: 122, 118, 4
time: 2.2s"
23,痢疾杆菌很耐寒，在冰块中能生存,三个月,半年,一年,一个月,A,"answer: wrong (C)
token: 85, 81, 4
time: 0.2s",,"answer: right
token: 82, 81, 1
time: 0.7s","answer: wrong (C)
token: 79, 78, 1
time: 0.7s",,,,,"answer: right
token: 104, 100, 4
time: 2.4s"
24,食品质量安全市场准入标志“QS”表示的含义是,符合标准,认证标志,以上都是,质量安全,D,"answer: right
token: 96, 89, 7
time: 0.3s",,"answer: right
token: 90, 89, 1
time: 0.8s","answer: wrong (C)
token: 80, 79, 1
time: 0.8s",,,,,"answer: right
token: 110, 106, 4
time: 1.6s"
25,不属于冰淇淋加工步骤的是,硬化,老化,凝冻,护色,D,"answer: right
token: 83, 78, 5
time: 0.4s",,"answer: right
token: 79, 78, 1
time: 0.7s","answer: right
token: 74, 73, 1
time: 0.8s",,,,,"answer: right
token: 99, 95, 4
time: 1.6s"
26,下列选项不是维生素A的活性形式的是,视黄醛,视黄酮,视黄醇,视黄酸,B,"answer: right
token: 85, 84, 1
time: 0.4s",,"answer: right
token: 85, 84, 1
time: 1.9s","answer: right
token: 82, 81, 1
time: 0.5s",,,,,"answer: right
token: 109, 105, 4
time: 2.6s"
27,蒸煮袋的包装材料最常用的是,PET/Al/PP,PET/PA/PE,PET/PP,PA/PVDC,A,"answer: right
token: 87, 86, 1
time: 0.3s",,"answer: right
token: 87, 86, 1
time: 1.4s","answer: right
token: 83, 82, 1
time: 0.6s",,,,,"answer: right
token: 106, 102, 4
time: 3.7s"
28,在常量凯氏定氮法消化过程中，加入哪种物质会起到提高溶液沸点的作用,氧化汞,硫酸钾,硒粉,硫酸铜,B,"answer: right
token: 99, 98, 1
time: 0.2s",,"answer: right
token: 99, 98, 1
time: 0.6s","answer: right
token: 89, 88, 1
time: 0.4s",,,,,"answer: right
token: 131, 127, 4
time: 2.3s"
29,在脂类测定中以下哪项不属于溶剂萃取法,巴布科克法,索氏提取法,碱性乙醚提取法,酸性乙醚提取法,A,"answer: right
token: 101, 100, 1
time: 0.3s",,"answer: right
token: 101, 100, 1
time: 0.8s","answer: right
token: 95, 94, 1
time: 0.5s",,,,,"answer: right
token: 127, 123, 4
time: 3.7s"
30,罐装食品中最耐热性最强的微生物是,大肠杆菌,肉毒梭状芽孢杆菌,沙门氏菌,乳酸菌,B,"answer: right
token: 105, 94, 11
time: 0.4s",,"answer: right
token: 95, 94, 1
time: 0.8s","answer: right
token: 87, 86, 1
time: 0.7s",,,,,"answer: right
token: 125, 121, 4
time: 2.0s"
31,水俣病是什么中毒引起的,砷,氰,苯,汞,D,"answer: right
token: 82, 77, 5
time: 0.3s",,"answer: right
token: 78, 77, 1
time: 1.0s","answer: right
token: 70, 69, 1
time: 0.8s",,,,,"answer: right
token: 93, 89, 4
time: 2.4s"
32,下列矿物质中属于常量矿物质的是,钠,碘,铁,锌,A,"answer: right
token: 79, 78, 1
time: 0.2s",,"answer: right
token: 79, 78, 1
time: 0.7s","answer: right
token: 74, 73, 1
time: 0.6s",,,,,"answer: right
token: 97, 93, 4
time: 2.4s"
33,《中华人民共和国食品安全法实施条例》是根据什么制定,《中华人民共和国食品安全法》,《中华人民共和国反不正当竞争法》,《中华人民共和国民法通则》,《中华人民共和国消费者权益保护法》,A,"answer: right
token: 107, 106, 1
time: 0.2s",,"answer: right
token: 107, 106, 1
time: 1.0s","answer: right
token: 96, 95, 1
time: 0.6s",,,,,"answer: right
token: 158, 154, 4
time: 2.6s"
34,识别真瓶假酒的正确做法是,看包装，真瓶假酒的包装盒上有磨损的痕迹，防伪商标没有立体感,以上做法都正确,摇酒瓶，里面的液体开始变混浊，没有真酒透亮,凑近酒瓶，能闻到由于瓶盖密封不严而散发出的酒香,B,"answer: wrong (A)
token: 136, 135, 1
time: 0.2s",,"answer: right
token: 136, 135, 1
time: 0.6s","answer: right
token: 131, 130, 1
time: 0.6s",,,,,"answer: right
token: 191, 187, 4
time: 2.4s"
35,钙的最好食物来源是,豆类和豆制品,水,乳和乳制品,蔬菜,C,"answer: right
token: 86, 85, 1
time: 0.2s",,"answer: right
token: 86, 85, 1
time: 0.6s","answer: right
token: 76, 75, 1
time: 0.8s",,,,,"answer: right
token: 103, 99, 4
time: 2.9s"
36,金属罐圆罐编号按,外径外高,内径外高,内径内高,外径内高,B,"answer: wrong (A)
token: 86, 85, 1
time: 0.2s",,"answer: wrong (A)
token: 86, 85, 1
time: 0.9s","answer: wrong (A)
token: 78, 77, 1
time: 0.8s",,,,,"answer: right
token: 99, 95, 4
time: 2.6s"
37,《散装食品卫生管理规范》中的散装食品是指,需清洗后加工的原粮,新鲜果蔬,需清洗后加工的鲜冻畜禽产品和水产品,无预包装的食品、食品原料及加工半成品,D,"answer: right
token: 112, 111, 1
time: 0.2s",,"answer: right
token: 112, 111, 1
time: 0.6s","answer: right
token: 106, 105, 1
time: 0.8s",,,,,"answer: right
token: 153, 149, 4
time: 2.6s"
38,我们吃的最多的转基因的食品是,水果,蔬菜,花生,大豆,D,"answer: right
token: 87, 82, 5
time: 0.3s",,"answer: right
token: 83, 82, 1
time: 2.4s","answer: right
token: 73, 72, 1
time: 0.8s",,,,,"answer: right
token: 99, 95, 4
time: 2.5s"
39,以下关于优质酱油的错误说法是,优质酱油，有酱香味,优质酱油粘稠性较大,摇动瓶子不挂瓶的酱油为优质酱油,优质酱油呈红褐色或棕色,C,"answer: right
token: 103, 102, 1
time: 0.2s",,"answer: right
token: 103, 102, 1
time: 0.7s","answer: right
token: 106, 105, 1
time: 0.6s",,,,,"answer: right
token: 148, 144, 4
time: 1.5s"
40,喷雾干燥的喷雾系统生产上主要有,气流喷雾,压力喷雾,以上全部,离心喷雾,C,"answer: right
token: 92, 91, 1
time: 0.2s",,"answer: right
token: 92, 91, 1
time: 0.7s","answer: right
token: 84, 83, 1
time: 0.7s",,,,,"answer: right
token: 114, 110, 4
time: 2.8s"
41,食品中大部分细菌繁殖的适宜温度是,高于10°C,10°C至60°C,低于10°C,高于60°C,B,"answer: right
token: 96, 95, 1
time: 0.2s",,"answer: right
token: 96, 95, 1
time: 1.8s","answer: right
token: 94, 93, 1
time: 1.0s",,,,,"answer: right
token: 114, 110, 4
time: 2.4s"
42,同一种食品在进行热交换过程中，热交换速度最快的是,不受形状限制,颗粒型,薄片状,条型,B,"answer: wrong (C)
token: 97, 90, 7
time: 0.3s",,"answer: wrong (C)
token: 91, 90, 1
time: 1.4s","answer: wrong (C)
token: 83, 82, 1
time: 0.7s",,,,,"answer: wrong (C)
token: 113, 109, 4
time: 2.5s"
43,食品杀菌时间的计算方法有,图解法,以上全部,求和法,公式法,B,"answer: right
token: 84, 83, 1
time: 0.2s",,"answer: right
token: 84, 83, 1
time: 0.5s","answer: right
token: 73, 72, 1
time: 0.6s",,,,,"answer: right
token: 99, 95, 4
time: 2.1s"
44,液氮喷淋冻结在冻结速度上属于,中速冻结,快速冻结,以上全部,缓慢冻结,B,"answer: right
token: 90, 84, 6
time: 0.3s",,"answer: right
token: 85, 84, 1
time: 1.8s","answer: right
token: 82, 81, 1
time: 0.7s",,,,,"answer: right
token: 112, 108, 4
time: 2.2s"
45,在面糊和面团的混合工程中通常的目标不包括,淀粉的黏度,成分的均一分布,针对不同的产品生成适当面筋,发酵剂的损失最小,A,"answer: right
token: 102, 101, 1
time: 0.2s",,"answer: right
token: 102, 101, 1
time: 0.7s","answer: right
token: 95, 94, 1
time: 0.8s",,,,,"answer: right
token: 132, 128, 4
time: 2.4s"
46,影响食品中微生物生长的主要因素不包括,微生物种类,贮藏温度,氧气,水分,A,"answer: right
token: 87, 86, 1
time: 0.2s",,"answer: right
token: 87, 86, 1
time: 1.0s","answer: right
token: 79, 78, 1
time: 0.6s",,,,,"answer: right
token: 106, 102, 4
time: 2.7s"
47,下列选项属于B族维生素的是,视黄醛,生育酚,核黄素,胆固醇,C,"answer: right
token: 88, 82, 6
time: 0.3s",,"answer: right
token: 83, 82, 1
time: 1.0s","answer: right
token: 78, 77, 1
time: 0.6s",,,,,"answer: right
token: 103, 99, 4
time: 2.0s"
48,副溶血性弧菌引起的食源性疾病占人群的,0.055,0.025,0.015,0.035,B,"answer: wrong (A)
token: 98, 97, 1
time: 0.2s",,"answer: wrong (A)
token: 98, 97, 1
time: 2.6s","answer: right
token: 94, 93, 1
time: 0.7s",,,,,"answer: wrong (A)
token: 106, 102, 4
time: 1.4s"
49,利乐包纸容器的消毒采用,过氧化氢,蒸汽,过热蒸汽,紫外线,A,"answer: right
token: 85, 84, 1
time: 0.2s",,"answer: right
token: 85, 84, 1
time: 0.5s","answer: right
token: 75, 74, 1
time: 0.6s",,,,,"answer: right
token: 108, 104, 4
time: 2.5s"
50,2004年我国食品工业总产值为,16000亿元左右,6000亿元左右,10000亿元左右,1000亿元左右,A,"answer: right
token: 100, 99, 1
time: 0.2s",,"answer: right
token: 100, 99, 1
time: 0.9s","answer: right
token: 98, 97, 1
time: 0.7s",,,,,"answer: right
token: 113, 109, 4
time: 3.2s"
51,果蔬通过冷藏延长保存期的主要原理是,果蔬的呼吸热值随冷藏温度的下降而下降,在冷藏温度下，致腐微生物的繁殖生长受到了抑制,在冷藏温度下，果蔬的水分散失变得缓慢,冷藏必须和气调保藏相结合,A,"answer: wrong (B)
token: 119, 118, 1
time: 0.3s",,"answer: wrong (B)
token: 119, 118, 1
time: 0.7s","answer: wrong (B)
token: 117, 116, 1
time: 0.6s",,,,,"answer: wrong (B)
token: 184, 180, 4
time: 2.7s"
52,在食物的运输过程中，容易发生的问题是,食品变质,食品损伤,食品中毒,食品损耗,A,"answer: right
token: 90, 89, 1
time: 0.2s",,"answer: right
token: 90, 89, 1
time: 1.0s","answer: wrong (D)
token: 76, 75, 1
time: 0.8s",,,,,"answer: right
token: 109, 105, 4
time: 3.1s"
53,新鲜肉中肌红蛋白的存在形式是,氧合型肌红蛋白,一氧化氮肌红蛋白,还原型肌红蛋白,氧化型肌红蛋白,B,"answer: wrong (C)
token: 105, 97, 8
time: 0.3s",,"answer: wrong (C)
token: 98, 97, 1
time: 1.9s","answer: wrong (A)
token: 91, 90, 1
time: 0.4s",,,,,"answer: wrong (C)
token: 137, 133, 4
time: 2.5s"
54,食品最主要的特点是,滋味和气味,外观,色泽,营养和易消化,D,"answer: right
token: 86, 85, 1
time: 0.2s",,"answer: right
token: 86, 85, 1
time: 0.6s","answer: right
token: 76, 75, 1
time: 0.4s",,,,,"answer: right
token: 98, 94, 4
time: 2.5s"
55,罐头排气最常用的排气方法是,加热排气,蒸汽喷射,真空排气,热罐装,C,"answer: wrong (A)
token: 88, 87, 1
time: 0.2s",,"answer: wrong (A)
token: 88, 87, 1
time: 2.1s","answer: wrong (B)
token: 82, 81, 1
time: 0.7s",,,,,"answer: wrong (A)
token: 106, 102, 4
time: 2.3s"
56,下列属于必需脂肪酸的是,亚油酸,软脂酸,硬脂酸,DHA,A,"answer: right
token: 82, 81, 1
time: 0.2s",,"answer: right
token: 82, 81, 1
time: 0.4s","answer: right
token: 75, 74, 1
time: 0.6s",,,,,"answer: right
token: 103, 99, 4
time: 2.4s"
57,在由微生物引起的食品腐败中，引起变质最为显著的因素是,真菌,放线菌,细菌,病毒,C,"answer: right
token: 93, 88, 5
time: 0.2s",,"answer: right
token: 89, 88, 1
time: 0.5s","answer: right
token: 82, 81, 1
time: 0.7s",,,,,"answer: right
token: 112, 108, 4
time: 2.5s"
58,对肉毒杆菌的杀菌应做到,20D,6D,3D,12D,D,"answer: right
token: 86, 80, 6
time: 0.3s",,"answer: right
token: 81, 80, 1
time: 1.2s","answer: right
token: 80, 79, 1
time: 0.5s",,,,,"answer: right
token: 97, 93, 4
time: 1.4s"
59,食品中的水分活度值应,≥1,≤0.01,≤1,≤0.1,C,"answer: right
token: 85, 81, 4
time: 0.2s",,"answer: right
token: 82, 81, 1
time: 1.1s","answer: right
token: 76, 75, 1
time: 0.8s",,,,,"answer: right
token: 98, 94, 4
time: 2.2s"
60,维生素是维持肌体健康所必需的一类低分子有机化合物，通常分为脂溶性和,油溶性,脂肪,水溶性,有机溶剂,C,"answer: right
token: 105, 98, 7
time: 0.3s",,"answer: right
token: 99, 98, 1
time: 2.3s","answer: right
token: 89, 88, 1
time: 0.7s",,,,,"answer: right
token: 126, 122, 4
time: 3.0s"
61,决定食品安全的相对性的因素不包括,食用者本身,食品本身,外来不良因素,生态环境,D,"answer: right
token: 88, 87, 1
time: 0.2s",,"answer: right
token: 88, 87, 1
time: 0.7s","answer: right
token: 78, 77, 1
time: 0.5s",,,,,"answer: right
token: 107, 103, 4
time: 1.5s"
62,国际上采用的标准商业冻藏温度是,－5°C,－10°C,－30°C,－18°C,D,"answer: right
token: 95, 88, 7
time: 0.3s",,"answer: right
token: 89, 88, 1
time: 2.1s","answer: right
token: 85, 84, 1
time: 0.8s",,,,,"answer: right
token: 101, 97, 4
time: 2.6s"
63,以下哪一个与蟹肉同属寒凉之物，若二者同食，易伤肠胃，导致腹泻等症，对身体健康不利,花生,茄子,胡萝卜,小白菜,B,"answer: right
token: 109, 103, 6
time: 0.3s",,"answer: right
token: 104, 103, 1
time: 0.7s","answer: right
token: 100, 99, 1
time: 0.6s",,,,,"answer: right
token: 138, 134, 4
time: 1.8s"
64,下列食品中，哪些属禁止生产经营的,无标签的预包装食品,超过保质期的食品,以上都是,营养成分不符合食品安全标准的专供婴幼儿和其他特定人群的主辅食品,C,"answer: right
token: 107, 106, 1
time: 0.2s",,"answer: right
token: 107, 106, 1
time: 0.5s","answer: right
token: 99, 98, 1
time: 0.8s",,,,,"answer: right
token: 146, 142, 4
time: 2.6s"
65,下列属于鞍山市食品安全委员会成员单位的是,市工商局,以上全部都是,市质监局,市卫生局,B,"answer: right
token: 92, 86, 6
time: 0.3s",,"answer: right
token: 87, 86, 1
time: 0.7s","answer: right
token: 80, 79, 1
time: 0.6s",,,,,"answer: right
token: 113, 109, 4
time: 2.5s"
66,可明显减少维生素、矿物质等水溶性营养素损失的烹调方式是,微波加热,蒸煮,烤,炸,A,"answer: right
token: 97, 91, 6
time: 0.2s",,"answer: wrong (B)
token: 92, 91, 1
time: 1.5s","answer: wrong (B)
token: 85, 84, 1
time: 0.7s",,,,,"answer: right
token: 115, 111, 4
time: 2.4s"
67,流化床干燥适用于,条装食品,颗粒形食品,片状食品,以上全部,B,"answer: wrong (D)
token: 86, 81, 5
time: 0.4s",,"answer: right
token: 82, 81, 1
time: 1.2s","answer: right
token: 73, 72, 1
time: 0.7s",,,,,"answer: right
token: 100, 96, 4
time: 1.6s"
68,不用透明容器而采用棕色牛奶瓶和避光纸盒包装牛奶的原因是,牛奶胶体在贮存中易发生混浊和分层,牛奶富含核黄素，但核黄素对光非常敏感,牛奶富含抗坏血酸，但抗坏血酸对光是不稳定的,牛奶遇光易发生磷酸钙沉淀,B,"answer: right
token: 138, 137, 1
time: 0.2s",,"answer: right
token: 138, 137, 1
time: 0.8s","answer: right
token: 135, 134, 1
time: 0.3s",,,,,"answer: right
token: 202, 198, 4
time: 2.4s"
69,某消费者在食用某经营者出售的食品后出现了胃肠不适，并到医院就医花费了一些费用，消费者有权利要求经营者支付的赔偿项目包括,治疗期间的护理费,支付医疗费,以上都包括,因误工减少的收入等费用,C,"answer: right
token: 118, 117, 1
time: 0.2s",,"answer: right
token: 118, 117, 1
time: 1.0s","answer: right
token: 116, 115, 1
time: 0.6s",,,,,"answer: right
token: 166, 162, 4
time: 2.6s"
70,鱼类是（）的良好来源,钾,维生素K,不饱和脂肪酸,膳食纤维,C,"answer: right
token: 89, 83, 6
time: 0.2s",,"answer: right
token: 84, 83, 1
time: 0.7s","answer: right
token: 78, 77, 1
time: 0.6s",,,,,"answer: right
token: 106, 102, 4
time: 2.6s"
71,SFDA是什么的简称,发改委,食品药品监督管理局,国家安全局,质监局,B,"answer: right
token: 84, 83, 1
time: 0.2s",,"answer: right
token: 84, 83, 1
time: 0.8s","answer: right
token: 75, 74, 1
time: 0.6s",,,,,"answer: right
token: 100, 96, 4
time: 1.5s"
72,罐头净重是指,罐头固体食品的重量,容器的重量,罐头食品总重,罐头食品总重－容器的重量,D,"answer: right
token: 97, 96, 1
time: 0.3s",,"answer: right
token: 97, 96, 1
time: 0.5s","answer: right
token: 89, 88, 1
time: 0.6s",,,,,"answer: right
token: 114, 110, 4
time: 2.4s"
73,食品安全标准级别中最高的是,企业标准,国家标准,地方标准,行业标准,A,"answer: wrong (B)
token: 84, 83, 1
time: 0.3s",,"answer: wrong (B)
token: 84, 83, 1
time: 1.1s","answer: wrong (B)
token: 73, 72, 1
time: 0.7s",,,,,"answer: wrong (B)
token: 101, 97, 4
time: 1.5s"
74,安徽贾湖遗址中酿造酒类的发现证明了,自然资源减少推动了当地农业,当地文化当时已进入农业社会,人口压力增大推动了当地农业,竞争宴飨现象推动了当地农业,D,"answer: wrong (B)
token: 108, 107, 1
time: 0.4s",,"answer: right
token: 108, 107, 1
time: 0.6s","answer: wrong (B)
token: 102, 101, 1
time: 0.6s",,,,,"answer: wrong (B)
token: 150, 146, 4
time: 1.6s"
75,浓缩的乳品包括,浓缩乳清,乳粉,脱脂蒸发乳或全脂乳,浓缩酪乳,B,"answer: wrong (C)
token: 89, 88, 1
time: 0.3s",,"answer: wrong (C)
token: 89, 88, 1
time: 0.6s","answer: wrong (C)
token: 84, 83, 1
time: 0.6s",,,,,"answer: wrong (C)
token: 117, 113, 4
time: 2.7s"
76,让人产生呼吸衰竭、痉挛的是,氰化物,酚类污染物,苯及其同系物,石油,B,"answer: wrong (A)
token: 89, 88, 1
time: 0.3s",,"answer: wrong (A)
token: 89, 88, 1
time: 0.9s","answer: wrong (A)
token: 81, 80, 1
time: 0.9s",,,,,"answer: wrong (A)
token: 110, 106, 4
time: 2.4s"
77,食品经营者应当建立食品进货记录制度，且食品进货查验记录应当真实，保存期限不得少于几年,5,3,2,4,C,"answer: right
token: 96, 92, 4
time: 0.2s",,"answer: right
token: 93, 92, 1
time: 0.7s","answer: wrong (B)
token: 91, 90, 1
time: 0.6s",,,,,"answer: right
token: 118, 114, 4
time: 2.4s"
78,冷冻保藏的温度一般要求在多少摄氏度,1,-5,-20,-10,C,"answer: right
token: 83, 82, 1
time: 0.3s",,"answer: right
token: 83, 82, 1
time: 1.6s","answer: right
token: 79, 78, 1
time: 0.6s",,,,,"answer: right
token: 98, 94, 4
time: 2.4s"
79,肉类的发色剂和助剂主要采用的有,硝酸盐,亚硝酸盐,以上全部,抗坏血酸,C,"answer: right
token: 96, 91, 5
time: 0.2s",,"answer: right
token: 92, 91, 1
time: 0.5s","answer: right
token: 82, 81, 1
time: 0.7s",,,,,"answer: right
token: 115, 111, 4
time: 3.1s"
80,以下食物搭配能较好起到蛋白质互补作用的是,大米+大白菜,鸡蛋+猪瘦肉,大豆+面粉,带鱼+猪肝,C,"answer: right
token: 96, 95, 1
time: 0.2s",,"answer: right
token: 96, 95, 1
time: 0.8s","answer: right
token: 90, 89, 1
time: 0.7s",,,,,"answer: right
token: 132, 128, 4
time: 2.4s"
81,食品腐败菌中耐热性最强的是,肉毒杆菌,乳酸菌,霉菌、酵母菌,嗜热脂肪芽孢杆菌,D,"answer: right
token: 105, 95, 10
time: 0.3s",,"answer: right
token: 96, 95, 1
time: 1.1s","answer: right
token: 89, 88, 1
time: 0.7s",,,,,"answer: right
token: 128, 124, 4
time: 2.3s"
82,被吊销食品生产、流通或者餐饮服务许可证的单位，其直接负责的主管人员自处罚决定作出之日起多少年内不得从事食品生产经营管理工作,4,5,3,10,B,"answer: right
token: 102, 101, 1
time: 0.2s",,"answer: right
token: 102, 101, 1
time: 0.7s","answer: right
token: 101, 100, 1
time: 0.6s",,,,,"answer: right
token: 141, 137, 4
time: 2.4s"
