,Question,A,B,C,D,Answer,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5
10,冰：水,犬：獒,木：炭,火：灰,桑田：沧海,B,"answer: right
token: 84, 83, 1
time: 0.2s",,"answer: right
token: 84, 83, 1
time: 2.3s","answer: wrong (C)
token: 75, 74, 1
time: 0.4s","answer: right
token: 1682, 74, 1
time: 10.9s",,"answer: wrong (D)
token: 96, 92, 4
time: 3.1s","answer: wrong (A)
token: 566, 92, 474
time: 5.1s","answer: right
token: 96, 92, 4
time: 2.3s"
11,下列生活中的做法正确的是,用家用“84消毒液”对白色织物消毒,用聚氯乙烯（PVC）保鲜膜包裹保存高温油炸食物,用“201不锈钢”制成的锅炒菜,在牙龈肿痛时，用5摄氏度的凉水刷牙,A,"answer: right
token: 127, 126, 1
time: 0.3s",,"answer: right
token: 127, 126, 1
time: 1.0s","answer: wrong (C)
token: 122, 121, 1
time: 0.6s","answer: right
token: 504, 121, 1
time: 3.1s",,"answer: right
token: 177, 173, 4
time: 3.3s","answer: right
token: 541, 173, 368
time: 3.0s","answer: right
token: 177, 173, 4
time: 2.5s"
12,“套路贷”是假借民间借贷名义，非法占有被害人财物的违法犯罪行为，是扫黑除恶专项斗争的重点打击对象。下列关于“套路贷”的说法正确的是,因法律规定民间借贷最高年利率为36%，故超过36%的可认定为“套路贷”,“套路贷”犯罪案件可由犯罪行为发生地、结果发生地及犯罪嫌疑人居住地公安机关侦查,因“套路贷”属于非法行为，追债时一般不会采用仲裁、诉讼方式,我国刑法设置有专门针对“套路贷”的罪名,B,"answer: right
token: 175, 174, 1
time: 0.2s",,"answer: right
token: 175, 174, 1
time: 1.9s","answer: right
token: 197, 196, 1
time: 0.6s","answer: right
token: 1029, 196, 1
time: 5.6s",,"answer: wrong (A)
token: 867, 281, 586
time: 12.3s","answer: wrong (A)
token: 724, 281, 443
time: 4.1s","answer: right
token: 285, 281, 4
time: 2.6s"
13,党内监督必须把纪律挺在前面，运用监督执纪“四种形态”，经常开展批评和自我批评、约谈函询，让“红红脸、出出汗”成为常态;党纪轻处分、组织调整成为违纪处理的大多数;党纪重处分，重大职务调整的成为少数;严重违纪涉嫌违法立案审查的成为极少数。这是从中国共产党的历史和党的十八大以来管党治党实践中总结出来的，体现了惩前毖后、治病救人的一贯方针。下列党员受到处理的案例，属于“党纪重处分、重大职务调整的成为少数”这种形态的是,某镇政府公益性岗位工作人员杜某因违反工作纪律，被解除劳动关系,某市农业农村局办公室主任黄某因公车私用问题，受到党内警告处分，违纪款予以收缴,某市政协原副主席杨某因涉嫌严重违纪违法问题，移送检察机关依法审查起诉,某规划建设局局长戴某因在下属单位报销费用、私设小金库、滥发奖金等，受到留党察看二年处分,D,,,"answer: right
token: 289, 288, 1
time: 2.5s","answer: right
token: 319, 318, 1
time: 0.6s","answer: right
token: 1081, 318, 1
time: 5.0s",,"answer: wrong (A)
token: 902, 454, 448
time: 8.0s","answer: wrong (A)
token: 801, 454, 347
time: 2.8s","answer: wrong (A)
token: 943, 454, 489
time: 8.1s"
14,老王在A市有两套住房，一套自己居住，另一套闲置。老张是老王的朋友，一直居住在B市，现由于工作原因，需要在A市长期租住。老张希望租老王闲置的那套房子，老王说：“我女儿两个月后大学毕业，如果她毕业后不回A市工作生活，我就把房予出租给你。”下列选项中，哪些为真，可以证明老王没有说真话?(1)老王的女儿毕业后留在C市工作生活，老王拒绝把房子租给老张(2)老王的女儿毕业后回到A市工作生活，老王把房子租给老张(3)老王的女儿毕业后回到A市工作生活，老王拒绝把房子租给老张,(1)(2),(1)(2)(3),(2)(3),(1),D,"answer: right
token: 245, 240, 5
time: 0.2s",,"answer: right
token: 241, 240, 1
time: 0.8s","answer: wrong (C)
token: 246, 245, 1
time: 0.5s","answer: right
token: 6398, 245, 1
time: 34.2s",,"answer: wrong (A)
token: 700, 330, 370
time: 8.8s","answer: wrong (A)
token: 829, 330, 499
time: 4.4s","answer: wrong (A)
token: 693, 330, 363
time: 6.8s"
15,某单位组织职工分小组进行摘草莓趣味比赛，甲、乙、丙3人分属3个小组。3人摘得的草莓数量情况如下：甲和属于第3小组的那位摘得的数量不一样，丙比属于第1小组的那位摘得少，3人中第3小组的那位比乙摘得多。若将3人按摘得的草莓数量从多到少排列，正确的是,丙、甲、乙,甲、丙、乙,乙、甲、丙,甲、乙、丙,B,"answer: wrong (C)
token: 183, 175, 8
time: 0.4s",,"answer: wrong (D)
token: 176, 175, 1
time: 0.8s","answer: wrong (A)
token: 4902, 172, 4730
time: 16.5s","answer: right
token: 1700, 172, 1
time: 8.9s",,"answer: right
token: 654, 239, 415
time: 11.1s","answer: right
token: 950, 239, 711
time: 5.3s","answer: wrong (A)
token: 898, 239, 659
time: 10.6s"
16,社会信用体系的建立有利于提高全社会的诚信意识和信用水平，下列关于国家加快社会信用体系建设的说法错误的是,推进青年信用体系建设，逐步应用到入学、就业、创业等领域,为惩戒失信执行人，规定其不得以财产支付子女就读高等院校的费用,使统一社会信用代码成为企业的唯一身份代码,“重点突破，强化应用”是社会信用体系建设的主要原则之一,B,"answer: right
token: 145, 144, 1
time: 0.3s",,"answer: right
token: 145, 144, 1
time: 0.7s","answer: right
token: 146, 145, 1
time: 0.6s","answer: right
token: 729, 145, 1
time: 4.3s",,"answer: right
token: 569, 227, 342
time: 8.0s","answer: right
token: 530, 227, 303
time: 3.9s","answer: right
token: 231, 227, 4
time: 2.4s"
17,在美国的电影院线，无论是重磅大片，还是低成本制作，票价都是相同的。这看上去并不符合“需求大小决定价格高低”的经济学理论。有研究人员指出，任何一家影院同期上映的所有电影票价均相同，这一现象形成于上世纪70年代。不仅电影业如此，体育赛事和演出也都遵循这一规律。虽然在某些时候和某些地区，机动定价能够使电影公司和影院获得更高的收益，但对于影院来说，保持不同电影的票价相同仍然利大于弊。这段文字接下来最有可能讲述的是,体育赛事和演出等其他行业票价的形成规律,美国电影行业确定票价的主要参考因素,不同电影票价相同对影院更有利的原因,电影制作成本和观众需求与影片定价的关系,C,"answer: right
token: 226, 214, 12
time: 0.4s",,"answer: right
token: 215, 214, 1
time: 2.0s","answer: right
token: 228, 227, 1
time: 0.7s","answer: right
token: 609, 227, 1
time: 3.6s",,"answer: wrong (A)
token: 765, 353, 412
time: 11.0s","answer: wrong (A)
token: 732, 353, 379
time: 3.7s","answer: right
token: 357, 353, 4
time: 3.1s"
18,人们经常利用植物去判断生长地的环境，下列有关说法正确的是,树林中所有树冠西边稀疏东边繁盛，说明东风盛行,地衣大量生长反映空气湿度较低,胡杨的生长地土壤通常呈现深褐色,矮牵牛含有的花青素对二氧化硫有指示作用,D,"answer: right
token: 132, 131, 1
time: 0.2s",,"answer: right
token: 132, 131, 1
time: 2.0s","answer: right
token: 126, 125, 1
time: 0.6s","answer: right
token: 7942, 125, 389
time: 48.0s",,"answer: wrong (A)
token: 649, 184, 465
time: 10.5s","answer: wrong (A)
token: 618, 184, 434
time: 3.6s","answer: wrong (A)
token: 501, 184, 317
time: 9.1s"
19,毛毛骑在牛背上过河，他共有甲、乙、丙、丁4头牛，甲过河要20分钟，乙过河要30分钟，丙过河要40分钟，丁过河要50分钟。毛毛每次只能赶2头牛过河，要把4头牛都赶到对岸去，最少要多少分钟?,190,180,170,160,D,"answer: right
token: 161, 155, 6
time: 0.3s",,"answer: right
token: 156, 155, 1
time: 1.8s","answer: wrong (A)
token: 155, 154, 1
time: 0.6s","answer: wrong (A)
token: 13153, 154, 497
time: 66.0s",,"answer: right
token: 901, 186, 715
time: 13.7s","answer: wrong (C)
token: 1017, 186, 831
time: 6.5s","answer: wrong (A)
token: 964, 186, 778
time: 15.0s"
20,下列关于世界历史的说法正确的是,印度是亚洲耕地面积最大的国家，其境内有阿拉伯河、恒河流经,“尼德兰革命”是世界上最早成功的资产阶级革命,阿拉伯数字由古罗马人发明，经阿拉伯人传入亚洲,文艺复兴起源于英国，后扩展到西欧各国，与宗教改革、启蒙运动并称为西欧近代三大思想解放运动,B,"answer: right
token: 146, 145, 1
time: 0.2s",,"answer: right
token: 146, 145, 1
time: 0.6s","answer: right
token: 144, 143, 1
time: 0.7s","answer: right
token: 847, 143, 1
time: 5.2s",,"answer: right
token: 454, 225, 229
time: 5.8s","answer: wrong (A)
token: 782, 225, 557
time: 4.5s","answer: right
token: 229, 225, 4
time: 3.2s"
21,某农户饲养有肉兔和宠物兔两种不同用途的兔子共计2200只，所有兔子的毛色分为黑、白两种颜色。肉兔中有87.5%的毛色为黑色，宠物兔有23%的毛色为白色。那么毛色为白色的肉兔至少有多少只,50,200,25,100,C,"answer: wrong (A)
token: 144, 143, 1
time: 0.2s",,"answer: right
token: 144, 143, 1
time: 0.5s","answer: wrong (A)
token: 2902, 143, 2759
time: 6.5s","answer: right
token: 2792, 143, 1
time: 14.1s",,"answer: right
token: 681, 180, 501
time: 10.3s","answer: wrong (A)
token: 804, 180, 624
time: 4.1s","answer: wrong (A)
token: 1109, 180, 929
time: 16.3s"
22,考古学研究要充分结合文献记载，在历史时代考古学的研究中尤其如此。中国古代文献__，自当按各人的专业需求，择要阅读。要紧的是必须懂得文献史、目录学等，以便在繁多的古籍中寻取确切相关的记载，加以__。依次填入划横线部分最恰当的一项是,恒河沙数审核,比比皆是考察,汗牛充栋查证,浩如烟海考核,D,"answer: wrong (C)
token: 163, 162, 1
time: 0.2s",,"answer: wrong (C)
token: 163, 162, 1
time: 0.8s","answer: right
token: 159, 158, 1
time: 0.7s","answer: wrong (C)
token: 5189, 158, 1
time: 30.2s",,"answer: wrong (A)
token: 601, 220, 381
time: 10.5s","answer: wrong (A)
token: 546, 220, 326
time: 3.4s","answer: wrong (A)
token: 651, 220, 431
time: 11.6s"
23,现在经常听到一种说法，智商不敌情商。一个人能走到哪里，取得什么成就，关键在于情商，这种“情商决定论”甚嚣尘上，令人生疑。在我们身边，无论是生活中，还是工作中，只要一个人的事情没做好，都会跟情商不高挂起钩来。事实上，我们都夸大了情商的作用，忽视了智商、实力、勤奋，以为只要玩转情商就能步步高升，其实不然。人在职场，情商固然重要，但决定性因素还是智商和才华，玩情商可以让你八面玲珑，但毕竟玩不出实际业绩，也玩不出科研成果。一个人有真才实学，本领过硬，工作勤奋，那么情商其实就是锦上添花的事情了。这段文字意在说明,情商只是锦上添花，智商方能决定成败,“情商决定论”并不正确，情商的作用不应被夸大,成功靠的是真才实学、过硬本领，而不是玩转情商,在职场中，智商比情商更加重要,B,"answer: right
token: 288, 273, 15
time: 0.4s",,"answer: right
token: 274, 273, 1
time: 0.7s","answer: right
token: 300, 299, 1
time: 0.7s","answer: right
token: 2115, 299, 1
time: 11.5s",,"answer: wrong (A)
token: 842, 427, 415
time: 10.1s","answer: right
token: 431, 427, 4
time: 0.7s","answer: right
token: 431, 427, 4
time: 2.4s"
24,有人认为，创造力和精神疾病是密不可分的。其理由是：尽管高智商是天才不可或缺的要素，但是仅当高智商与认知抑制解除相结合的情况下才能得到创造性天才。以下各项如果为真，最能质疑上述观点的是,长期封闭式治疗精神疾病反而可能降低患者的认知能力和创造力,人生中的某些事件，如破产、失恋等，也能够提高人的创造潜能,事实上，大部分杰出人物并没有表现出任何精神疾病症状,大部分拥有高智商的精神病患者并没有表现出自己是创造性天才,D,"answer: right
token: 176, 175, 1
time: 0.2s",,"answer: wrong (C)
token: 176, 175, 1
time: 1.0s","answer: right
token: 184, 183, 1
time: 0.5s","answer: wrong (C)
token: 697, 183, 1
time: 4.3s",,"answer: wrong (A)
token: 763, 282, 481
time: 20.2s","answer: wrong (C)
token: 286, 282, 4
time: 0.7s","answer: right
token: 286, 282, 4
time: 2.4s"
25,关于我国政府信息公开，下列说法错误的是,县级以上各级人民政府的办公厅(室)可以作为本级政府信息公开工作的主管部门,行政机关对政府信息不能确定是否可以公开时，应不公开,公民可以根据自身生产、生活和科研等特殊需要申请政府信息公开,行政机关逾期不答复公民申请信息公开的，公民可依法提起行政诉讼,D,"answer: wrong (B)
token: 139, 138, 1
time: 0.2s",,"answer: wrong (B)
token: 139, 138, 1
time: 0.8s","answer: wrong (B)
token: 142, 141, 1
time: 0.7s","answer: wrong (B)
token: 1882, 141, 1
time: 11.4s",,"answer: wrong (A)
token: 742, 212, 530
time: 9.0s","answer: wrong (B)
token: 336, 212, 124
time: 1.9s","answer: wrong (B)
token: 216, 212, 4
time: 2.7s"
26,音符：乐谱：五线谱,笔画：汉字：金文,树木：森林：自然,卫星：星云：宇宙,稻穗：稻谷：香米,A,"answer: right
token: 102, 101, 1
time: 0.3s",,"answer: right
token: 102, 101, 1
time: 1.2s","answer: right
token: 97, 96, 1
time: 0.5s","answer: right
token: 851, 96, 1
time: 5.2s",,"answer: right
token: 125, 121, 4
time: 3.0s","answer: right
token: 416, 121, 295
time: 2.8s","answer: right
token: 125, 121, 4
time: 4.4s"
27,1996年，意大利帕尔马的脑科学研究人员发现，在猴子大脑里存在一种特殊的细胞，叫镜像神经元。让猴子看到或听到一个动作，当它自己做这一动作时，这些细胞会兴奋。后来的研究证明，人脑中也存在这种镜像神经元，能够感受对象的害怕和愤怒、难过和恶心；复杂的感受如害羞、孤独和不受欢迎，也都能够通过镜像神经元明显地感受到。当我们看到别人的表情或者经历过的情感状态，镜像神经元就会被激活，让我们体验到他人的感受，走进别人的情感世界。最适合做这段文字标题的是,“同情”的魔力,何谓神经元,“爱”的潜在根源,脑科学的新发现,A,"answer: right
token: 221, 214, 7
time: 0.3s",,"answer: wrong (D)
token: 215, 214, 1
time: 0.9s","answer: right
token: 220, 219, 1
time: 0.7s","answer: right
token: 982, 219, 1
time: 5.3s",,"answer: right
token: 658, 342, 316
time: 7.8s","answer: right
token: 667, 342, 325
time: 3.4s","answer: wrong (D)
token: 346, 342, 4
time: 2.8s"
28,下列哪组成语反映了同一种人际关系,相濡以沫舐犊情深,结草衔环青梅竹马,负荆请罪载舟覆舟,琴瑟和鸣破镜重圆,D,"answer: right
token: 105, 104, 1
time: 0.2s",,"answer: right
token: 105, 104, 1
time: 2.4s","answer: wrong (B)
token: 103, 102, 1
time: 0.7s","answer: right
token: 588, 102, 1
time: 3.3s",,"answer: right
token: 140, 136, 4
time: 3.0s","answer: wrong (A)
token: 381, 136, 245
time: 2.6s","answer: right
token: 140, 136, 4
time: 2.0s"
29,恒星的形成需要气体。在星团中，由于大量气体会在星团形成早期被耗散掉，星团一直以来被认为不能形成新的恒星。只有恒星之间的碰撞或者并合才有可能为年老的恒星补充燃烧物质。使它们看起来比其余的恒星更加年轻。通过碰撞或者并合形成的恒星被称作蓝离散星，它们的名字来源于它们与绝大部分恒星相比截然不同的演化过程，这使得它们游离在理论预言的演化轨迹之外。某研究团队利用观测数据，对年轻星团NGC2173中的蓝离散星进行了研究，首次在这个年轻星团中观测到了一族不同寻常的蓝离散星。根据发现，这一星团包含着突然爆发形成的蓝离散星。这段文字意在说明,蓝离散星游离在理论预言的演化轨迹之外,通过碰撞或者并合形成的恒星被称作蓝离散星,星团中存在着不同寻常的蓝离散星,恒星的形成需要气体,C,"answer: right
token: 299, 285, 14
time: 0.3s",,"answer: right
token: 286, 285, 1
time: 0.6s","answer: right
token: 287, 286, 1
time: 0.6s","answer: right
token: 825, 286, 1
time: 4.1s",,"answer: right
token: 437, 433, 4
time: 3.8s","answer: wrong (A)
token: 838, 433, 405
time: 3.6s","answer: right
token: 437, 433, 4
time: 2.5s"
30,一个旅行者要去火车站，早上从旅馆出发，到达一个十字路口。十字路口分别通向东南西北四个方向，四个方向上分别有饭店、旅馆、书店和火车站。书店在饭店的东北方，饭店在火车站的西北方。该旅行者要去火车站，应当往哪个方向走,西,北,南,东,C,"answer: right
token: 135, 131, 4
time: 0.3s",,"answer: right
token: 132, 131, 1
time: 2.8s","answer: wrong (D)
token: 137, 136, 1
time: 0.6s","answer: right
token: 3192, 136, 1
time: 17.3s",,"answer: wrong (A)
token: 514, 187, 327
time: 8.4s","answer: wrong (B)
token: 813, 187, 626
time: 5.8s","answer: wrong (A)
token: 745, 187, 558
time: 11.1s"
31,据《中国古代科技成就》记载：“到明孝宗弘治年间(公元l488-1505年)，铜活字正式流行于江苏无锡、苏州、南京一带。铜活字印刷在清代遗入薪的高潮，我国用铜活字印书，工程最大的要算印刷清代的百科全书《古今图书集成》了。这表明明清时,印刷术出现了质的飞跃,古代科技进入繁荣阶段,我国印刷技术处于世界领先,印刷术促进了文化事业发展,D,"answer: right
token: 182, 173, 9
time: 0.3s",,"answer: right
token: 174, 173, 1
time: 0.8s","answer: right
token: 175, 174, 1
time: 0.7s","answer: right
token: 1397, 174, 1
time: 8.2s",,"answer: right
token: 578, 244, 334
time: 8.0s","answer: wrong (A)
token: 638, 244, 394
time: 3.7s","answer: right
token: 248, 244, 4
time: 2.7s"
32,在防治癌症方面，橙汁有多种潜在的积极作用，尤其由于它富含橙皮素和柚苷素等类黄酮抗氧化剂。研究证据已经表明，橙汁可以减少儿童患白血病的风险，并有助于预防乳腺癌、肝癌和结肠癌。根据研究结果，橙汁的生物效应在很大种度上受到其成分的影响，而其成分的变化又依赖于气候、土壤、水果成熟度以及采摘后的存储方法等条件。由此可以推出,并非所有的橙汁都有相同的防癌功效,生长于良好的气候土壤条件下，成熟并避光保存的橙子最有功效,过度饮用橙汁会给身体健康造成不良影响,相对于健康儿童而言，白血病患儿的橙汁饮用量较小,A,"answer: right
token: 219, 218, 1
time: 0.2s",,"answer: right
token: 219, 218, 1
time: 2.9s","answer: right
token: 225, 224, 1
time: 0.7s","answer: right
token: 735, 224, 1
time: 4.1s",,"answer: right
token: 862, 354, 508
time: 10.2s","answer: right
token: 799, 354, 445
time: 3.8s","answer: right
token: 358, 354, 4
time: 2.4s"
33,金钱槭别名双轮果，是槭树科金钱槭属植物，生长于海拔1000至2000米的林边或疏林中，可高达15米，是我国特有植物。其叶对生，为奇数羽状复叶；初夏开白色花，雌雄同株，圆锥花序；果实分为两个小坚果，各于周围有广翅，外形如钱。由于林木乱砍滥伐，金钱槭成年植株极为稀少，加上天然更新能力较弱，很难长出幼树，它们像大熊猫一样需要保护。这段文字意在说明,天然更新能力不强导致金钱槭极为稀少,金钱槭如大熊猫般珍惜,环境破坏导致金钱槭极为稀少,亟需加大对金钱槭保护力度,D,"answer: right
token: 237, 236, 1
time: 0.3s",,"answer: right
token: 237, 236, 1
time: 1.0s","answer: right
token: 239, 238, 1
time: 0.6s","answer: right
token: 743, 238, 1
time: 4.0s",,"answer: right
token: 700, 333, 367
time: 12.1s","answer: wrong (A)
token: 697, 333, 364
time: 3.4s","answer: right
token: 337, 333, 4
time: 2.5s"
34,1949年后．中国积极主动地融人世界。将下列重大外交事件按时间先后顺序排列，正确的是。a重返联合国；b中美关系正常化；c参加万隆会议；d加入世界贸易组织,cabd,cbad,abcd,bacd,A,"answer: wrong (B)
token: 120, 116, 4
time: 0.2s",,"answer: wrong (B)
token: 117, 116, 1
time: 1.0s","answer: wrong (B)
token: 115, 114, 1
time: 0.6s","answer: right
token: 786, 114, 1
time: 4.2s",,"answer: wrong (C)
token: 272, 149, 123
time: 4.7s","answer: wrong (C)
token: 279, 149, 130
time: 1.6s","answer: right
token: 367, 149, 218
time: 5.7s"
35,经济赤字：收入：开支,背信弃义：诺言：谎言,销售利润：进价：售价,优胜劣汰：适应：淘汰,债务纠纷：还钱：借线,B,"answer: right
token: 108, 107, 1
time: 0.2s",,"answer: right
token: 108, 107, 1
time: 0.8s","answer: wrong (A)
token: 102, 101, 1
time: 0.7s","answer: right
token: 1668, 101, 1
time: 9.4s",,"answer: right
token: 134, 130, 4
time: 4.4s","answer: wrong (A)
token: 512, 130, 382
time: 3.2s","answer: right
token: 134, 130, 4
time: 2.5s"
