,Question,A,B,C,D,Answer,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5,Grok 4.1 Fast Reasoning,Grok 4.1 Fast Non Reasoning
10,下列各组字中属于古今字关系的是,见－现征－徵解－懈,奉－俸景－影文－纹,立－位县－悬雕－凋,益－溢然－燃干－乾,B,"answer: wrong (D)
token: 112, 111, 1
time: 0.3s",,"answer: wrong (D)
token: 112, 111, 1
time: 9.7s","answer: wrong (D)
token: 107, 106, 1
time: 0.7s","answer: right
token: 3067, 106, 1
time: 17.8s",,"answer: wrong (D)
token: 134, 130, 4
time: 2.3s","answer: wrong (A)
token: 512, 130, 382
time: 2.9s","answer: right
token: 134, 130, 4
time: 2.5s","answer: wrong (D)
token: 5323, 260, 3
time: 42.7s",
11,“子墨子之守圉有余”（《墨子•公输》），其中的“守圉”即“守御”，“圉”和“御”是,异体字,古今字,繁简字,通假字,D,"answer: wrong (A)
token: 114, 113, 1
time: 0.2s",,"answer: right
token: 114, 113, 1
time: 0.9s","answer: wrong (A)
token: 111, 110, 1
time: 0.6s","answer: right
token: 1160, 110, 1
time: 7.0s",,"answer: right
token: 129, 125, 4
time: 2.4s","answer: wrong (A)
token: 129, 125, 4
time: 0.9s","answer: right
token: 256, 125, 131
time: 5.3s","answer: right
token: 3127, 257, 1
time: 24.7s",
12,下列句子，属于用判断句的形式表示原因的一句是,蓋公之所能者天也，其所不能者人也。,吾不能早用子，今急而求子，是寡人之過也。,民多曠者，而我取富焉，是勤民以自封也。,桓公九合諸侯，不以兵車，管仲之力也。,D,"answer: wrong (C)
token: 146, 145, 1
time: 0.2s",,"answer: wrong (B)
token: 146, 145, 1
time: 2.4s","answer: right
token: 143, 142, 1
time: 0.6s","answer: right
token: 1448, 142, 1
time: 8.5s",,"answer: wrong (A)
token: 539, 176, 363
time: 9.9s","answer: wrong (A)
token: 521, 176, 345
time: 2.9s","answer: wrong (B)
token: 180, 176, 4
time: 2.3s","answer: right
token: 5599, 283, 1
time: 45.1s",
13,下列句中，“爲”表示被动的一句是,以此爲治，豈不悲哉!,鮑叔終善遇之，不以爲言。,誰習計會?能爲文收責于薛者乎?,今君聽讒人之議而不知我，西河之爲秦取不久矣。,D,"answer: right
token: 131, 130, 1
time: 0.2s",,"answer: right
token: 131, 130, 1
time: 0.8s","answer: right
token: 127, 126, 1
time: 0.4s","answer: right
token: 649, 126, 1
time: 3.9s",,"answer: wrong (A)
token: 400, 162, 238
time: 6.3s","answer: wrong (A)
token: 463, 162, 301
time: 3.2s","answer: right
token: 166, 162, 4
time: 7.1s","answer: right
token: 833, 273, 1
time: 4.6s",
14,“十年之计，莫如树木。”中，“树木”的意思是,树,种树,树木和木材,就是“树木”,B,"answer: right
token: 92, 87, 5
time: 0.2s",,"answer: right
token: 88, 87, 1
time: 1.3s","answer: right
token: 89, 88, 1
time: 0.6s","answer: right
token: 496, 88, 0
time: 3.1s",,"answer: right
token: 108, 104, 4
time: 2.4s","answer: right
token: 205, 104, 101
time: 1.9s","answer: right
token: 108, 104, 4
time: 1.5s","answer: right
token: 493, 237, 1
time: 2.7s",
15,汉字笔画的最后定型，是在,行书阶段,汉隶阶段,楷书阶段,古隶阶段,C,"answer: right
token: 95, 88, 7
time: 0.2s",,"answer: right
token: 89, 88, 1
time: 1.6s","answer: right
token: 81, 80, 1
time: 1.0s","answer: right
token: 441, 80, 1
time: 3.1s",,"answer: right
token: 110, 106, 4
time: 2.8s","answer: right
token: 110, 106, 4
time: 0.8s","answer: right
token: 110, 106, 4
time: 2.7s","answer: right
token: 656, 234, 1
time: 5.4s",
16,《经传释词》的作者是,王引之,张玉书,许慎,阮元,A,"answer: right
token: 85, 84, 1
time: 0.2s",,"answer: right
token: 85, 84, 1
time: 1.1s","answer: right
token: 77, 76, 1
time: 0.6s","answer: right
token: 307, 76, 1
time: 2.1s",,"answer: right
token: 95, 91, 4
time: 2.5s","answer: right
token: 95, 91, 4
time: 0.9s","answer: right
token: 95, 91, 4
time: 2.5s","answer: right
token: 461, 227, 1
time: 2.4s",
17,下列各组字，属于异体字关系的一组是,並一竝,暴一曝,置—寘,錫一賜,A,"answer: right
token: 95, 94, 1
time: 0.2s",,"answer: right
token: 95, 94, 1
time: 1.8s","answer: wrong (C)
token: 84, 83, 1
time: 0.6s","answer: right
token: 778, 83, 1
time: 4.9s",,"answer: wrong (C)
token: 107, 103, 4
time: 2.4s","answer: wrong (C)
token: 320, 103, 217
time: 3.0s","answer: wrong (C)
token: 107, 103, 4
time: 2.5s","answer: wrong (C)
token: 4057, 240, 1
time: 29.9s",
18,“太后之色少解”中“色”指,怒色,颜色,品种,妇女美貌,B,"answer: wrong (A)
token: 87, 86, 1
time: 0.2s",,"answer: wrong (A)
token: 87, 86, 1
time: 1.0s","answer: wrong (A)
token: 80, 79, 1
time: 0.6s","answer: wrong (A)
token: 862, 79, 1
time: 5.4s",,"answer: wrong (A)
token: 98, 94, 4
time: 2.3s","answer: wrong (A)
token: 98, 94, 4
time: 0.7s","answer: wrong (A)
token: 98, 94, 4
time: 2.8s","answer: wrong (D)
token: 2825, 229, 1
time: 19.7s",
19,下列各句中的黑体词其古今词义的发展变化属于词义扩大的是,笑从双脸生。,祈父，予王之爪牙。,交通王侯。,同心之言，其臭如兰。,A,"answer: right
token: 109, 108, 1
time: 0.2s",,"answer: wrong (C)
token: 109, 108, 1
time: 1.2s","answer: right
token: 107, 106, 1
time: 0.7s","answer: right
token: 678, 106, 1
time: 4.0s",,"answer: right
token: 365, 135, 230
time: 6.8s","answer: right
token: 461, 135, 326
time: 3.2s","answer: wrong (B)
token: 139, 135, 4
time: 2.5s","answer: right
token: 4099, 254, 1
time: 39.9s",
20,“期”是一个多义词，有下列义项：1邀约、会合；2希望；3期限、日期；4至、及；5必、决定。有下列例句：ａ《韩非子•五蠹》“是以圣人不期修古，不法常可。”ｂ《史记•陈涉世家》“会天大雨，道不通，度已失期。”ｃ《诗经•桑中》“期我乎桑中，要我乎上宫。”ｄ《左传•哀公十六年》“期死，非勇也。”ｅ《韩诗外传》卷五：“比期三年，果有越裳氏重九译而至。”例句和义项搭配得当的是（）,1ｃ/2ａ/3ｂ/4ｅ/5ｄ,1ｂ/2ａ/3ｅ/4ｃ/5ｄ,1ｂ/2ｃ/3ｄ/4ｅ/5ａ,1ａ/2ｂ/3ｃ/4ｄ/5ｅ,A,"answer: right
token: 281, 280, 1
time: 0.3s",,"answer: right
token: 281, 280, 1
time: 1.0s","answer: right
token: 281, 280, 1
time: 0.7s","answer: right
token: 1981, 280, 1
time: 9.8s",,"answer: right
token: 831, 399, 432
time: 7.6s","answer: right
token: 761, 399, 362
time: 2.9s","answer: right
token: 862, 399, 463
time: 9.0s","answer: right
token: 2602, 448, 1
time: 17.0s",
21,下列句中加点词与例句“童子隅坐而执烛”用法不同的是,其后秦稍蚕食魏。,舜勤于民事而野死。,良庖岁更刀，割也。,子路拱而立。,D,"answer: wrong (B)
token: 115, 114, 1
time: 0.2s",,"answer: wrong (B)
token: 115, 114, 1
time: 0.9s","answer: right
token: 111, 110, 1
time: 0.8s","answer: right
token: 1878, 110, 0
time: 9.9s",,"answer: wrong (A)
token: 463, 139, 324
time: 7.5s","answer: wrong (A)
token: 450, 139, 311
time: 3.2s","answer: wrong (B)
token: 143, 139, 4
time: 1.6s","answer: wrong (B)
token: 7009, 262, 1
time: 53.9s",
22,下列句子，属于主谓倒装句的一句是,甚矣古書之難讀也。,吾以子爲異之問，曾由舆求之問。,此可謂知義舆不義之别乎?,古今所傳，不可誣也。,A,"answer: right
token: 118, 117, 1
time: 0.3s",,"answer: right
token: 118, 117, 1
time: 1.3s","answer: right
token: 116, 115, 1
time: 0.6s","answer: right
token: 580, 115, 1
time: 3.5s",,"answer: right
token: 426, 144, 282
time: 6.1s","answer: right
token: 427, 144, 283
time: 2.5s","answer: right
token: 148, 144, 4
time: 3.0s","answer: right
token: 880, 262, 1
time: 4.8s",
23,下列句中，动词宾语省略的一句是,數日不死，匈奴以爲神。,人皆有兄弟，我獨無。,諸生業患不能精，無患有司之不明。,可輿言而不輿之言，失人。,B,"answer: right
token: 118, 117, 1
time: 0.2s",,"answer: wrong (D)
token: 118, 117, 1
time: 1.2s","answer: wrong (A)
token: 115, 114, 1
time: 0.7s","answer: right
token: 7584, 114, 371
time: 42.8s",,"answer: wrong (A)
token: 504, 143, 361
time: 10.9s","answer: wrong (A)
token: 477, 143, 334
time: 3.1s","answer: wrong (A)
token: 374, 143, 231
time: 6.3s","answer: right
token: 3463, 264, 1
time: 28.7s",
24,下列句中，含有双宾语的一句是,夫晉何厭之有?,重爲之禮而歸之。,兔不可復得，而身爲宋國笑。,甚矣，汝之不惠!,B,"answer: right
token: 107, 106, 1
time: 0.3s",,"answer: right
token: 107, 106, 1
time: 3.2s","answer: right
token: 106, 105, 1
time: 0.7s","answer: right
token: 636, 105, 1
time: 3.7s",,"answer: right
token: 137, 133, 4
time: 2.4s","answer: right
token: 137, 133, 4
time: 0.7s","answer: right
token: 137, 133, 4
time: 1.6s","answer: right
token: 792, 253, 1
time: 4.9s",
25,下列例句“防”字用其本义的是,以防止水。,吾闻忠善以损怨，不闻作威以防怨。,以礼义防民。,视俗而施教，察失而立防。,A,"answer: right
token: 109, 108, 1
time: 0.2s",,"answer: right
token: 109, 108, 1
time: 2.6s","answer: right
token: 109, 108, 1
time: 0.5s","answer: right
token: 576, 108, 1
time: 3.4s",,"answer: right
token: 133, 129, 4
time: 2.4s","answer: right
token: 386, 129, 257
time: 2.7s","answer: right
token: 371, 129, 242
time: 6.2s","answer: right
token: 564, 254, 1
time: 3.7s",
26,“征”和“徵”的关系是,繁简字,古今字,异体字,通假字,A,"answer: wrong (C)
token: 90, 84, 6
time: 0.3s",,"answer: right
token: 85, 84, 1
time: 2.6s","answer: right
token: 79, 78, 1
time: 0.5s","answer: right
token: 998, 78, 1
time: 7.1s",,"answer: wrong (C)
token: 96, 92, 4
time: 2.4s","answer: wrong (C)
token: 169, 92, 77
time: 1.5s","answer: right
token: 96, 92, 4
time: 2.9s","answer: right
token: 612, 229, 1
time: 3.8s",
27,下列句中，数词表示约数的一句是,夫諸侯上象四七，垂耀在天。,秋水才深四五尺，野航恰受兩三人。,棗栗千石者三之。,長不滿七尺，滑稽多辩。,B,"answer: right
token: 120, 119, 1
time: 0.2s",,"answer: right
token: 120, 119, 1
time: 2.8s","answer: right
token: 118, 117, 1
time: 0.4s","answer: right
token: 883, 117, 1
time: 4.9s",,"answer: right
token: 151, 147, 4
time: 2.7s","answer: wrong (A)
token: 444, 147, 297
time: 3.5s","answer: right
token: 151, 147, 4
time: 2.5s","answer: right
token: 847, 266, 1
time: 5.1s",
28,下列各组汉字，象形字、指事字、会意字、形声字四种都有的一组是,止末行锦,皿亦眉疆,目曰戒哀,又甘受朝,C,"answer: right
token: 105, 104, 1
time: 0.3s",,"answer: right
token: 105, 104, 1
time: 2.7s","answer: wrong (B)
token: 102, 101, 1
time: 0.6s","answer: right
token: 7580, 101, 1
time: 41.7s",,"answer: wrong (A)
token: 526, 125, 401
time: 10.0s","answer: wrong (A)
token: 589, 125, 464
time: 4.4s","answer: wrong (A)
token: 731, 125, 606
time: 10.3s","answer: wrong (A)
token: 7829, 255, 1
time: 64.2s",
29,下列句中加点的词在古今词义的演变中属于词义扩大的是,我稼既同，上入执宫功。,空谷传响，哀转久绝。,夸父与日逐走。,小大之狱，虽不能察，必以情。,B,"answer: wrong (A)
token: 122, 121, 1
time: 0.3s",,"answer: wrong (D)
token: 122, 121, 1
time: 2.7s","answer: right
token: 119, 118, 1
time: 0.6s","answer: right
token: 1689, 118, 1
time: 9.6s",,"answer: wrong (A)
token: 495, 145, 350
time: 8.3s","answer: wrong (A)
token: 514, 145, 369
time: 4.4s","answer: wrong (A)
token: 407, 145, 262
time: 6.6s","answer: right
token: 949, 264, 1
time: 6.5s",
30,下列句中，括号中对词意义解释正确的一句是,聞大王有意督過之，脱身獨去，已至軍矣。(督：责问),齊侯陳諸侯之師，輿屈完乘而觀之。(乘：骑马),先生不羞，乃有意欲爲收責於薛乎?(羞：害羞),成事不說，遂事不諫，既往不咎。(遂：于是),A,"answer: right
token: 160, 159, 1
time: 0.3s",,"answer: right
token: 160, 159, 1
time: 3.8s","answer: wrong (C)
token: 155, 154, 1
time: 0.7s","answer: right
token: 2567, 154, 1
time: 14.8s",,"answer: right
token: 503, 205, 298
time: 9.0s","answer: right
token: 582, 205, 377
time: 3.7s","answer: right
token: 209, 205, 4
time: 2.3s","answer: right
token: 3455, 303, 1
time: 26.0s",
31,“望”和“顾”两词意义的不同之处主要表现在,性状情态不同：“望”指抬头向远处看；“顾”指转头向后看。,侧重的方面不同：“望”侧重予外表；“顾”侧重内心。,程度深浅不同：“望”是一般地看；“顾”是认真地看。,语法功能不同：“望”可以带宾语；“顾”不可以。,A,"answer: right
token: 153, 152, 1
time: 0.2s",,"answer: right
token: 153, 152, 1
time: 3.3s","answer: right
token: 154, 153, 1
time: 0.7s","answer: right
token: 523, 153, 0
time: 2.7s",,"answer: right
token: 200, 196, 4
time: 2.5s","answer: right
token: 556, 196, 360
time: 3.4s","answer: right
token: 200, 196, 4
time: 2.2s","answer: right
token: 897, 299, 1
time: 4.4s",
32,下列四组字中，全是会意字的一组是,采明北晶,治星炊信,自文蚕进,耳林从解,A,"answer: right
token: 94, 93, 1
time: 0.2s",,"answer: right
token: 94, 93, 1
time: 0.7s","answer: wrong (D)
token: 88, 87, 1
time: 0.6s","answer: right
token: 681, 87, 1
time: 4.1s",,"answer: right
token: 431, 105, 326
time: 7.5s","answer: right
token: 538, 105, 433
time: 4.1s","answer: right
token: 109, 105, 4
time: 1.6s","answer: right
token: 2217, 241, 1
time: 16.0s",
33,下列各组字中，象形、指事、会意、形声都具备的一组是,馬初産亦,息法刃本,匪穎止末,未向耆湟,A,"answer: right
token: 104, 103, 1
time: 0.2s",,"answer: right
token: 104, 103, 1
time: 0.6s","answer: wrong (B)
token: 97, 96, 1
time: 0.7s","answer: right
token: 8258, 96, 565
time: 44.1s",,"answer: right
token: 554, 116, 438
time: 9.4s","answer: right
token: 667, 116, 551
time: 4.9s","answer: right
token: 580, 116, 464
time: 10.2s","answer: wrong (C)
token: 3158, 251, 1
time: 21.6s",
34,下列有关“集解类”的说法，表述正确的一句是,“集解类”的最大特点是维护前人注释的观点。,“集解类”是指汇集各家注解，再加上自己注解的一种古注类型。,“集解类”的代表作是晋代杜预的《春秋经传集解》。,“集解类”的重点是对前人注释的补充和订正。,B,"answer: wrong (C)
token: 142, 141, 1
time: 0.2s",,"answer: right
token: 142, 141, 1
time: 0.6s","answer: right
token: 146, 145, 1
time: 0.3s","answer: right
token: 1468, 145, 1
time: 8.8s",,"answer: wrong (C)
token: 188, 184, 4
time: 2.5s","answer: wrong (A)
token: 566, 184, 382
time: 3.1s","answer: right
token: 188, 184, 4
time: 2.5s","answer: right
token: 1083, 288, 1
time: 6.5s",
35,下列句中，有名词作状语的一句是,故天下盡以扁鵲爲能生死人。,今先生儼然不遠千里而庭教之，願以異日。,今媪尊長安君之位。,是故明君貴五縠而賤金玉。,B,"answer: right
token: 124, 123, 1
time: 0.2s",,"answer: right
token: 124, 123, 1
time: 0.5s","answer: wrong (A)
token: 123, 122, 1
time: 0.7s","answer: right
token: 1072, 122, 1
time: 6.3s",,"answer: wrong (A)
token: 417, 150, 267
time: 8.7s","answer: wrong (A)
token: 419, 150, 269
time: 2.6s","answer: right
token: 154, 150, 4
time: 1.6s","answer: right
token: 6125, 271, 1
time: 46.7s",
36,下列四组形声字中，属左形右声的一组是,滑株鸠功,郊胡鸽邵,攻期江棋,河诂语超,D,"answer: wrong (C)
token: 99, 98, 1
time: 0.2s",,"answer: right
token: 99, 98, 1
time: 1.3s","answer: right
token: 93, 92, 1
time: 0.6s","answer: right
token: 1953, 92, 1
time: 10.1s",,"answer: wrong (A)
token: 511, 113, 398
time: 7.8s","answer: wrong (A)
token: 598, 113, 485
time: 3.9s","answer: wrong (A)
token: 643, 113, 530
time: 8.0s","answer: wrong (C)
token: 10119, 246, 1
time: 72.6s",
37,下列形声字的结构分类正确的一项是()a桃b雅c洗d室e篇f贼g颖h彩,ac/bh/de/fg,ab/ch/de/fg,abcg/de/fh,abc/de/fgh,A,"answer: right
token: 107, 106, 1
time: 0.2s",,"answer: wrong (C)
token: 107, 106, 1
time: 1.0s","answer: right
token: 110, 109, 1
time: 0.6s","answer: right
token: 19955, 109, 1
time: 99.7s",,"answer: right
token: 659, 133, 526
time: 11.3s","answer: right
token: 601, 133, 468
time: 3.4s","answer: right
token: 137, 133, 4
time: 2.6s","answer: wrong (B)
token: 21860, 254, 1
time: 174.1s",
38,“干”和“乾”的关系是,繁简字,通假字,古今字,异体字,A,"answer: wrong (D)
token: 90, 84, 6
time: 0.2s",,"answer: right
token: 85, 84, 1
time: 0.6s","answer: right
token: 79, 78, 1
time: 0.7s","answer: right
token: 679, 78, 1
time: 4.4s",,"answer: wrong (D)
token: 96, 92, 4
time: 2.4s","answer: wrong (D)
token: 96, 92, 4
time: 0.8s","answer: right
token: 96, 92, 4
time: 2.6s","answer: right
token: 627, 229, 1
time: 3.3s",
39,“孝公既见卫鞅，语事良久，孝公时时睡，弗听。”中的“睡”意思是,睡醒,睡觉,坐着打盹,睡着,C,"answer: right
token: 110, 102, 8
time: 0.3s",,"answer: right
token: 103, 102, 1
time: 0.6s","answer: right
token: 96, 95, 1
time: 0.6s","answer: right
token: 563, 95, 1
time: 3.6s",,"answer: right
token: 127, 123, 4
time: 2.2s","answer: right
token: 322, 123, 199
time: 2.1s","answer: right
token: 256, 123, 133
time: 5.8s","answer: right
token: 605, 248, 1
time: 3.0s",
40,下列四组字中，全是形声字的一组是,斧行财国,固颁旗锦,病师姑甲,马偷逃布,B,"answer: right
token: 94, 93, 1
time: 0.2s",,"answer: right
token: 94, 93, 1
time: 0.6s","answer: right
token: 88, 87, 1
time: 0.6s","answer: right
token: 1111, 87, 1
time: 6.2s",,"answer: right
token: 112, 108, 4
time: 2.3s","answer: wrong (A)
token: 495, 108, 387
time: 3.7s","answer: right
token: 112, 108, 4
time: 1.6s","answer: right
token: 1973, 239, 1
time: 14.5s",
41,“视而可识，察而见意”解释的汉字结构类型是,指事,会意,象形,转注,A,"answer: wrong (B)
token: 95, 90, 5
time: 0.3s",,"answer: right
token: 91, 90, 1
time: 0.9s","answer: wrong (B)
token: 83, 82, 1
time: 0.7s","answer: right
token: 612, 82, 1
time: 4.0s",,"answer: right
token: 101, 97, 4
time: 2.5s","answer: wrong (B)
token: 175, 97, 78
time: 1.7s","answer: right
token: 259, 97, 162
time: 5.7s","answer: wrong (B)
token: 555, 235, 1
time: 3.9s",
42,在商代金文中，字体笔画的明显特征是,块面笔画,平直笔画,方折笔画,线条笔画,A,"answer: right
token: 93, 92, 1
time: 0.3s",,"answer: right
token: 93, 92, 1
time: 2.3s","answer: right
token: 86, 85, 1
time: 0.8s","answer: right
token: 460, 85, 1
time: 3.0s",,"answer: wrong (D)
token: 110, 106, 4
time: 2.2s","answer: wrong (C)
token: 201, 106, 95
time: 1.8s","answer: right
token: 110, 106, 4
time: 1.5s","answer: right
token: 809, 238, 1
time: 4.9s",
43,下列各组字，关系为异体字的是,翦—剪,佗—他,反—返,说—悦,B,"answer: wrong (A)
token: 88, 87, 1
time: 0.3s",,"answer: wrong (A)
token: 88, 87, 1
time: 0.5s","answer: wrong (A)
token: 82, 81, 1
time: 0.7s","answer: wrong (A)
token: 679, 81, 1
time: 4.1s",,"answer: wrong (A)
token: 102, 98, 4
time: 2.6s","answer: wrong (A)
token: 259, 98, 161
time: 1.9s","answer: right
token: 102, 98, 4
time: 2.3s","answer: wrong (A)
token: 565, 236, 1
time: 2.8s",
44,下列古注类别中，既解释经文又解释前人注文的注释类型是,传注类,补注类,音义类,章句类,B,"answer: right
token: 103, 97, 6
time: 0.3s",,"answer: right
token: 98, 97, 1
time: 0.7s","answer: wrong (A)
token: 90, 89, 1
time: 0.7s","answer: right
token: 4053, 89, 1
time: 23.9s",,"answer: right
token: 110, 106, 4
time: 2.3s","answer: right
token: 304, 106, 198
time: 2.2s","answer: right
token: 110, 106, 4
time: 2.5s","answer: right
token: 3272, 241, 3
time: 25.5s",
45,下列句中，宾语借助代词复指而前置的一句是,何爲棄墳井，在山谷爲寇也?,大道之行也，輿三代之英，丘未之逮也。,我無爾詐，爾無我虞。,其一人專心致志，惟奕秋之爲聽。,D,"answer: right
token: 131, 130, 1
time: 0.2s",,"answer: right
token: 131, 130, 1
time: 0.7s","answer: right
token: 129, 128, 1
time: 0.7s","answer: right
token: 1102, 128, 1
time: 6.4s",,"answer: wrong (A)
token: 476, 163, 313
time: 8.9s","answer: wrong (A)
token: 535, 163, 372
time: 3.6s","answer: wrong (A)
token: 613, 163, 450
time: 10.3s","answer: wrong (B)
token: 1171, 280, 3
time: 7.3s",
46,下列句中，有动词使动用法的一句是,既而舆為公介，倒戟以禦公徒而免之。,此理之常，無足怪者。,孔子登東山而小魯，登泰山而小天下。,良馬可形容筋骨相也。,A,"answer: wrong (C)
token: 127, 126, 1
time: 0.2s",,"answer: right
token: 127, 126, 1
time: 2.0s","answer: right
token: 123, 122, 1
time: 0.7s","answer: right
token: 784, 122, 1
time: 4.8s",,"answer: right
token: 443, 150, 293
time: 6.6s","answer: right
token: 536, 150, 386
time: 4.1s","answer: wrong (C)
token: 154, 150, 4
time: 1.8s","answer: wrong (C)
token: 3260, 270, 1
time: 24.2s",
