,Question,A,B,C,D,Answer,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5,Grok 4.1 Fast Reasoning,Grok 4.1 Fast Non Reasoning
10,股骨上端在体表易摸到的结构是,股骨头,小转子,股骨颈,大转子,D,"answer: right
token: 96, 90, 6
time: 0.3s",,"answer: right
token: 91, 90, 1
time: 0.6s","answer: right
token: 83, 82, 1
time: 0.4s","answer: right
token: 391, 82, 1
time: 2.7s",,"answer: right
token: 103, 99, 4
time: 2.1s","answer: right
token: 103, 99, 4
time: 0.8s","answer: right
token: 103, 99, 4
time: 2.5s","answer: right
token: 478, 233, 1
time: 2.5s","answer: right
token: 246, 245, 1
time: 0.6s"
11,上消化道是指,从口腔到胃,口腔和咽,从口腔到食管,从口腔到十二指肠,D,"answer: right
token: 86, 85, 1
time: 0.2s",,"answer: right
token: 86, 85, 1
time: 0.5s","answer: right
token: 79, 78, 1
time: 0.6s","answer: right
token: 371, 78, 1
time: 2.4s",,"answer: right
token: 108, 104, 4
time: 2.4s","answer: wrong (A)
token: 108, 104, 4
time: 0.7s","answer: right
token: 108, 104, 4
time: 1.5s","answer: right
token: 1737, 229, 1
time: 11.6s","answer: right
token: 242, 241, 1
time: 0.7s"
12,心室舒张期关闭的瓣膜为,肺动脉瓣,三尖瓣,二尖瓣,主动脉瓣,B,"answer: wrong (D)
token: 90, 85, 5
time: 0.3s",,"answer: wrong (D)
token: 86, 85, 1
time: 0.5s","answer: wrong (D)
token: 79, 78, 1
time: 0.4s","answer: wrong (D)
token: 10004, 78, 1
time: 56.0s",,"answer: wrong (D)
token: 115, 111, 4
time: 2.6s","answer: wrong (A)
token: 450, 111, 339
time: 3.4s","answer: wrong (A)
token: 115, 111, 4
time: 1.8s","answer: wrong (D)
token: 3927, 232, 1
time: 24.2s","answer: wrong (D)
token: 245, 244, 1
time: 0.6s"
13,产生脑脊液的结构是,蛛网膜粒,脉络丛,蛛网膜,脉络膜,B,"answer: right
token: 88, 87, 1
time: 0.3s",,"answer: right
token: 88, 87, 1
time: 0.7s","answer: right
token: 81, 80, 1
time: 0.7s","answer: right
token: 290, 80, 0
time: 2.0s",,"answer: right
token: 107, 103, 4
time: 2.2s","answer: right
token: 175, 103, 72
time: 1.7s","answer: right
token: 107, 103, 4
time: 1.9s","answer: right
token: 416, 231, 1
time: 1.7s","answer: right
token: 244, 243, 1
time: 0.7s"
14,属于腹膜外位器官是,胆囊,阑尾,升结肠,肾脏,D,"answer: right
token: 84, 83, 1
time: 0.2s",,"answer: right
token: 84, 83, 1
time: 1.0s","answer: right
token: 77, 76, 1
time: 0.9s","answer: right
token: 396, 76, 1
time: 2.7s",,"answer: right
token: 99, 95, 4
time: 2.8s","answer: wrong (A)
token: 386, 95, 291
time: 2.8s","answer: right
token: 99, 95, 4
time: 3.0s","answer: right
token: 2393, 228, 1
time: 14.6s","answer: right
token: 241, 240, 1
time: 0.7s"
15,输尿管,起始于肾盂,可分为腹盆两段,开口于膀胱颈,为腹膜内位器官,A,"answer: right
token: 88, 87, 1
time: 0.2s",,"answer: right
token: 88, 87, 1
time: 0.6s","answer: wrong (B)
token: 83, 82, 1
time: 0.7s","answer: right
token: 346, 82, 1
time: 2.1s",,"answer: right
token: 110, 106, 4
time: 2.2s","answer: wrong (B)
token: 110, 106, 4
time: 0.8s","answer: right
token: 110, 106, 4
time: 3.7s","answer: right
token: 4362, 235, 1
time: 29.9s","answer: right
token: 248, 247, 1
time: 0.8s"
16,胆总管,由肝左、右管汇合而成,行于肝门静脉的后方,无血管营养,位于肝十二指肠韧带内,D,"answer: right
token: 96, 95, 1
time: 0.3s",,"answer: right
token: 96, 95, 1
time: 2.8s","answer: right
token: 90, 89, 1
time: 0.6s","answer: right
token: 330, 89, 1
time: 1.9s",,"answer: right
token: 117, 113, 4
time: 2.4s","answer: right
token: 117, 113, 4
time: 0.8s","answer: right
token: 117, 113, 4
time: 2.6s","answer: right
token: 986, 241, 1
time: 5.5s","answer: right
token: 254, 253, 1
time: 0.8s"
17,膜迷路的组成,椭圆囊、球囊、壶腹峭和蜗管,椭圆囊、球囊、膜半规管和蜗管,膜壶腹、螺旋器、蜗管和椭圆囊,椭圆囊、壶腹嵴、腹半规管和螺旋器,B,"answer: right
token: 129, 128, 1
time: 0.3s",,"answer: right
token: 129, 128, 1
time: 0.7s","answer: wrong (A)
token: 122, 121, 1
time: 0.6s","answer: right
token: 701, 121, 1
time: 4.0s",,"answer: right
token: 173, 169, 4
time: 3.4s","answer: right
token: 273, 169, 104
time: 1.7s","answer: right
token: 173, 169, 4
time: 2.5s","answer: right
token: 719, 279, 1
time: 4.2s","answer: right
token: 292, 291, 1
time: 0.8s"
18,动脉韧带,是胎儿时期动脉导管闭锁后的遗迹,一般位于右肺动脉与主动脉弓之间,来源于动脉圆锥,由肌纤维束构成,A,"answer: right
token: 97, 96, 1
time: 0.2s",,"answer: right
token: 97, 96, 1
time: 0.8s","answer: right
token: 92, 91, 1
time: 0.7s","answer: right
token: 434, 91, 1
time: 2.7s",,"answer: right
token: 138, 134, 4
time: 3.1s","answer: right
token: 236, 134, 102
time: 1.4s","answer: right
token: 138, 134, 4
time: 2.7s","answer: right
token: 655, 249, 1
time: 14.7s","answer: right
token: 262, 261, 1
time: 0.6s"
19,关于输精管道不包括,输精管,尿道,精囊腺排泄管,射精管,C,"answer: wrong (B)
token: 84, 83, 1
time: 0.3s",,"answer: right
token: 84, 83, 1
time: 0.6s","answer: wrong (B)
token: 79, 78, 1
time: 0.6s","answer: right
token: 1070, 78, 0
time: 6.7s",,"answer: right
token: 99, 95, 4
time: 3.2s","answer: wrong (A)
token: 423, 95, 328
time: 3.8s","answer: right
token: 99, 95, 4
time: 1.5s","answer: wrong (B)
token: 1155, 231, 1
time: 6.2s","answer: wrong (B)
token: 244, 243, 1
time: 0.8s"
20,属于腹膜外位器官的是,十二指肠水平部,肝,胆囊,胃,A,"answer: right
token: 85, 84, 1
time: 0.2s",,"answer: right
token: 85, 84, 1
time: 0.9s","answer: right
token: 77, 76, 1
time: 0.6s","answer: right
token: 512, 76, 1
time: 3.1s",,"answer: right
token: 100, 96, 4
time: 2.5s","answer: right
token: 261, 96, 165
time: 1.7s","answer: right
token: 100, 96, 4
time: 1.6s","answer: right
token: 509, 227, 1
time: 2.4s","answer: wrong (B)
token: 240, 239, 1
time: 0.7s"
21,含味觉纤维的脑神经,面神经,三叉神经,舌咽神经,舌下神经,D,"answer: wrong (A)
token: 85, 84, 1
time: 0.2s",,"answer: wrong (A)
token: 85, 84, 1
time: 0.6s","answer: wrong (C)
token: 76, 75, 1
time: 0.6s","answer: wrong (A)
token: 10545, 75, 1
time: 60.3s",,"answer: wrong (C)
token: 103, 99, 4
time: 3.9s","answer: wrong (A)
token: 442, 99, 343
time: 3.0s","answer: wrong (A)
token: 103, 99, 4
time: 2.7s","answer: wrong (C)
token: 4641, 228, 1
time: 31.7s","answer: wrong (C)
token: 241, 240, 1
time: 0.7s"
22,有系膜的肠管有,横结肠,升结肠,十二指肠降部,空、回肠,C,"answer: wrong (D)
token: 96, 88, 8
time: 0.2s",,"answer: wrong (D)
token: 89, 88, 1
time: 1.3s","answer: wrong (D)
token: 80, 79, 1
time: 0.6s","answer: wrong (D)
token: 8534, 79, 1
time: 48.0s",,"answer: wrong (D)
token: 101, 97, 4
time: 2.7s","answer: wrong (D)
token: 101, 97, 4
time: 0.9s","answer: wrong (D)
token: 101, 97, 4
time: 2.7s","answer: wrong (D)
token: 1503, 232, 1
time: 10.3s","answer: wrong (B)
token: 245, 244, 1
time: 0.8s"
23,声波从外耳道传至内耳，其传导的正确途径是,鼓膜、外耳道、中耳、耳蜗、内耳,鼓膜、锤骨、砧骨、镫骨、前庭窗,鼓膜、锤骨、砧骨、镫骨、蜗窗,鼓膜、钻骨、锤骨、前庭窗,B,"answer: right
token: 142, 141, 1
time: 0.3s",,"answer: right
token: 142, 141, 1
time: 0.9s","answer: right
token: 138, 137, 1
time: 0.7s","answer: right
token: 893, 137, 1
time: 4.6s",,"answer: right
token: 191, 187, 4
time: 3.5s","answer: wrong (A)
token: 683, 187, 496
time: 4.2s","answer: right
token: 191, 187, 4
time: 2.6s","answer: right
token: 941, 285, 1
time: 19.5s","answer: right
token: 298, 297, 1
time: 0.7s"
24,输尿管,开口于膀胱颈,可分为腹、盆两段,为腹膜内位器官,起始于肾盂,D,"answer: right
token: 89, 88, 1
time: 0.2s",,"answer: right
token: 89, 88, 1
time: 0.9s","answer: right
token: 84, 83, 1
time: 0.8s","answer: right
token: 659, 83, 1
time: 3.8s",,"answer: right
token: 111, 107, 4
time: 3.5s","answer: right
token: 111, 107, 4
time: 1.0s","answer: right
token: 111, 107, 4
time: 1.6s","answer: right
token: 2577, 236, 1
time: 19.4s","answer: right
token: 249, 248, 1
time: 0.7s"
25,主动脉弓的分支有,左锁骨下动脉,右颈总动脉,右锁骨下动脉,冠状动脉,A,"answer: right
token: 86, 85, 1
time: 0.2s",,"answer: right
token: 86, 85, 1
time: 0.5s","answer: right
token: 80, 79, 1
time: 0.8s","answer: right
token: 413, 79, 1
time: 2.6s",,"answer: right
token: 113, 109, 4
time: 2.9s","answer: right
token: 259, 109, 150
time: 1.8s","answer: right
token: 113, 109, 4
time: 1.8s","answer: right
token: 617, 238, 1
time: 2.8s","answer: right
token: 251, 250, 1
time: 0.8s"
26,冠状动脉,发自肺动脉干起始部,只有一条,只是营养心的血管,走在前、后室间沟内,C,"answer: wrong (D)
token: 93, 92, 1
time: 0.2s",,"answer: wrong (D)
token: 93, 92, 1
time: 0.6s","answer: right
token: 84, 83, 1
time: 0.7s","answer: right
token: 2154, 83, 1
time: 12.4s",,"answer: right
token: 111, 107, 4
time: 2.5s","answer: wrong (D)
token: 111, 107, 4
time: 1.1s","answer: wrong (D)
token: 111, 107, 4
time: 2.7s","answer: wrong (D)
token: 4794, 237, 1
time: 40.4s","answer: wrong (D)
token: 250, 249, 1
time: 0.8s"
27,新纹状体是指,尾状核,豆状核,尾状核和豆状核,尾状核和壳,D,"answer: right
token: 87, 86, 1
time: 0.2s",,"answer: right
token: 87, 86, 1
time: 1.0s","answer: wrong (C)
token: 83, 82, 1
time: 0.7s","answer: right
token: 360, 82, 1
time: 2.4s",,"answer: right
token: 103, 99, 4
time: 2.7s","answer: wrong (C)
token: 103, 99, 4
time: 1.6s","answer: right
token: 103, 99, 4
time: 2.6s","answer: wrong (C)
token: 487, 233, 1
time: 2.3s","answer: wrong (C)
token: 246, 245, 1
time: 0.8s"
28,通过颈静脉孔的结构有,舌咽神经.迷走神经.副神经.颈内静脉　, 舌下神经.迷走神经.副神经.颈内静脉　,位听神经.舌咽神经.迷走神经.颈内静脉,舌下神经.舌咽神经.迷走神经.颈内静脉,A,"answer: right
token: 135, 134, 1
time: 0.2s",,"answer: right
token: 135, 134, 1
time: 0.6s","answer: right
token: 135, 134, 1
time: 0.6s","answer: right
token: 440, 134, 1
time: 2.3s",,"answer: right
token: 181, 177, 4
time: 2.6s","answer: right
token: 510, 177, 333
time: 2.9s","answer: right
token: 181, 177, 4
time: 2.4s","answer: right
token: 740, 281, 1
time: 3.7s","answer: right
token: 294, 293, 1
time: 0.6s"
29,心位于胸腔的,上纵隔内,前纵隔内,中纵隔内,后纵隔内,C,"answer: right
token: 89, 83, 6
time: 0.2s",,"answer: right
token: 84, 83, 1
time: 1.3s","answer: right
token: 77, 76, 1
time: 0.6s","answer: right
token: 409, 76, 1
time: 2.6s",,"answer: right
token: 104, 100, 4
time: 2.6s","answer: right
token: 104, 100, 4
time: 1.1s","answer: right
token: 104, 100, 4
time: 1.8s","answer: right
token: 405, 229, 1
time: 1.8s","answer: right
token: 242, 241, 1
time: 0.7s"
30,下列各骨中，不属于长骨,指骨,E.肋骨,肱骨,股骨,B,"answer: right
token: 84, 83, 1
time: 0.2s",,"answer: right
token: 84, 83, 1
time: 0.6s","answer: right
token: 78, 77, 1
time: 0.4s","answer: right
token: 403, 77, 1
time: 2.4s",,"answer: right
token: 100, 96, 4
time: 2.6s","answer: wrong (A)
token: 272, 96, 176
time: 2.1s","answer: right
token: 100, 96, 4
time: 2.3s","answer: right
token: 556, 230, 1
time: 2.7s","answer: right
token: 243, 242, 1
time: 0.6s"
31,没有味蕾的结构是,轮廓乳头,丝状乳头,叶状乳头,菌状乳头,B,"answer: right
token: 96, 89, 7
time: 0.3s",,"answer: right
token: 90, 89, 1
time: 1.2s","answer: right
token: 81, 80, 1
time: 0.7s","answer: right
token: 438, 80, 1
time: 3.2s",,"answer: right
token: 107, 103, 4
time: 2.5s","answer: right
token: 107, 103, 4
time: 1.3s","answer: right
token: 107, 103, 4
time: 2.6s","answer: right
token: 425, 233, 1
time: 1.7s","answer: right
token: 246, 245, 1
time: 0.6s"
32,胃后壁溃疡穿孔后内容物首先稽留于,右肝下前间隙,胞膜后间隙,左肝下后间隙,左肝下前间隙,C,"answer: wrong (B)
token: 105, 97, 8
time: 0.3s",,"answer: right
token: 98, 97, 1
time: 1.6s","answer: wrong (B)
token: 95, 94, 1
time: 0.7s","answer: right
token: 863, 94, 1
time: 5.0s",,"answer: wrong (B)
token: 127, 123, 4
time: 2.3s","answer: right
token: 353, 123, 230
time: 2.8s","answer: right
token: 127, 123, 4
time: 2.4s","answer: wrong (B)
token: 1027, 249, 1
time: 17.5s","answer: right
token: 262, 261, 1
time: 0.6s"
33,窦房结, 由平滑肌纤维构成,为心的正常起搏点,与房室结无联系,位于心内膜深面,B,"answer: right
token: 94, 93, 1
time: 0.2s",,"answer: right
token: 94, 93, 1
time: 0.8s","answer: right
token: 86, 85, 1
time: 0.5s","answer: right
token: 318, 85, 1
time: 2.2s",,"answer: right
token: 111, 107, 4
time: 2.6s","answer: right
token: 111, 107, 4
time: 0.7s","answer: right
token: 111, 107, 4
time: 1.6s","answer: right
token: 443, 238, 1
time: 1.9s","answer: right
token: 251, 250, 1
time: 0.7s"
34,孤束核,与三叉神经构成有关,与面神经构成有关,与舌咽神经构成有关,与迷走神经构成有关,B,"answer: wrong (D)
token: 90, 89, 1
time: 0.2s",,"answer: wrong (C)
token: 90, 89, 1
time: 0.8s","answer: wrong (A)
token: 83, 82, 1
time: 0.6s","answer: wrong (D)
token: 18135, 82, 1
time: 103.4s",,"answer: wrong (C)
token: 115, 111, 4
time: 2.3s","answer: wrong (C)
token: 239, 111, 128
time: 2.5s","answer: wrong (C)
token: 115, 111, 4
time: 2.6s","answer: wrong (D)
token: 1691, 233, 1
time: 12.8s","answer: wrong (D)
token: 246, 245, 1
time: 0.7s"
35,十二指肠大乳头在十二指肠的,升部,上部,降部,水平部,C,"answer: right
token: 89, 84, 5
time: 0.3s",,"answer: right
token: 85, 84, 1
time: 0.6s","answer: right
token: 79, 78, 1
time: 0.6s","answer: right
token: 370, 78, 1
time: 2.1s",,"answer: right
token: 97, 93, 4
time: 3.8s","answer: right
token: 97, 93, 4
time: 0.7s","answer: right
token: 97, 93, 4
time: 2.1s","answer: right
token: 493, 229, 1
time: 2.4s","answer: right
token: 242, 241, 1
time: 0.7s"
36,交感神经的低级中枢位于脊髓的,颈1-胸3节,腰1-骶2节,骶2-4节,胸1-腰3节,D,"answer: wrong (A)
token: 102, 101, 1
time: 0.2s",,"answer: right
token: 102, 101, 1
time: 1.3s","answer: right
token: 93, 92, 1
time: 0.6s","answer: right
token: 443, 92, 1
time: 2.6s",,"answer: right
token: 119, 115, 4
time: 2.3s","answer: right
token: 119, 115, 4
time: 0.7s","answer: right
token: 119, 115, 4
time: 2.7s","answer: right
token: 580, 248, 1
time: 3.3s","answer: right
token: 261, 260, 1
time: 0.7s"
37,颈椎特有的结构是,横突孔,棘突,横突肋凹,关节突,A,"answer: right
token: 84, 83, 1
time: 0.2s",,"answer: right
token: 84, 83, 1
time: 3.6s","answer: right
token: 76, 75, 1
time: 0.6s","answer: right
token: 359, 75, 1
time: 2.4s",,"answer: right
token: 98, 94, 4
time: 2.5s","answer: right
token: 178, 94, 84
time: 1.8s","answer: right
token: 98, 94, 4
time: 3.1s","answer: right
token: 428, 229, 1
time: 1.9s","answer: right
token: 242, 241, 1
time: 0.6s"
38,门静脉因肝硬化而引起高压时，可出现食管静脉曲张，此时门静脉血通过侧枝循环回流至上腔静脉，主要通过,肠系膜下静脉,肝静脉,脾静脉,奇静脉,D,"answer: right
token: 118, 112, 6
time: 0.3s",,"answer: right
token: 113, 112, 1
time: 0.9s","answer: right
token: 117, 116, 1
time: 0.8s","answer: right
token: 540, 116, 1
time: 3.2s",,"answer: right
token: 268, 150, 118
time: 4.4s","answer: right
token: 476, 150, 326
time: 4.6s","answer: right
token: 154, 150, 4
time: 3.2s","answer: right
token: 1219, 263, 1
time: 8.5s","answer: right
token: 276, 275, 1
time: 0.9s"
39,支配咀嚼肌的神经是,下颌神经,舌下神经,上颌神经,面神经,A,"answer: right
token: 83, 82, 1
time: 0.2s",,"answer: right
token: 83, 82, 1
time: 0.8s","answer: right
token: 76, 75, 1
time: 0.6s","answer: right
token: 387, 75, 1
time: 2.4s",,"answer: right
token: 103, 99, 4
time: 2.6s","answer: right
token: 103, 99, 4
time: 0.7s","answer: right
token: 103, 99, 4
time: 2.7s","answer: right
token: 484, 231, 1
time: 2.5s","answer: right
token: 244, 243, 1
time: 0.6s"
40,以下脑神经属于混合性的是,嗅神经,视神经,迷走神经,副神经,C,"answer: right
token: 82, 81, 1
time: 0.2s",,"answer: right
token: 82, 81, 1
time: 1.7s","answer: right
token: 75, 74, 1
time: 0.4s","answer: right
token: 392, 74, 1
time: 2.6s",,"answer: right
token: 101, 97, 4
time: 2.3s","answer: right
token: 168, 97, 71
time: 1.2s","answer: right
token: 101, 97, 4
time: 1.9s","answer: right
token: 529, 228, 1
time: 3.5s","answer: right
token: 241, 240, 1
time: 0.7s"
41,属于腹膜内位的器官是,子宫,升结肠,输尿管,阑尾,D,"answer: right
token: 83, 82, 1
time: 0.2s",,"answer: right
token: 83, 82, 1
time: 0.6s","answer: wrong (A)
token: 77, 76, 1
time: 0.7s","answer: right
token: 486, 76, 1
time: 3.0s",,"answer: right
token: 99, 95, 4
time: 2.5s","answer: right
token: 269, 95, 174
time: 1.8s","answer: right
token: 99, 95, 4
time: 2.3s","answer: right
token: 3482, 228, 1
time: 23.7s","answer: wrong (B)
token: 241, 240, 1
time: 0.9s"
42,输尿管,属于腹膜间位器官,腹部下行于腰大肌前方,分为腹部（段）和盆部（段）,通过肾门,B,"answer: wrong (C)
token: 95, 94, 1
time: 0.2s",,"answer: right
token: 95, 94, 1
time: 0.6s","answer: wrong (C)
token: 93, 92, 1
time: 0.6s","answer: right
token: 1110, 92, 1
time: 6.6s",,"answer: wrong (C)
token: 119, 115, 4
time: 2.6s","answer: wrong (A)
token: 476, 115, 361
time: 3.2s","answer: right
token: 119, 115, 4
time: 2.9s","answer: right
token: 6938, 241, 1
time: 52.2s","answer: wrong (C)
token: 254, 253, 1
time: 0.6s"
43,全身最复杂的关节是,肘关节,髋关节,肩关节,膝关节,D,"answer: right
token: 87, 81, 6
time: 0.3s",,"answer: right
token: 82, 81, 1
time: 0.6s","answer: wrong (C)
token: 73, 72, 1
time: 0.6s","answer: right
token: 367, 72, 1
time: 2.2s",,"answer: right
token: 98, 94, 4
time: 2.8s","answer: wrong (C)
token: 181, 94, 87
time: 1.6s","answer: right
token: 98, 94, 4
time: 2.6s","answer: wrong (C)
token: 493, 226, 1
time: 2.4s","answer: wrong (C)
token: 239, 238, 1
time: 0.6s"
44,无名指（第四指）皮肤的神经分布,肌皮神经,正中神经,桡神经,尺神经,C,"answer: wrong (D)
token: 87, 86, 1
time: 0.2s",,"answer: wrong (D)
token: 87, 86, 1
time: 6.8s","answer: wrong (D)
token: 79, 78, 1
time: 0.6s","answer: wrong (D)
token: 18706, 78, 1
time: 106.4s",,"answer: wrong (D)
token: 107, 103, 4
time: 3.0s","answer: wrong (D)
token: 107, 103, 4
time: 1.0s","answer: wrong (B)
token: 107, 103, 4
time: 2.4s","answer: wrong (D)
token: 2223, 231, 1
time: 14.8s","answer: wrong (D)
token: 244, 243, 1
time: 0.8s"
45,不属于骶丛的神经是,股神经,臀下神经,臀上神经,坐骨神经,A,"answer: right
token: 83, 82, 1
time: 0.2s",,"answer: right
token: 83, 82, 1
time: 1.0s","answer: right
token: 78, 77, 1
time: 0.8s","answer: right
token: 554, 77, 1
time: 3.1s",,"answer: right
token: 102, 98, 4
time: 2.5s","answer: right
token: 214, 98, 116
time: 1.6s","answer: right
token: 102, 98, 4
time: 2.8s","answer: right
token: 479, 231, 1
time: 11.3s","answer: right
token: 244, 243, 1
time: 0.7s"
46,心脏的静脉血回心的主要途径是,心小静脉,冠状窦,心中静脉,心前静脉,B,"answer: right
token: 91, 85, 6
time: 0.3s",,"answer: right
token: 86, 85, 1
time: 1.3s","answer: right
token: 83, 82, 1
time: 0.7s","answer: right
token: 357, 82, 1
time: 2.3s",,"answer: right
token: 108, 104, 4
time: 2.6s","answer: right
token: 108, 104, 4
time: 0.7s","answer: right
token: 108, 104, 4
time: 1.6s","answer: right
token: 543, 236, 1
time: 3.4s","answer: right
token: 249, 248, 1
time: 0.6s"
47,与伸膝关节有关的结构,股神经,坐骨神经,缝匠肌,股四头肌,C,"answer: wrong (D)
token: 86, 85, 1
time: 0.2s",,"answer: wrong (D)
token: 86, 85, 1
time: 1.6s","answer: wrong (D)
token: 79, 78, 1
time: 0.6s","answer: wrong (D)
token: 2053, 78, 1
time: 11.7s",,"answer: wrong (D)
token: 104, 100, 4
time: 2.4s","answer: wrong (D)
token: 104, 100, 4
time: 1.6s","answer: wrong (D)
token: 104, 100, 4
time: 2.7s","answer: wrong (D)
token: 435, 229, 1
time: 2.3s","answer: wrong (D)
token: 242, 241, 1
time: 0.6s"
