,Question,A,B,C,D,Answer,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5,Grok 4.1 Fast Reasoning,Grok 4.1 Fast Non Reasoning
13,间接标准化法计算标化发病率是：,SMR×标准人口总数,SIR×标准人口发病率,SIR×标准人口总数,SMR×标准人口死亡率,B,"answer: wrong (C)
token: 100, 92, 8
time: 0.3s",,"answer: wrong (A)
token: 93, 92, 1
time: 0.7s","answer: right
token: 96, 95, 1
time: 0.6s",,,,,"answer: right
token: 124, 120, 4
time: 1.8s","answer: right
token: 882, 240, 1
time: 7.9s",
14,作四格表 $\mathrm{x}^2$ 检验时，需进行连续性矫正的条件是,$T>5$ 且 $n>40$,$\mathrm{T}<1$ 或 $\mathrm{n}<40$,$1<T<5$ 且 $n>40$,$b+c<40$,C,"answer: wrong (D)
token: 129, 128, 1
time: 0.2s",,"answer: right
token: 129, 128, 1
time: 0.7s","answer: right
token: 132, 131, 1
time: 0.3s",,,,,"answer: right
token: 160, 156, 4
time: 2.9s","answer: right
token: 2767, 270, 1
time: 27.1s",
15,统计学上的系统误差、测量误差、抽样误差在实际工作中:,系统误差和抽样误差不可避免,均不可避免,测量误差和抽样误差不可避免,系统误差和测量误差不可避免,C,"answer: right
token: 106, 105, 1
time: 0.2s",,"answer: right
token: 106, 105, 1
time: 0.6s","answer: wrong (B)
token: 101, 100, 1
time: 0.5s",,,,,"answer: right
token: 145, 141, 4
time: 2.9s","answer: right
token: 799, 250, 1
time: 4.2s",
16,甲乙两人分别从随机数字表抽得 30 个 (各取两位数字) 随机数字作为两个样本，求得 $\overline{X_1}， S_1^2， \overline{X_2}， S_2^2$，则理论上,$\overline{X_1}=\overline{X_2}， S_1^2=S_2^2$,分别由甲、乙两样本求出的总体均数的 $95 \%$ 可信区间，很可能有重叠,作两方差齐性的 $\mathrm{F}$ 检验，必然方差齐,作两样本均数的 $\mathrm{t}$ 检验，必然得出无差别的结论,B,"answer: right
token: 225, 224, 1
time: 0.5s",,"answer: right
token: 225, 224, 1
time: 2.9s","answer: right
token: 204, 203, 1
time: 0.8s",,,,,"answer: wrong (A)
token: 738, 277, 461
time: 9.4s","answer: right
token: 1211, 348, 1
time: 9.1s",
17,用 6. $5 \mathrm{~Gy}$ 不均匀照射狗，照射后早期动物呕吐发生例数如下。要了解三组呕吐发生率之间的差异是否有显著性意义，应选用什么统计分析方法?,$\chi^2$ 检验,Fisher 精确检验,回归分析,方差分析,A,"answer: right
token: 140, 129, 11
time: 0.3s",,"answer: right
token: 130, 129, 1
time: 2.5s","answer: right
token: 122, 121, 1
time: 0.6s",,,,,"answer: right
token: 177, 173, 4
time: 2.9s","answer: right
token: 673, 274, 1
time: 3.8s",
18,统计工作的关键步骤是:,审核资料,收集资料,调查或实验设计,整理分组,C,"answer: right
token: 94, 85, 9
time: 1.1s",,"answer: right
token: 86, 85, 1
time: 1.5s","answer: right
token: 77, 76, 1
time: 0.5s",,,,,"answer: right
token: 103, 99, 4
time: 2.6s","answer: right
token: 694, 226, 1
time: 3.9s",
19,两小样本数值变量资料比较的假设检验，首先应考虑,用秩和检验,用u检验,资料符合秩和检验还是t检验的条件,用t检验,C,"answer: right
token: 100, 99, 1
time: 0.2s",,"answer: right
token: 100, 99, 1
time: 1.1s","answer: right
token: 91, 90, 1
time: 0.8s",,,,,"answer: right
token: 127, 123, 4
time: 1.7s","answer: right
token: 671, 241, 1
time: 4.2s",
20,求得y倚x变化的直线回归方程后，必须对回归方程作显著性检验，其目的是为了对()作出统计推断。,总体斜率,样本斜率,总体均数,样本均数,A,"answer: right
token: 113, 112, 1
time: 0.2s",,"answer: right
token: 113, 112, 1
time: 0.8s","answer: right
token: 102, 101, 1
time: 0.5s",,,,,"answer: right
token: 136, 132, 4
time: 2.7s","answer: right
token: 490, 255, 1
time: 2.7s",
21,按随机方法抽取的样本特点是:,能消除抽样误差,能减少样本偏性,能消除随机测量误差,能消除系统误差,B,"answer: right
token: 91, 90, 1
time: 0.2s",,"answer: right
token: 91, 90, 1
time: 0.7s","answer: right
token: 84, 83, 1
time: 0.6s",,,,,"answer: right
token: 119, 115, 4
time: 2.7s","answer: right
token: 752, 239, 1
time: 5.1s",
22,某医院的资料，计算了各种疾病所占的比例，该指标为：,构成比,相对比,标化发病率,发病率,A,"answer: right
token: 91, 90, 1
time: 0.3s",,"answer: right
token: 91, 90, 1
time: 1.0s","answer: right
token: 90, 89, 1
time: 0.6s",,,,,"answer: right
token: 112, 108, 4
time: 3.2s","answer: right
token: 470, 236, 1
time: 2.7s",
23,如果对简单线性回归模型进行显著性检验的结果是不能拒绝$H_0$，这就意味着,该模型无应用价值,该模型求错了,X与Y之间毫无关系,该模型有应用价值,D,"answer: wrong (A)
token: 105, 104, 1
time: 0.2s",,"answer: wrong (A)
token: 105, 104, 1
time: 1.2s","answer: wrong (C)
token: 97, 96, 1
time: 0.8s",,,,,"answer: wrong (A)
token: 142, 138, 4
time: 3.6s","answer: wrong (C)
token: 2344, 248, 1
time: 20.8s",
24,对简单线性回归模型进行显著性检验的目的是对()作出统计推断。,总体斜率,总体均数,样本斜率,样本均数,A,"answer: right
token: 97, 96, 1
time: 0.2s",,"answer: right
token: 97, 96, 1
time: 0.9s","answer: right
token: 90, 89, 1
time: 0.6s",,,,,"answer: right
token: 119, 115, 4
time: 2.4s","answer: right
token: 427, 239, 1
time: 2.2s",
25,统计推断中，可信度是指,$1-\beta$,$a$,$\beta$,$1-a$,D,"answer: right
token: 85, 79, 6
time: 0.3s",,"answer: right
token: 80, 79, 1
time: 1.4s","answer: right
token: 82, 81, 1
time: 0.6s",,,,,"answer: right
token: 97, 93, 4
time: 3.0s","answer: right
token: 637, 226, 1
time: 3.7s",
26,抽样误差指的是:,不同的总体参数之差,个体值和样本统计量值之差,样本统计量值和总体参数值之差,个体值和总体参数值之差,C,"answer: right
token: 102, 101, 1
time: 0.2s",,"answer: right
token: 102, 101, 1
time: 0.7s","answer: right
token: 98, 97, 1
time: 0.7s",,,,,"answer: right
token: 127, 123, 4
time: 1.8s","answer: right
token: 473, 247, 1
time: 2.0s",
27,进行两样本比较的假设检验时，应首先考虑选用,$t$检验,任选一种检验方法,根据资料满足哪种检验的条件来决定,$\chi^2$检验,C,"answer: right
token: 101, 100, 1
time: 0.2s",,"answer: right
token: 101, 100, 1
time: 0.8s","answer: right
token: 94, 93, 1
time: 0.8s",,,,,"answer: right
token: 130, 126, 4
time: 2.6s","answer: right
token: 498, 245, 1
time: 2.8s",
28,以下关于抽样误差，正确的是抽样误差仅是由个体变异产生的，抽样造成的样本统计量与总体参数的差异,以上均不对,抽样误差的大小可用标准差来说明,抽样研究中，抽样误差是可以避免的,对于同一总体的若干样本统计量间，也存在抽样误差,B,"answer: wrong (D)
token: 131, 130, 1
time: 0.3s",,"answer: wrong (D)
token: 131, 130, 1
time: 1.8s","answer: wrong (D)
token: 125, 124, 1
time: 0.7s",,,,,"answer: wrong (D)
token: 185, 181, 4
time: 2.8s","answer: wrong (D)
token: 1206, 276, 1
time: 7.4s",
29,方差分析中对数据的要求是________。,任何两个观察值之间均不相关,每一水平下的观察值分别服从总体均数为$\mu_i$的正态分布,A，B和C均对,各总体的方差齐性,C,"answer: right
token: 114, 113, 1
time: 0.2s",,"answer: right
token: 114, 113, 1
time: 0.7s","answer: right
token: 109, 108, 1
time: 0.7s",,,,,"answer: right
token: 143, 139, 4
time: 4.6s","answer: right
token: 2763, 260, 1
time: 20.2s",
30,为了解两种治疗方法对原发性肝癌的疗效，将病人随机分成两组，一组使用5-氟尿嘧啶十辅助疗法(简称5-氟组)，另一组使用安慰剂十辅助疗法(简称安慰组)。治疗结果按缓解、死亡划分。5-氟组12人，其中7人缓解，5人死亡;安慰组11人，其中4人缓解，7人死亡。在分析两种疗法的疗效差异有无统计学意义时，应选用的统计学分析方法是,logistic回归分析,Fisher精确检验,$\chi^2$检验,Ridit分析,C,"answer: wrong (B)
token: 191, 186, 5
time: 0.2s",,"answer: wrong (B)
token: 187, 186, 1
time: 1.6s","answer: wrong (B)
token: 189, 188, 1
time: 0.7s",,,,,"answer: wrong (B)
token: 277, 273, 4
time: 2.4s","answer: wrong (B)
token: 1959, 338, 1
time: 13.3s",
31,配伍组设计的方差分析中，$v_{配伍}$等于,$v_{总}-v_{处理}-v_{误差}$,$v_{处理}-v_{误差}$,$v_{总}-v_{处理}$,$v_{总}-v_{误差}$,A,"answer: right
token: 117, 116, 1
time: 0.2s",,"answer: right
token: 117, 116, 1
time: 0.7s","answer: right
token: 111, 110, 1
time: 0.3s",,,,,"answer: right
token: 263, 137, 126
time: 4.6s","answer: right
token: 1269, 259, 1
time: 6.9s",
32,在实际工作中，同质是指:,研究对象的有关情况一样,研究对象的个体差异很小,被研究指标的主要影响因素相同,被研究指标的影响因素相同,C,"answer: right
token: 101, 100, 1
time: 0.2s",,"answer: right
token: 101, 100, 1
time: 1.0s","answer: right
token: 88, 87, 1
time: 0.6s",,,,,"answer: right
token: 132, 128, 4
time: 3.1s","answer: right
token: 2003, 238, 1
time: 15.1s",
33,相关系数检验的无效假设$H_1$是.,$\rho=0$，,$\rho=1$，,$\rho\neq0$,$\rho>0$，,C,"answer: wrong (A)
token: 94, 93, 1
time: 0.2s",,"answer: wrong (A)
token: 94, 93, 1
time: 0.8s","answer: right
token: 90, 89, 1
time: 0.5s",,,,,"answer: wrong (A)
token: 119, 115, 4
time: 3.0s","answer: right
token: 1229, 238, 1
time: 7.2s",
34,用二项分布直接计算概率法检验 Ho: $\pi=0.4 \mathrm{Hi}$ : $\pi>0.4$ 。当随机样本含量 $\mathrm{n}=10$，阳性数 X=6 时，为作统计推断应将概率 p=()与检验水准$\alpha$比较。,$p(X=6)$,$p(X=6)+p(X=7)+\cdots+p(X=10)$,$\mathrm{p}(\mathrm{X}=7)+\mathrm{p}(\mathrm{X}=8)+\cdots+\mathrm{p}(\mathrm{X}=10)$,$\mathrm{p}(\mathrm{X}=6)+\mathrm{p}(\mathrm{X}=5)+\cdots+\mathrm{p}(\mathrm{X}=0)$,B,"answer: right
token: 234, 233, 1
time: 0.2s",,"answer: right
token: 234, 233, 1
time: 1.0s","answer: right
token: 223, 222, 1
time: 0.7s",,,,,"answer: wrong (A)
token: 683, 311, 372
time: 8.5s","answer: right
token: 714, 347, 1
time: 2.9s",
35,两数值变量资料的小样本比较的假设检验，首先应考虑,用 $u$ 检验,用 $\mathrm{t}$ 检验,$\mathrm{t}$ 检验和秩和检验均可,资料是否符合 $\mathrm{t}$ 检验的条件,D,"answer: right
token: 125, 124, 1
time: 0.2s",,"answer: right
token: 125, 124, 1
time: 1.6s","answer: right
token: 110, 109, 1
time: 0.6s",,,,,"answer: right
token: 160, 156, 4
time: 4.8s","answer: right
token: 629, 257, 1
time: 3.8s",
36,设有 $\mathrm{X} 、 \mathrm{Y}$ 两组数据，求得 $\hat{y}=a+b x$，经统计学检验，在 $\alpha=0.05$ 水平上拒绝 $\mathrm{H}_0$ : $\beta=0$，则至少有 95\%的把握断言 $\mathrm{y}$ 与 $\mathrm{x}$ 之间在专业上有直线关系。这一结论 ()。,很有科学性,脱离实际,略有问题,根据充分,B,"answer: wrong (C)
token: 180, 174, 6
time: 0.2s",,"answer: wrong (C)
token: 175, 174, 1
time: 1.6s","answer: wrong (C)
token: 162, 161, 1
time: 0.7s",,,,,"answer: wrong (C)
token: 642, 229, 413
time: 10.1s","answer: wrong (C)
token: 866, 305, 1
time: 5.2s",
37,对同一个资料，根据最小平方法原则求出两个直线方程 $\hat{y}=a+b x$ 和 $\hat{x}=a+b y$，在一般情况下，它们之间的关系是,相交,垂直,平行,重合,C,"answer: wrong (A)
token: 114, 113, 1
time: 0.2s",,"answer: wrong (A)
token: 114, 113, 1
time: 0.7s","answer: wrong (A)
token: 107, 106, 1
time: 0.7s",,,,,"answer: wrong (A)
token: 149, 145, 4
time: 2.9s","answer: wrong (A)
token: 1978, 255, 1
time: 12.6s",
38,以下天于非参数检验的描还哪一项是错误的,非参数检验的效能低于参数检验,非参数方法不依赖于总体分布类型,应用非参数检验时不考虑被研究对象的分布类型,一般情况下非参数检验犯第二类错误的概率小于参数检验,D,"answer: right
token: 123, 122, 1
time: 0.2s",,"answer: right
token: 123, 122, 1
time: 2.4s","answer: wrong (A)
token: 111, 110, 1
time: 0.7s",,,,,"answer: right
token: 170, 166, 4
time: 3.2s","answer: right
token: 1114, 264, 1
time: 9.1s",
39,在作两样本均数比较时，$n_1、n_2$ 均小于30、总体方差不齐且极度偏态的资料宜用,秩和检验,u检验,t'检验,t检验,C,"answer: wrong (A)
token: 108, 107, 1
time: 0.2s",,"answer: wrong (A)
token: 108, 107, 1
time: 1.2s","answer: wrong (A)
token: 104, 103, 1
time: 0.7s",,,,,"answer: wrong (A)
token: 129, 125, 4
time: 3.1s","answer: wrong (A)
token: 1755, 254, 1
time: 12.7s",
40,欲研究某种药物对高血压病的疗效，临床观察 300 名病人的血压情况，确切地说，研究总体是,所有的高血压患,这 300 名高血压患者的血压值,所有的高血压患者的血压值,这 300 名高血压患者,C,"answer: right
token: 121, 120, 1
time: 0.2s",,"answer: right
token: 121, 120, 1
time: 0.6s","answer: wrong (D)
token: 119, 118, 1
time: 0.6s",,,,,"answer: right
token: 159, 155, 4
time: 2.9s","answer: right
token: 1004, 263, 1
time: 8.0s",
41,$x_1、x_2$分别代表给大鼠注射一定剂量的类毒素后侧得的大鼠红细胞与血红蛋白含量。求得直线回归方程为:$\hat{x}_2=6.188441+0.199953x_1，n=19，r=0.82031$，检验该直线回归方程是否有显著性意义的统计学结论应该为,$P<0.001$,$P>0.05$,$0.01<P<0.05$,$0.005<P<0.01$,A,"answer: right
token: 197, 196, 1
time: 0.2s",,"answer: right
token: 197, 196, 1
time: 0.8s","answer: right
token: 1040, 198, 842
time: 2.7s",,,,,"answer: right
token: 599, 221, 378
time: 8.1s","answer: right
token: 4768, 326, 1
time: 36.3s",
42,___的均数等于方差。,Poisson分布,二项分布,正态分布,对数正态分布,A,"answer: right
token: 82, 81, 1
time: 0.2s",,"answer: right
token: 82, 81, 1
time: 1.3s","answer: right
token: 77, 76, 1
time: 0.7s",,,,,"answer: right
token: 99, 95, 4
time: 2.5s","answer: right
token: 419, 226, 1
time: 1.9s",
43,统计中所说的总体是指:,根据时间划分的研究对象的全体,根据研究目的而确定的同质的个体之全部,随意想象的研究对象的全体,根据地区划分的研究对象的全体,B,"answer: right
token: 107, 106, 1
time: 0.2s",,"answer: right
token: 107, 106, 1
time: 0.5s","answer: right
token: 93, 92, 1
time: 0.7s",,,,,"answer: right
token: 141, 137, 4
time: 3.0s","answer: right
token: 560, 241, 1
time: 3.0s",
44,成组设计的方差分析中，必然有,$S S_{\text {组内 }}<S S_{\text {组间 }}$,$M S_{\text {组内 }}<M S_{\text {组间 }}$,$M S_{\text {总 }}=M S_{\text {组内 }}+M S_{\text {组间 }}$,$S S_{\text {总 }}=S S_{\text {组内 }}+S S_{\text {组间 }}$,D,"answer: right
token: 168, 167, 1
time: 0.3s",,"answer: right
token: 168, 167, 1
time: 1.8s","answer: right
token: 152, 151, 1
time: 0.9s",,,,,"answer: right
token: 194, 190, 4
time: 3.3s","answer: right
token: 677, 298, 1
time: 3.3s",
45,习惯上，下列属于小概率事件的为:,P=0.10,P=0.03,P=0.15,P=0.09,B,"answer: right
token: 94, 93, 1
time: 0.2s",,"answer: right
token: 94, 93, 1
time: 0.8s","answer: right
token: 92, 91, 1
time: 1.1s",,,,,"answer: right
token: 105, 101, 4
time: 2.6s","answer: right
token: 487, 236, 1
time: 2.6s",
46,统计工作的基本步骤是:,收集、审核、整理、分析资料,设计、调查、审核、整理资料,设计、搜集、整理、分析资料,调查、审核、整理、分析资料,C,"answer: right
token: 105, 104, 1
time: 0.3s",,"answer: right
token: 105, 104, 1
time: 0.5s","answer: right
token: 98, 97, 1
time: 0.8s",,,,,"answer: right
token: 137, 133, 4
time: 4.4s","answer: right
token: 732, 249, 1
time: 4.1s",
47,以下关于可信区间，正确的是,可信区间包含可信区间上下限两个值,可信区间的确切含义是指有 (1-a) 的可能认为计算出的可信区间包含了总体参数,可信区间是包含末知总体参数的一个范围,可信区间的确切含义也可理解是总体参数落在该范围的可能性为 $1-\alpha$,B,"answer: wrong (C)
token: 135, 134, 1
time: 0.2s",,"answer: wrong (C)
token: 135, 134, 1
time: 1.1s","answer: wrong (C)
token: 133, 132, 1
time: 1.1s",,,,,"answer: right
token: 193, 189, 4
time: 3.5s","answer: right
token: 2070, 283, 1
time: 12.8s",
48,关于假设检验，以下不对的是,当根据样本作出的结论是拒绝 $H_0$ 时，只可能犯 I 型错误，不可能犯 II 型错误,当根据样本作出的结论是接受 $H_0$ 时，只可能犯 II 型错误，不可能犯 I 型错误,以上均不对,根据样本统计量作出的推断结论具有概率性，因此其结论有可能出现判断错误,C,"answer: wrong (B)
token: 153, 152, 1
time: 0.2s",,"answer: right
token: 153, 152, 1
time: 0.6s","answer: right
token: 140, 139, 1
time: 1.0s",,,,,"answer: wrong (A)
token: 578, 212, 366
time: 11.1s","answer: right
token: 1230, 293, 1
time: 8.1s",
49,SIR 为：,实际死亡数/预期死亡数,预期发病数/实际发病数,预期死亡数/实际死亡数,实际发病数/预期发病数,D,"answer: wrong (A)
token: 99, 98, 1
time: 0.2s",,"answer: wrong (A)
token: 99, 98, 1
time: 1.0s","answer: wrong (C)
token: 95, 94, 1
time: 0.7s",,,,,"answer: right
token: 125, 121, 4
time: 3.6s","answer: right
token: 516, 240, 1
time: 2.4s",
50,适合分析糖尿病人的血糖水平与胰岛素水平之间关系的方法是,配对比较的$t$检验,$x^2$检验,成组比较的t检验,相关分析或回归分析,D,"answer: right
token: 102, 101, 1
time: 0.4s",,"answer: right
token: 102, 101, 1
time: 0.7s","answer: right
token: 97, 96, 1
time: 0.8s",,,,,"answer: right
token: 137, 133, 4
time: 3.0s","answer: right
token: 480, 251, 1
time: 2.7s",
51,对于满足参数检验条件的数值变量资料，如果采用秩和检验，则,第一类错误率增大,第一类错误率减小,第二类错误率增大,第二类错误率减小,C,"answer: right
token: 100, 99, 1
time: 0.2s",,"answer: right
token: 100, 99, 1
time: 0.7s","answer: right
token: 94, 93, 1
time: 0.7s",,,,,"answer: wrong (A)
token: 277, 129, 148
time: 6.9s","answer: right
token: 649, 244, 1
time: 4.2s",
52,Ridit分析属于:,参数检验,秩和检验,非参数检验,描述性分析,C,"answer: right
token: 84, 77, 7
time: 0.3s",,"answer: right
token: 78, 77, 1
time: 0.5s","answer: right
token: 74, 73, 1
time: 0.7s",,,,,"answer: right
token: 98, 94, 4
time: 3.1s","answer: right
token: 436, 223, 1
time: 2.6s",
53,下面可用来说明均数抽样误差大小的是,$\sigma_{\bar{X}}$,$\sigma$,$\mathrm{CV}$,$\mathrm{S}$,A,"answer: right
token: 91, 90, 1
time: 0.4s",,"answer: right
token: 91, 90, 1
time: 0.7s","answer: right
token: 88, 87, 1
time: 0.7s",,,,,"answer: right
token: 118, 114, 4
time: 2.5s","answer: right
token: 447, 232, 1
time: 3.2s",
54,两因素之间有显著性的交互作用，意味着,一个因素的各水平对实验结果的影响随另一个因素水平的改变而改变,因素 $A$ 的作用随因素 $B$ 的作用变化而变化,因素 A 的作用随因素 $B$ 的作用减弱而减弱,因素 $\mathrm{A}$ 的作用随因素 $\mathrm{B}$ 的作用增强而增强,B,"answer: wrong (A)
token: 144, 143, 1
time: 0.2s",,"answer: wrong (A)
token: 144, 143, 1
time: 1.4s","answer: wrong (A)
token: 138, 137, 1
time: 0.9s",,,,,"answer: wrong (A)
token: 210, 206, 4
time: 5.5s","answer: wrong (A)
token: 682, 286, 1
time: 3.5s",
55,在正态总体中随机抽样， $|\bar{X}-\mu| \geq$ 的概率为 $5 \%$ 。,$1.96 \sigma_{\bar{X}}$,2.58,$1.96 \sigma$,$t_{0.05} S$,A,"answer: right
token: 123, 122, 1
time: 0.2s",,"answer: right
token: 123, 122, 1
time: 0.7s","answer: right
token: 117, 116, 1
time: 0.8s",,,,,"answer: right
token: 142, 138, 4
time: 3.4s","answer: right
token: 841, 257, 1
time: 5.6s",
56,要比较的两组数值型资料呈明显偏态分布， $n_1， n_2$ 均小于 30 ，且经统计检验 $\sigma_1^2 \neq \sigma_2^2$，此时宜采用哪种检验方法?,秩和检验,$t$ 检验,$t^{\prime}$ 检验,$u$ 检验,A,"answer: right
token: 147, 146, 1
time: 0.2s",,"answer: right
token: 147, 146, 1
time: 0.9s","answer: right
token: 133, 132, 1
time: 0.8s",,,,,"answer: wrong (B)
token: 489, 171, 318
time: 7.4s","answer: right
token: 3569, 282, 1
time: 25.6s",
57,关于可信区间和假设检验，不正确的是,以上结论均不对,可信区间可回答假设检验的问题,可信区间用于说明量的大小，假设检验用于推断质的不同,可信区间比假设检验可提供更多的信息,A,"answer: right
token: 112, 111, 1
time: 0.2s",,"answer: right
token: 112, 111, 1
time: 0.7s","answer: wrong (B)
token: 104, 103, 1
time: 0.6s",,,,,"answer: wrong (B)
token: 380, 148, 232
time: 6.6s","answer: right
token: 1040, 255, 1
time: 7.5s",
58,各年龄组人口数和死亡率资料均有，最好用方法计算标化死亡率。,等比法,间接法,直接法,倒求法,C,"answer: right
token: 101, 95, 6
time: 0.3s",,"answer: right
token: 96, 95, 1
time: 1.2s","answer: right
token: 90, 89, 1
time: 0.7s",,,,,"answer: right
token: 117, 113, 4
time: 2.4s","answer: right
token: 836, 240, 1
time: 5.5s",
