,Question,A,B,C,D,Answer,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5,Grok 4.1 Fast Reasoning,Grok 4.1 Fast Non Reasoning
17,城市市区人口尤其是大城市市区人口郊区化、大城市外围卫星城镇布局分散化的城镇化，被称为,同步城镇化,逆城镇化,滞后城镇化,过度城镇化,B,"answer: right
token: 102, 97, 5
time: 0.2s",,,,,,,,,"answer: right
token: 568, 247, 1
time: 3.0s",
18,由于在一定社会经济结构中所处的地位不同，其中一个集团能够占有另一个集团的劳动，这样的集团被称为,阶层,阶级,社会分层,等级,B,"answer: right
token: 101, 100, 1
time: 0.2s",,,,,,,,,"answer: right
token: 442, 240, 1
time: 2.5s",
19,不属于社区构成要素的是,经济,政治,区位,人口,B,"answer: wrong (C)
token: 76, 75, 1
time: 0.2s",,,,,,,,,"answer: right
token: 1967, 221, 1
time: 14.9s",
20,以成员的互动关系特征为标准，可以把群体分为,初级群体和次级群体,成员群体和参照群体,内群体和外群体,正式群体和非正式群体,A,"answer: right
token: 100, 99, 1
time: 0.2s",,,,,,,,,"answer: right
token: 521, 244, 1
time: 2.6s",
21,美国社会学家特纳提出了两种形式的社会流动，即,结构流动和自由流动,竞争式流动和赞助式流动,垂直流动和水平流动,代内流动和代际流动,B,"answer: wrong (C)
token: 106, 105, 1
time: 0.2s",,,,,,,,,"answer: right
token: 497, 247, 1
time: 2.6s",
22,在文化的结构中，一辆马车是,文化特质,文化集丛,文化模式,文化特性,A,"answer: right
token: 85, 80, 5
time: 0.3s",,,,,,,,,"answer: wrong (B)
token: 878, 228, 1
time: 5.9s",
23,最早提出“社会控制”一词并加以阐述的社会学家是,帕克,库利,罗斯,米德,C,"answer: right
token: 93, 87, 6
time: 0.3s",,,,,,,,,"answer: right
token: 494, 232, 1
time: 2.8s",
24,属于学校教育的潜功能的是,文凭功能,社会选择功能,社会控制功能,传播知识功能,C,"answer: right
token: 90, 83, 7
time: 0.3s",,,,,,,,,"answer: right
token: 1735, 228, 1
time: 14.1s",
25,规范社会秩序和管理公共事务这两个方面的功能集中体现于,经济制度,教育制度,政治制度,宗教制度,C,"answer: right
token: 95, 89, 6
time: 0.3s",,,,,,,,,"answer: right
token: 427, 231, 1
time: 2.0s",
26,我国社会学界大都将家庭生命周期分为六个阶段，其中从最后一个孩子出生之日起到第一个孩子离家之前，被称为,继续抚育阶段,家庭扩展阶段,家庭建立阶段,家庭收缩阶段,A,"answer: right
token: 115, 107, 8
time: 0.3s",,,,,,,,,"answer: right
token: 897, 251, 1
time: 5.8s",
27,中国的城镇化应该建立以大城市为领导，以中等城市为骨干，以各类小城镇为基础的多层次、多功能的网络系统，这种观点属于,均衡发展论,大中城市论,多元模式论,小城镇重点论,A,"answer: wrong (B)
token: 119, 112, 7
time: 0.3s",,,,,,,,,"answer: wrong (B)
token: 1134, 252, 1
time: 7.3s",
28,在社会学的功能中，那些为了解和掌握发生了什么事、什么情况而进行的探索性研究是,解释性功能,预测性功能,描述性功能,规范性功能,C,"answer: right
token: 106, 100, 6
time: 0.3s",,,,,,,,,"answer: right
token: 601, 243, 1
time: 3.4s",
29,功能上互相整合的一组文化特质，它们结合起来共同发挥一项功能，以满足人的某种需要，这些文化特质就组成一个,文化集丛,文化特性,文化功能,文化模式,A,"answer: right
token: 101, 100, 1
time: 0.3s",,,,,,,,,"answer: right
token: 626, 247, 1
time: 3.8s",
30,下列手段中属于制度化社会控制的是,习俗控制,宗教控制,道德控制,社会舆论监督,B,"answer: wrong (D)
token: 92, 85, 7
time: 0.2s",,,,,,,,,"answer: wrong (D)
token: 1784, 230, 1
time: 14.7s",
31,上代人对下代人的文化传递和教化过程是,正向社会化,反向社会化,重新社会化,基本社会化,A,"answer: right
token: 89, 88, 1
time: 0.2s",,,,,,,,,"answer: wrong (D)
token: 1306, 236, 1
time: 10.0s",
32,学校为了促使学生努力学习，建立奖学金、跳级等激励机制来奖励学习成绩优秀的学生，同时也鼓励其他学生迎头赶上，这属于,积极性控制,非制度化控制,消极性控制,制度化控制,A,"answer: wrong (D)
token: 119, 112, 7
time: 0.4s",,,,,,,,,"answer: wrong (D)
token: 2503, 255, 1
time: 20.2s",
33,根据韦伯对合法统治的分类，世袭制属于,传统型,魅力型,法理型,法治型,A,"answer: right
token: 90, 89, 1
time: 0.2s",,,,,,,,,"answer: right
token: 488, 232, 1
time: 2.7s",
34,根据埃里克森对个人心理成长历程的划分，18—30岁属于,成年期,青年期,成年早期,成熟期,C,"answer: right
token: 99, 94, 5
time: 0.3s",,,,,,,,,"answer: right
token: 711, 236, 1
time: 3.8s",
35,就全球化的发展进程看，从 15 世纪末期到 18 世纪中期属于,增强阶段,开始阶段,萌芽阶段,起飞阶段,C,"answer: right
token: 106, 99, 7
time: 0.3s",,,,,,,,,"answer: right
token: 680, 240, 1
time: 4.5s",
36,1979年，全国哲学社会科学规划会议筹备处在北京召开“社会学座谈会”，共同探讨社会学的恢复和重建问题。在座谈会上，代表党中央为社会学正名的是,邓小平,费孝通,赵紫阳,胡乔木,A,,,,,,,,,,"answer: wrong (D)
token: 646, 261, 1
time: 3.8s",
37,在《仁学》一书中首次提出“社会学”名称的是,严复,谭嗣同,章太炎,康有为,B,"answer: right
token: 97, 90, 7
time: 0.3s",,,,,,,,,"answer: right
token: 567, 235, 1
time: 4.0s",
38,在自然资源的分类中，天然气属于,替代资源,环境资源,矿产资源,生物资源,C,"answer: right
token: 90, 83, 7
time: 0.3s",,,,,,,,,"answer: right
token: 479, 227, 1
time: 2.4s",
39,“组织平衡理论”认为，组织的存在和成功取决于两个因素之间的平衡关系，即,组织制度与社会文化,组织成员的贡献与满足,组织目标与成员需要,组织与环境,B,"answer: right
token: 105, 104, 1
time: 0.3s",,,,,,,,,"answer: right
token: 582, 247, 1
time: 3.5s",
40,属于人群类别的是,训练的军队士兵,消费者协会,看热闹的人群,工会组织的旅游团,C,"answer: right
token: 96, 88, 8
time: 0.3s",,,,,,,,,"answer: right
token: 506, 229, 1
time: 3.2s",
41,对涉及人们最基本的社会生活需求的各个具体领域实现控制的形式是,微观控制,习俗控制,外在控制,制度化控制,A,"answer: wrong (D)
token: 96, 89, 7
time: 0.2s",,,,,,,,,"answer: wrong (D)
token: 569, 237, 1
time: 3.3s",
42,美国社会学家布劳和邓肯提出了一个美国社会中的,地位获得模式,社会流动模式,社会分层模式,社会阶级模式,A,"answer: right
token: 96, 95, 1
time: 0.2s",,,,,,,,,"answer: right
token: 473, 237, 1
time: 2.4s",
43,认为人类社会由工业社会进入信息社会是一个重要转折的论点是,风险社会论,工业社会论,后工业社会论,信息社会论,D,"answer: wrong (C)
token: 103, 96, 7
time: 0.3s",,,,,,,,,"answer: right
token: 1213, 241, 1
time: 9.4s",
44,“吃饭不是文化，吃什么、怎样吃才是文化”，指的是文化的,累积性,习得性,创造性,共享性,B,"answer: right
token: 95, 89, 6
time: 0.3s",,,,,,,,,"answer: wrong (D)
token: 622, 234, 1
time: 4.6s",
45,本源制度包括,思想文化制度,政治制度,教育科学制度,婚姻家庭制度,D,"answer: right
token: 84, 83, 1
time: 0.2s",,,,,,,,,"answer: wrong (B)
token: 2135, 225, 1
time: 17.2s",
46,常见的恐怖活动形式之一是,黑社会,民族主义,极左翼,劫持飞机,B,"answer: wrong (D)
token: 90, 84, 6
time: 0.2s",,,,,,,,,"answer: wrong (D)
token: 510, 227, 1
time: 2.8s",
47,以下不属于偏差行为负功能的是,损害个人和社会的利益,干扰正常的社会生活秩序,减弱他人遵从规范的意愿,加强社会团结,D,"answer: right
token: 94, 93, 1
time: 0.2s",,,,,,,,,"answer: right
token: 480, 240, 1
time: 2.4s",
48,通过收集现存的以文字、数字、符号、画面等信息形式出现的文献资料，分析和探讨各种个人与社会的关系及社会现象的一种研究方法，被称做,问卷调查,实地研究,社会实验,非介入性研究,D,"answer: right
token: 121, 113, 8
time: 0.3s",,,,,,,,,"answer: right
token: 603, 257, 1
time: 3.4s",
49,认为社会分层是社会不平等的体现，是社会运行过程的需要，这是社会分层理论流派中的,冲突论,功能论,进化论,交换论,B,"answer: right
token: 105, 100, 5
time: 0.3s",,,,,,,,,"answer: right
token: 610, 243, 1
time: 3.6s",
50,在组织管理的研究中，科学管理理论的主要代表人物是,泰罗,梅约,巴纳德,摩尔斯,A,"answer: right
token: 87, 86, 1
time: 0.2s",,,,,,,,,"answer: right
token: 424, 231, 1
time: 2.0s",
51,社会学成为一门独立学科后，始终是以社会调查研究所取得的经验知识作为学科发展基础的，这是社会学的,整体性特征,综合性特征,应用性特征,实证性特征,D,"answer: right
token: 111, 105, 6
time: 0.2s",,,,,,,,,"answer: right
token: 540, 249, 1
time: 2.9s",
52,在美国社会学发展史上，对世界社会学发展最具影响力的首推,芝加哥学派,结构学派,结构功能学派,功能学派,A,"answer: right
token: 95, 94, 1
time: 0.3s",,,,,,,,,"answer: right
token: 737, 241, 1
time: 4.8s",
53,吴某原是一名返城知青，后进厂当了工人，现下岗开了一家饭馆，收入颇丰。吴某完成的社会流动是,结构流动,垂直流动,水平流动,代际流动,B,"answer: right
token: 118, 111, 7
time: 0.4s",,,,,,,,,"answer: right
token: 664, 254, 1
time: 4.7s",
54,按照社会变迁的人为参与和控制程度，社会变迁可以分为,整体变迁与局部变迁,自发变迁与有计划变迁,社会进步与社会倒退,社会改革与社会革命,B,"answer: right
token: 105, 104, 1
time: 0.2s",,,,,,,,,"answer: right
token: 490, 253, 1
time: 2.1s",
55,在社会制度的构成要素中，社会制度运行的物质基础是,组织要素,设备要素,价值要素,规范要素,B,"answer: right
token: 92, 87, 5
time: 0.2s",,,,,,,,,"answer: right
token: 558, 232, 1
time: 3.1s",
56,在美国社会学发展史上，对世界社会学发展最具影响力的，首推,牛津学派,芝加哥学派,哥伦比亚学派,哈佛学派,B,"answer: right
token: 109, 100, 9
time: 0.3s",,,,,,,,,"answer: right
token: 615, 245, 1
time: 3.7s",
57,属于教育制度的显功能的是,文凭功能,吸收剩余劳动力的功能,缩小收入差距的功能,社会控制功能,A,"answer: right
token: 88, 87, 1
time: 0.2s",,,,,,,,,"answer: right
token: 621, 231, 1
time: 4.5s",
58,在组织管理的研究中，组织行为理论的主要代表人物是,法约尔,洛斯奇,巴纳德,摩尔斯,C,"answer: right
token: 94, 88, 6
time: 0.3s",,,,,,,,,"answer: right
token: 886, 233, 1
time: 6.3s",
59,1838年在《实证哲学教程》中首次提出社会学概念的思想家是,马克思,孔德,涂尔干,斯宾塞,B,"answer: right
token: 97, 96, 1
time: 0.2s",,,,,,,,,"answer: right
token: 445, 237, 1
time: 1.9s",
60,韦伯主张从三项标准来进行社会分层，即,经济、政治和教育,政治、文化和教育,经济、政治和文化,经济、政治和社会,D,"answer: wrong (C)
token: 107, 98, 9
time: 0.3s",,,,,,,,,"answer: right
token: 1020, 238, 1
time: 7.9s",
61,在社区研究中，全貌研究就是,把社区视为人类聚居生活的特殊的空间现象,分析“社会”和“社区”两种对立的社会联系形式的类型,综合性的记录调查，较少理论分析,描述社区的各个不同部分并解释这些不同部分的相互关系,D,"answer: right
token: 120, 119, 1
time: 0.3s",,,,,,,,,"answer: right
token: 651, 263, 1
time: 3.4s",
62,介于农村社区和城市社区之间的中间形态是,城镇社区,集镇社区,村落社区,乡镇社区,B,"answer: wrong (A)
token: 88, 87, 1
time: 0.2s",,,,,,,,,"answer: right
token: 851, 232, 1
time: 6.0s",
63,明确指出：“社会学是指这样一门学科，即它以解释的方式来理解社会行动”的学者是,马克思,韦伯,孔德,斯宾塞,B,"answer: right
token: 97, 96, 1
time: 0.2s",,,,,,,,,"answer: right
token: 523, 241, 1
time: 2.8s",
64,人在成年以后的社会化，被称为,基本社会化,次级社会化,继续社会化,再社会化,C,"answer: right
token: 90, 84, 6
time: 0.2s",,,,,,,,,"answer: wrong (B)
token: 673, 231, 1
time: 4.1s",
65,使个人改变以前的知识结构、价值标准和行为模式，建立起新的、符合社会要求和新的形势需要的知识结构、价值标准和行为模式的过程，被称为,反社会化,再社会化,继续社会化,正向社会化,B,"answer: right
token: 108, 107, 1
time: 0.2s",,,,,,,,,"answer: right
token: 548, 258, 1
time: 2.6s",
66,文化冲突的根源除了民族性之外，更有,地域性,国家性,阶级性,阶层性,C,"answer: wrong (D)
token: 94, 87, 7
time: 0.3s",,,,,,,,,"answer: right
token: 589, 231, 1
time: 3.6s",
67,提出亚文化再生产机制，即劳工阶层的子女是如何再次成为劳工的社会学家是,布迪厄,伊利奇,涂尔干,威利斯,D,"answer: right
token: 105, 98, 7
time: 0.3s",,,,,,,,,"answer: right
token: 475, 242, 1
time: 2.9s",
68,以问题表格形式向被调查者收集相关资料的定量研究方法被称为,介入性研究,实地研究,社会实验,问卷调查,D,"answer: right
token: 94, 89, 5
time: 0.2s",,,,,,,,,"answer: right
token: 401, 237, 1
time: 1.9s",
69,表现在劳动者身上的以劳动者数量和质量表示的资源，被称为,人际资源,人口资源,劳动资源,人力资源,D,"answer: right
token: 90, 86, 4
time: 0.3s",,,,,,,,,"answer: wrong (C)
token: 707, 234, 1
time: 4.5s",
70,法律的特征表现在公正性和,强制性,公开性,公平性,惩罚性,A,"answer: right
token: 85, 84, 1
time: 0.2s",,,,,,,,,"answer: right
token: 675, 226, 1
time: 4.5s",
71,社会问题往往不是单个独立地出现，而是呈群状出现，这是社会问题的,特殊性,复杂性,集群性,普遍性,C,"answer: right
token: 105, 98, 7
time: 0.2s",,,,,,,,,"answer: right
token: 369, 235, 1
time: 1.8s",
72,被严复翻译成中文《群学肄言》的社会学著作是斯宾塞的,《社会学原理》,《社会静力学》,《社会学研究》,《伦理学原理》,C,"answer: wrong (B)
token: 112, 104, 8
time: 0.3s",,,,,,,,,"answer: right
token: 570, 245, 1
time: 2.8s",
73,内群体和外群体的分类标准是,群体习惯,对群体的心理归属,成员所在的群体,成员的互动关系,B,"answer: right
token: 92, 86, 6
time: 0.3s",,,,,,,,,"answer: right
token: 488, 233, 1
time: 2.8s",
74,为了追求社会鼓励的目标，采用了不被社会认可的手段，甚至是违法的手段，这种偏差行为称之为,创新,反叛,形式主义,退缩主义,A,"answer: right
token: 97, 96, 1
time: 0.2s",,,,,,,,,"answer: right
token: 474, 241, 1
time: 2.7s",
75,以从事各种非农业生产为谋生手段的具有一定规模的人口所构成的异质性较高的地域性生活共同体，被称为,集镇社区,非农社区,小城镇,城市社区,D,"answer: right
token: 111, 104, 7
time: 0.3s",,,,,,,,,"answer: right
token: 688, 247, 1
time: 4.3s",
76,实现知识内化与积累，达到社会化目标的根本途径是,社会观察,社会实践,社会活动,社会规范,B,"answer: right
token: 94, 88, 6
time: 0.2s",,,,,,,,,"answer: right
token: 552, 234, 1
time: 3.0s",
77,组织平衡论的提出者是,泰罗,梅约,麦克雷戈,巴纳德,D,"answer: right
token: 90, 84, 6
time: 0.2s",,,,,,,,,"answer: right
token: 429, 227, 1
time: 2.4s",
78,关于社会制度的基本特征，表述正确的是,社会制度不存在差异性,社会制度的核心是文化观念,社会制度是人格化的权威力量,社会制度具有抑扬性,D,"answer: wrong (B)
token: 101, 100, 1
time: 0.3s",,,,,,,,,"answer: right
token: 968, 244, 1
time: 7.0s",
79,要把社会问题的防治放在全球环境中进行考察，这是社会问题防治的,整体性思想,全球性思想,长期性思想,全局性思想,B,"answer: right
token: 99, 98, 1
time: 0.2s",,,,,,,,,"answer: right
token: 433, 237, 1
time: 2.5s",
80,人们在转换工作过程中导致的失业称为,结构性失业,周期性失业,摩擦性失业,季节性失业,C,"answer: right
token: 97, 89, 8
time: 0.5s",,,,,,,,,"answer: right
token: 400, 231, 1
time: 2.0s",
81,在社区研究中，全貌研究就是,描述社区的各个不同部分并解释这些不同部分的相互关系。,把社区视为人类聚居生活的特殊的空间现象。,分析“社会”和“社区”两种对立的社会联系形式的类型。,综合性的记录调查，较少理论分析。,A,"answer: right
token: 120, 119, 1
time: 0.2s",,,,,,,,,"answer: right
token: 648, 263, 1
time: 4.2s",
82,“镜中之我”理论的提出者是,加芬克尔,米德,戈夫曼,库利,D,"answer: right
token: 84, 83, 1
time: 0.2s",,,,,,,,,"answer: right
token: 453, 231, 1
time: 2.2s",
83,拒绝社会提供的目标，但仍然以符合社会规范的手段行事，这种偏差行为是,创新,退缩主义,形式主义,反叛,C,"answer: right
token: 100, 94, 6
time: 0.3s",,,,,,,,,"answer: right
token: 432, 236, 1
time: 2.1s",
84,成人教育这种过程属于,基本社会化,再社会化,反社会化,发展社会化,D,"answer: wrong (B)
token: 83, 78, 5
time: 0.2s",,,,,,,,,"answer: wrong (B)
token: 635, 228, 1
time: 3.6s",
85,在老师指导下的大学生实地研究属于,自发性合作,契约式合作,传统合作,指导性合作,D,"answer: right
token: 93, 85, 8
time: 0.3s",,,,,,,,,"answer: right
token: 440, 230, 1
time: 2.4s",
86,以与社会主流或主导文化所不同的文化表现出来的偏差行为，被称为,偏差文化,偏差行动,偏差习惯,偏差心理,A,"answer: right
token: 96, 95, 1
time: 0.2s",,,,,,,,,"answer: right
token: 473, 234, 1
time: 2.5s",
87,缓解和解决我国当代社会问题的根本途径是,完善社会保障制度。,改革上层建筑和意识形态。,解放和发展生产力。,发展科学技术。,C,"answer: right
token: 97, 90, 7
time: 0.3s",,,,,,,,,"answer: right
token: 537, 237, 1
time: 3.1s",
88,历代相沿积久而成的被人们普遍遵守的行为模式，是,法律,宗教,道德,习俗,D,"answer: right
token: 92, 88, 4
time: 0.2s",,,,,,,,,"answer: right
token: 482, 231, 1
time: 2.8s",
89,以下选项中不属于偏差性社会问题的是,毒品问题,食品安全问题,腐败问题,自杀问题,C,"answer: wrong (B)
token: 88, 87, 1
time: 0.2s",,,,,,,,,"answer: wrong (B)
token: 459, 230, 1
time: 2.7s",
90,因不被社会所认可而表现出来的偏差行为，被称为,偏差文化,偏差行动,偏差心理,偏差习惯,D,"answer: wrong (A)
token: 93, 92, 1
time: 0.2s",,,,,,,,,"answer: wrong (B)
token: 1726, 232, 1
time: 13.0s",
91,文化的整合功能包括价值整合、规范整合和,关系整合,符号整合,结构整合,功能整合,C,"answer: right
token: 87, 82, 5
time: 0.2s",,,,,,,,,"answer: wrong (B)
token: 564, 229, 1
time: 8.7s",
92,由个人努力、偶然的机遇等而导致的社会流动是,垂直流动,自由流动,结构性流动,水平流动,B,"answer: right
token: 93, 88, 5
time: 0.2s",,,,,,,,,"answer: right
token: 1505, 232, 1
time: 12.6s",
93,常人方法学的创始人是,戈夫曼,加芬克尔,库利,米德,B,"answer: right
token: 82, 81, 1
time: 0.2s",,,,,,,,,"answer: right
token: 419, 227, 1
time: 2.0s",
94,在社会问题研究的理论中，认为不存在客观意义上的社会问题的理论是,社会建构理论,社会解组理论,行为偏差理论,文化冲突理论,A,"answer: right
token: 96, 95, 1
time: 0.2s",,,,,,,,,"answer: right
token: 494, 239, 1
time: 2.5s",
95,低于维持身体有效活动最低生存指标的贫困状态，被称为,物质贫困,相对贫困,绝对贫困,精神贫困,C,"answer: right
token: 95, 89, 6
time: 0.3s",,,,,,,,,"answer: right
token: 425, 232, 1
time: 2.4s",
96,自然灾害的特征是,潜在性、突发性和无限性,潜在性、突发性和有限性,显在性、突发性和无限性,显在性、突发性和有限性,B,"answer: right
token: 103, 102, 1
time: 0.2s",,,,,,,,,"answer: right
token: 1464, 246, 1
time: 10.4s",
97,社会学在中国的传播和发展过程中，1891年，康有为在教学大纲分类学科中提出了,群学,人学,社会学,仁学,A,"answer: right
token: 99, 98, 1
time: 0.3s",,,,,,,,,"answer: right
token: 646, 241, 1
time: 4.4s",
98,社会制度的形成，有一种途径是自发形成，即,民俗—民德—制度,民德—法律—制度,民俗—法律—制度,民德—民俗—制度,A,"answer: right
token: 106, 105, 1
time: 0.3s",,,,,,,,,"answer: right
token: 593, 248, 1
time: 4.1s",
99,研究者在某种程度上置身于观察对象的环境和社会活动中，使自己成为被研究群体中一员，这种观察方法被称为,文献研究,社会实验,参与观察,问卷调查,C,"answer: right
token: 104, 103, 1
time: 0.2s",,,,,,,,,"answer: right
token: 389, 245, 1
time: 1.4s",
100,社会学研究应该在回答“将会怎样”的基础上，进一步回答“应该怎样”的问题，这指的是社会学的,预测性功能,规范性功能,解释性功能,描述性功能,B,"answer: right
token: 111, 104, 7
time: 0.2s",,,,,,,,,"answer: right
token: 553, 245, 1
time: 3.4s",
101,由一群人所共同认可的、有意义地代表其自身以外的别的事物的东西，被称为,符号,语言,语法,词汇,A,"answer: right
token: 88, 87, 1
time: 0.3s",,,,,,,,,"answer: right
token: 439, 236, 1
time: 2.0s",
102,人们有意识地规划并在较短时间内实现的社会局部调整或全面改良的过程，被称为,社会革命,社会改良,社会进步,社会改革,D,"answer: right
token: 99, 93, 6
time: 0.3s",,,,,,,,,"answer: right
token: 610, 239, 1
time: 3.3s",
103,炫耀性消费理论是由（ ）提出的。,凡勃伦,涂尔干,韦伯,鲍德里亚,D,"answer: wrong (A)
token: 90, 89, 1
time: 0.2s",,,,,,,,,"answer: wrong (A)
token: 421, 231, 1
time: 6.3s",
104,第二次世界大战后，社会学理论逐步走向多元化，其中包括舒茨的,社会批判理论,沟通理论,现象学社会学理论,结构化理论,C,"answer: right
token: 98, 97, 1
time: 0.2s",,,,,,,,,"answer: right
token: 444, 240, 1
time: 2.2s",
105,根据美国社会学家特纳的分析，任命某人某项荣誉称号，属于,垂直流动,赞助式流动,代内流动,结构性流动,B,"answer: right
token: 104, 96, 8
time: 0.3s",,,,,,,,,"answer: right
token: 527, 239, 1
time: 3.2s",
106,教育制度的潜功能体现在,实现社会化的功能,缩小收入差距的功能,文凭功能,传授知识与科学技术的功能,B,"answer: wrong (A)
token: 87, 86, 1
time: 0.2s",,,,,,,,,"answer: wrong (C)
token: 683, 233, 1
time: 5.0s",
107,英国城市学家霍华德提出，应该兼有城市和乡村各自的优点，城乡交融和群体组合型城市，这种城市理论被称为,区域整体发展理论,组合城市,田园城市,城市集中发展理论,C,"answer: right
token: 114, 109, 5
time: 0.3s",,,,,,,,,"answer: right
token: 518, 253, 1
time: 2.7s",
108,两种文化之间互相沟通、采借、冲突与融合的过程，被称为,文化比较,文化交往,文化濡化,文化交流,D,"answer: wrong (C)
token: 93, 87, 6
time: 0.2s",,,,,,,,,"answer: right
token: 951, 236, 1
time: 6.3s",
109,社会制度或社会政策失调诱发的社会问题，被称为,结构性问题,政治性问题,制度性问题,规范性问题,A,"answer: right
token: 91, 90, 1
time: 0.2s",,,,,,,,,"answer: wrong (C)
token: 611, 235, 1
time: 3.6s",
110,用表演和比喻来说明日常生活中人与人之间相互作用的互动理论是,符号互动论,常人方法学,拟剧论,自我理论,C,"answer: right
token: 103, 96, 7
time: 0.2s",,,,,,,,,"answer: right
token: 477, 240, 1
time: 2.3s",
111,为了使组织更有效地实现它的目标，必需使组织的结构和过程科学化和合理化，这种观点来自于,科学管理理论,人际关系理论,组织行为理论,权变理论,A,"answer: right
token: 102, 101, 1
time: 0.2s",,,,,,,,,"answer: right
token: 500, 245, 1
time: 2.5s",
112,由父母和多对已婚子女以及孙（外孙）子女组成的家庭，被称为,联合家庭,核心家庭,主干家庭,完全家庭,A,"answer: right
token: 95, 94, 1
time: 1.3s",,,,,,,,,"answer: right
token: 522, 238, 1
time: 2.9s",
