,Question,A,B,C,D,Answer,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5
45,2019年1月12日，中国天文学会和北京天文馆在京联合宣布启动国际天文学联合会（IAU）发起的“同一天空下”全球天文行动（中国大陆地区），以纪念IAU成立多少周年,60,200,80,100,D,"answer: right
token: 131, 125, 6
time: 0.3s",,"answer: right
token: 126, 125, 1
time: 2.7s","answer: wrong (C)
token: 126, 125, 1
time: 0.6s",,,"answer: right
token: 155, 151, 4
time: 2.4s","answer: right
token: 155, 151, 4
time: 0.8s","answer: right
token: 155, 151, 4
time: 1.7s"
46,2017年6月15日，硬X射线调制望远镜在酒泉卫星发射中心发射升空，弥补了我国空间X射线探测的空白，这个望远镜名字是,悟空,墨子,天眼,慧眼,D,"answer: right
token: 125, 120, 5
time: 0.3s",,"answer: right
token: 121, 120, 1
time: 8.3s","answer: right
token: 112, 111, 1
time: 0.6s",,,"answer: right
token: 147, 143, 4
time: 2.2s","answer: right
token: 147, 143, 4
time: 1.4s","answer: right
token: 147, 143, 4
time: 2.9s"
47,设天顶距为z，在远离地平圈的天区，大气消光量近似正比于,cosz,1/cosz,1/tanz,sinz,B,"answer: right
token: 96, 95, 1
time: 0.2s",,"answer: right
token: 96, 95, 1
time: 2.7s","answer: right
token: 94, 93, 1
time: 0.6s",,,"answer: right
token: 111, 107, 4
time: 2.3s","answer: right
token: 213, 107, 106
time: 1.5s","answer: right
token: 111, 107, 4
time: 2.4s"
48,以下说法不正确的是,四川稻城的高海拔宇宙线观测站（LHAASO）主要探测宇宙线引发的大气簇射，目标是要探索高能宇宙线起源以及相关的宇宙演化、高能天体演化和暗物质等,2019年4月《天体物理学报通信》上刊登的文章称，根据哈勃空间望远镜的测量数据，宇宙膨胀的速度比科学家根据宇宙大爆炸后轨迹预测的膨胀速度要慢,一项新的研究证实，2019年4月25日LIGO探测到的引力波事件极可能是两个中子星合并的结果，该研究由LIGO及Virgo团队合作完成,019年7月，隼鸟2号第二次成功降落在“龙宫”上采集小行星地下样本，现在已带着珍贵的样本返航，计划于2020年年底返回地球,B,"answer: right
token: 252, 251, 1
time: 0.2s",,"answer: right
token: 252, 251, 1
time: 1.8s","answer: right
token: 253, 252, 1
time: 0.8s",,,"answer: right
token: 665, 367, 298
time: 6.9s","answer: wrong (A)
token: 681, 367, 314
time: 2.9s","answer: right
token: 371, 367, 4
time: 1.7s"
49,三月份日落后不久，你会先看到,春季大三角,秋季四边形,冬季大三角,夏季大三角,C,"answer: wrong (A)
token: 90, 89, 1
time: 0.3s",,"answer: right
token: 90, 89, 1
time: 2.1s","answer: right
token: 82, 81, 1
time: 0.6s",,,"answer: right
token: 109, 105, 4
time: 2.3s","answer: wrong (A)
token: 354, 105, 249
time: 2.6s","answer: right
token: 109, 105, 4
time: 2.7s"
50,对以下说法正确与否的判断为。1.春分日白天的时长为12小时整；2.北半球，夏至日正午的太阳高度全年最高；3.秋分日的真太阳时与地方恒星时时刻差别在10分钟之内；4.在北京，冬至日的日落时刻全年最早,1个正确，3个错误,全部正确,2个正确，2个错误,3个正确，1个错误,A,"answer: wrong (D)
token: 171, 161, 10
time: 0.3s",,"answer: wrong (C)
token: 162, 161, 1
time: 1.3s","answer: wrong (C)
token: 156, 155, 1
time: 0.6s",,,"answer: right
token: 592, 204, 388
time: 9.4s","answer: wrong (D)
token: 668, 204, 464
time: 4.2s","answer: right
token: 642, 204, 438
time: 9.4s"
51,如果一颗周年视差为0.0111角秒的恒星在5年内在星空中移动了0.1个角秒。那么它的切向速度最可能为（）km/s,2.8,8.5,6.1,4.3,B,"answer: right
token: 119, 118, 1
time: 0.2s",,"answer: wrong (D)
token: 119, 118, 1
time: 1.8s","answer: right
token: 117, 116, 1
time: 0.6s",,,"answer: wrong (D)
token: 472, 137, 335
time: 6.9s","answer: wrong (D)
token: 396, 137, 259
time: 2.7s","answer: wrong (A)
token: 406, 137, 269
time: 5.5s"
52,以下四个流星雨中，2022年极大当天受月光干扰最严重的是,英仙座流星雨,双子座流星雨,宝瓶座η流星雨,象限仪座流星雨,A,"answer: wrong (B)
token: 114, 106, 8
time: 0.3s",,"answer: wrong (B)
token: 107, 106, 1
time: 1.2s","answer: wrong (C)
token: 105, 104, 1
time: 0.7s",,,"answer: wrong (B)
token: 400, 131, 269
time: 7.9s","answer: right
token: 462, 131, 331
time: 3.2s","answer: right
token: 481, 131, 350
time: 6.9s"
53,以下哪项描述最不准确,中国计划2024年发射小行星采样返回器，一次性造访2-3颗太阳系小天体,俄罗斯将在2022年发射月球-27探测器，这将是时隔46年俄罗斯再次发射月球探测器,2022年1月，一个研究小组在《自然·天文学》杂志上公布他们在开普勒-1708b附近发现了一个系外卫星候选体,2021年年底，C/2021A1(Leonard)彗星突然爆发，增亮至3.5等,B,"answer: right
token: 196, 195, 1
time: 0.2s",,"answer: wrong (A)
token: 196, 195, 1
time: 1.1s","answer: right
token: 192, 191, 1
time: 0.7s",,,"answer: right
token: 247, 243, 4
time: 2.5s","answer: wrong (A)
token: 628, 243, 385
time: 4.6s","answer: right
token: 247, 243, 4
time: 2.5s"
54,在地球表面观测，以下哪个波段的大气透过率最高,远红外,射电,可见光,近红外,B,"answer: wrong (C)
token: 91, 85, 6
time: 0.2s",,"answer: wrong (C)
token: 86, 85, 1
time: 1.1s","answer: wrong (C)
token: 83, 82, 1
time: 0.6s",,,"answer: right
token: 106, 102, 4
time: 2.3s","answer: right
token: 325, 102, 223
time: 2.7s","answer: right
token: 106, 102, 4
time: 1.6s"
55,一般来说，形成稳定恒星的质量上限大约是150个太阳质量，那么形成稳定恒星的质量下限是（）个太阳质量,0.51,0.01,0.08,0.14,C,"answer: right
token: 117, 110, 7
time: 0.3s",,"answer: right
token: 111, 110, 1
time: 0.8s","answer: right
token: 110, 109, 1
time: 0.6s",,,"answer: right
token: 137, 133, 4
time: 2.6s","answer: right
token: 137, 133, 4
time: 0.7s","answer: right
token: 137, 133, 4
time: 3.6s"
