,Question,A,B,C,D,Answer,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5
28,下列植物中，不应当出现在《岁寒三友图》中的是,梅,兰,菊,竹,C,"answer: right
token: 91, 86, 5
time: 0.3s",,"answer: right
token: 87, 86, 1
time: 0.8s","answer: right
token: 79, 78, 1
time: 0.9s",,,,"answer: right
token: 228, 100, 128
time: 2.6s",
29,“生当作人杰，死亦为鬼雄，至今思项羽，不肯过江东。”是谁咏赞项羽的名句,辛弃疾,杜甫,白居易,李清照,D,"answer: right
token: 108, 102, 6
time: 0.2s",,"answer: right
token: 103, 102, 1
time: 0.9s","answer: wrong (A)
token: 99, 98, 1
time: 0.6s",,,,"answer: right
token: 133, 129, 4
time: 0.8s",
30,“路漫漫其修远兮，吾将上下而求索”是谁的名言,孟子,孔子,韩非子,屈原,D,"answer: right
token: 97, 92, 5
time: 0.3s",,"answer: right
token: 93, 92, 1
time: 0.5s","answer: right
token: 86, 85, 1
time: 0.9s",,,,"answer: right
token: 111, 107, 4
time: 0.7s",
31,古代战争中指挥军队撤退时要敲击,琴,钟,鼓,锣,D,"answer: right
token: 86, 82, 4
time: 0.2s",,"answer: right
token: 83, 82, 1
time: 0.5s","answer: wrong (C)
token: 76, 75, 1
time: 1.0s",,,,"answer: wrong (B)
token: 146, 95, 51
time: 1.0s",
32,王先生的QQ签名档最近改成了“庆祝弄璋之喜”，王先生近来的喜事是,搬家,新婚,妻子生了个男孩,考试通过,C,"answer: right
token: 101, 100, 1
time: 0.2s",,"answer: right
token: 101, 100, 1
time: 1.3s","answer: right
token: 92, 91, 1
time: 0.9s",,,,"answer: right
token: 198, 125, 73
time: 1.3s",
33,“桃李满天下”的“桃李“指什么,学生,朋友,知己,老师,A,"answer: right
token: 83, 82, 1
time: 0.2s",,"answer: right
token: 83, 82, 1
time: 1.3s","answer: right
token: 76, 75, 1
time: 0.8s",,,,"answer: right
token: 97, 93, 4
time: 0.7s",
34,昆明又被人们称为,鸢城,泉城,春城,羊城,C,"answer: right
token: 83, 78, 5
time: 0.3s",,"answer: right
token: 79, 78, 1
time: 0.5s","answer: right
token: 74, 73, 1
time: 0.8s",,,,"answer: right
token: 93, 89, 4
time: 1.2s",
35,下列成语有错别字的一组是,各抒己 心旷神怡 名副其实 人声鼎沸,神机妙算 从容不迫 阴谋诡计 身临其境,漫不经心 逃之夭夭 郁郁寡欢 无微不至,穿流不息 前所未有 斗志昂扬 爱不失手,D,"answer: right
token: 149, 148, 1
time: 0.2s",,"answer: right
token: 149, 148, 1
time: 1.0s","answer: right
token: 135, 134, 1
time: 0.8s",,,,"answer: wrong (A)
token: 548, 179, 369
time: 2.6s",
36,“一问三不知”出自《左传》，说的是哪“三不知”,天文、地理、文学,自己的姓名、籍贯、生辰八字,孔子、孟子、老子,事情的开始、经过、结果,D,"answer: right
token: 109, 108, 1
time: 0.2s",,"answer: right
token: 109, 108, 1
time: 0.6s","answer: right
token: 107, 106, 1
time: 0.8s",,,,"answer: right
token: 141, 137, 4
time: 0.7s",
37,“苦心人，无不负，卧薪尝胆，三千越申可吞吴”描写的是谁,勾践,荆轲,伍子胥,吕不韦,A,"answer: right
token: 98, 97, 1
time: 0.3s",,"answer: right
token: 98, 97, 1
time: 0.7s","answer: right
token: 95, 94, 1
time: 0.8s",,,,"answer: right
token: 215, 119, 96
time: 1.8s",
38,下面的字，书写笔画顺序不正确的一个是,再,长,出,方,A,"answer: right
token: 80, 79, 1
time: 0.3s",,"answer: right
token: 80, 79, 1
time: 0.5s","answer: right
token: 73, 72, 1
time: 0.8s",,,,"answer: right
token: 394, 92, 302
time: 2.9s",
39,下面哪个成语与秦始皇有关,指鹿为马,图穷匕见,奇货可居,完璧归赵,A,"answer: wrong (B)
token: 94, 88, 6
time: 0.3s",,"answer: wrong (B)
token: 89, 88, 1
time: 0.8s","answer: wrong (C)
token: 83, 82, 1
time: 0.6s",,,,"answer: wrong (B)
token: 110, 106, 4
time: 0.7s",
40,王实甫在《西厢记》中写道：“淋漓襟袖啼红泪，比司马青衫更湿”，其中“司马青衫”指的是,杜甫,白居易,崔莺莺,司马相如,B,"answer: right
token: 112, 111, 1
time: 0.3s",,"answer: right
token: 112, 111, 1
time: 1.5s","answer: right
token: 108, 107, 1
time: 0.6s",,,,"answer: right
token: 264, 137, 127
time: 2.0s",
41,下列词语中只有（）不是指真正地用眼睛看,俯视,监视,轻视,环视,C,"answer: right
token: 87, 86, 1
time: 0.2s",,"answer: right
token: 87, 86, 1
time: 1.2s","answer: right
token: 82, 81, 1
time: 1.1s",,,,"answer: right
token: 258, 99, 159
time: 2.1s",
42,下列用词造句哪一项有错误？请你把它选出来。,拮据：她的性格十分内向，在陌生人面前常常拮据不安。,精致：文具店里摆放着几个精致的笔盒，我很想买一个。,怂恿：在朋友的极力怂恿下，我决定今年暑假去西藏旅游。,酝酿：这次班会经过大家的酝酿，组织得非常好。,A,"answer: right
token: 146, 145, 1
time: 0.2s",,"answer: right
token: 146, 145, 1
time: 0.6s","answer: right
token: 152, 151, 1
time: 0.7s",,,,"answer: right
token: 405, 206, 199
time: 2.5s",
43,“三更半夜”中的“三更”指的是几点,23点至凌晨1点,21点至23点,凌晨3点到5点,凌晨1点至3点,A,"answer: wrong (D)
token: 112, 102, 10
time: 0.3s",,"answer: right
token: 103, 102, 1
time: 1.2s","answer: right
token: 100, 99, 1
time: 0.6s",,,,"answer: wrong (D)
token: 158, 117, 41
time: 1.3s",
44,王羲之对一种动物十分偏爱，并从它的体态姿势上领悟到书法执笔运笔的道理，这是什么动物,鱼,鸡,鹤,鹅,D,"answer: right
token: 105, 100, 5
time: 0.4s",,"answer: right
token: 101, 100, 1
time: 0.7s","answer: wrong (C)
token: 96, 95, 1
time: 0.7s",,,,"answer: right
token: 132, 128, 4
time: 0.7s",
45,下面哪句话出自《孟子》,水能载舟，亦能覆舟,民惟邦本，本固邦宁,先天下之忧而忧，后天下之乐而乐,独乐乐，与人乐乐，熟乐？,A,"answer: wrong (D)
token: 117, 116, 1
time: 0.3s",,"answer: wrong (D)
token: 117, 116, 1
time: 0.9s","answer: wrong (B)
token: 109, 108, 1
time: 0.9s",,,,"answer: wrong (D)
token: 148, 144, 4
time: 0.8s",
46,“勿以恶小而为之，勿以善小而不为”语出《三国志》，这是谁说的,诸葛亮,曹操,刘备,周瑜,C,"answer: right
token: 100, 95, 5
time: 0.3s",,"answer: right
token: 96, 95, 1
time: 0.7s","answer: right
token: 92, 91, 1
time: 1.0s",,,,"answer: right
token: 121, 117, 4
time: 0.8s",
47,《诗经》是我国第一部诗歌总集，《诗经》里面包括多少首诗,三百零五首,三百零四首,三百零三首,三百首,A,"answer: right
token: 96, 95, 1
time: 0.3s",,"answer: right
token: 96, 95, 1
time: 0.6s","answer: right
token: 95, 94, 1
time: 1.0s",,,,"answer: right
token: 122, 118, 4
time: 1.2s",
48,下列句子不是比喻句的一句是,河两岸的柳条像一丝丝的绿绸。,昆明湖仿佛一块无瑕的翡翠。,鱼儿好像睡着了一样。,清华大学是工程师的摇篮。,A,"answer: wrong (C)
token: 109, 108, 1
time: 0.3s",,"answer: wrong (C)
token: 109, 108, 1
time: 0.6s","answer: wrong (D)
token: 109, 108, 1
time: 0.8s",,,,"answer: right
token: 657, 151, 506
time: 4.2s",
49,“楚河”和“汉界”在今天的哪个省,河南,湖南,河北,湖北,A,"answer: right
token: 88, 87, 1
time: 0.3s",,"answer: right
token: 88, 87, 1
time: 1.3s","answer: right
token: 77, 76, 1
time: 0.8s",,,,"answer: right
token: 159, 96, 63
time: 1.6s",
50,以下几位历史人物谁在家排行老大,诸葛亮,程顾,班固,孔子,C,"answer: wrong (D)
token: 85, 80, 5
time: 0.3s",,"answer: right
token: 81, 80, 1
time: 0.8s","answer: wrong (D)
token: 76, 75, 1
time: 0.9s",,,,"answer: wrong (A)
token: 265, 98, 167
time: 2.8s",
51,《康熙字典》成书于哪个朝代,宋朝,秦朝,唐朝,清朝,C,"answer: wrong (D)
token: 84, 83, 1
time: 0.2s",,"answer: wrong (D)
token: 84, 83, 1
time: 0.6s","answer: wrong (D)
token: 75, 74, 1
time: 0.9s",,,,"answer: wrong (D)
token: 103, 99, 4
time: 0.7s",
52,下列汉字笔画笔顺正确的是,"""魂""字共14画第三笔是撇折","""凹""字共5画第四笔是横折","""肺""字共8画第5笔是横","""长""字共5画第三笔是横",A,"answer: wrong (B)
token: 116, 115, 1
time: 0.2s",,"answer: wrong (C)
token: 116, 115, 1
time: 1.4s","answer: wrong (D)
token: 114, 113, 1
time: 0.9s",,,,"answer: right
token: 647, 138, 509
time: 4.4s",
53,“大材小用古所叹，管仲、萧何实流亚”是陆游的一句名诗，其中“大材小用”形容的是下面哪位人物,辛弃疾,韩愈,宋玉,庞统,A,"answer: right
token: 112, 111, 1
time: 0.2s",,"answer: right
token: 112, 111, 1
time: 0.8s","answer: right
token: 106, 105, 1
time: 0.9s",,,,"answer: wrong (C)
token: 258, 136, 122
time: 1.7s",
54,“但愿人长久，千里共婵娟”，其中婵娟指的是什么,婚姻,姻缘,一种动物,月亮,D,"answer: right
token: 88, 87, 1
time: 0.2s",,"answer: right
token: 88, 87, 1
time: 0.7s","answer: right
token: 83, 82, 1
time: 0.9s",,,,"answer: right
token: 114, 110, 4
time: 2.8s",
55,诸子百家中名家的特点是注重逻辑辩证，以下哪个典故能体现名家的这一特点,“白马非马”,“望梅止渴”,“指鹿为马”,“庄周梦蝶”,A,"answer: right
token: 100, 99, 1
time: 0.2s",,"answer: right
token: 100, 99, 1
time: 0.5s","answer: right
token: 104, 103, 1
time: 0.9s",,,,"answer: right
token: 206, 135, 71
time: 1.4s",
56,下列句中横线上，依次填入词语最恰当的一项是（1）包兰铁路通车以来，火车在沙漠上行驶，从来没有因为风沙的而发生事故。（2）农民兄弟要做好准备，防止害虫农作物。（3）由于长城外的风沙，榆林城也受到袭击。（4）这个区域不断受到风沙的，有些部分逐渐变成荒漠了。,侵害 侵占 侵入 侵袭,侵入 侵害 侵袭 侵占,侵占 侵入 侵袭 侵害,侵袭 侵害 侵入 侵占,D,"answer: wrong (A)
token: 182, 181, 1
time: 0.2s",,"answer: wrong (B)
token: 182, 181, 1
time: 0.6s","answer: wrong (A)
token: 192, 191, 1
time: 1.1s",,,,"answer: wrong (A)
token: 620, 276, 344
time: 2.7s",
57,下列哪个成语典故说的是吕不讳的故事,一掷千金,一字千金,一饭千金,一诺千金,B,"answer: right
token: 94, 88, 6
time: 0.3s",,"answer: right
token: 89, 88, 1
time: 0.7s","answer: right
token: 85, 84, 1
time: 1.1s",,,,"answer: wrong (C)
token: 237, 107, 130
time: 2.2s",
58,以下相同字字义也相同的一组是,沉浸 沉静,飞翔 飞跃,敏感 敏捷,宽慰 宽裕,C,"answer: wrong (B)
token: 98, 97, 1
time: 0.2s",,"answer: right
token: 98, 97, 1
time: 0.8s","answer: wrong (A)
token: 89, 88, 1
time: 1.1s",,,,"answer: wrong (A)
token: 508, 116, 392
time: 3.0s",
59,孔子提倡中庸之道的理论基础是,道法自然,天人合一,阴阳五行,无为而治,B,"answer: right
token: 94, 88, 6
time: 0.3s",,"answer: right
token: 89, 88, 1
time: 1.7s","answer: right
token: 83, 82, 1
time: 0.9s",,,,"answer: wrong (C)
token: 107, 103, 4
time: 0.7s",
60,现在我们常用“阳春白雪”和“下里巴人”指代高雅和通俗的文艺作品，请问这两个成语最初指的是什么,乐曲,画作,文章,舞蹈,A,"answer: right
token: 105, 104, 1
time: 0.2s",,"answer: right
token: 105, 104, 1
time: 1.3s","answer: right
token: 99, 98, 1
time: 1.0s",,,,"answer: right
token: 225, 133, 92
time: 1.4s",
61,存最早用纸作画的作品是,洛神赋图,历代帝王图,五牛图,清明上河图,C,"answer: right
token: 95, 89, 6
time: 0.3s",,"answer: right
token: 90, 89, 1
time: 1.1s","answer: right
token: 84, 83, 1
time: 1.0s",,,,"answer: wrong (B)
token: 105, 101, 4
time: 0.7s",
62,《百家姓》中没有下面哪个姓,巫,肖,乌,萧,B,"answer: right
token: 79, 78, 1
time: 0.3s",,"answer: right
token: 79, 78, 1
time: 0.7s","answer: wrong (A)
token: 74, 73, 1
time: 0.9s",,,,"answer: wrong (C)
token: 213, 92, 121
time: 1.6s",
63,我们熟悉的《百家姓》是按照什么方式排列的,政治地位,人口数量,姓氏笔画,出现顺序,A,"answer: right
token: 90, 89, 1
time: 0.4s",,"answer: right
token: 90, 89, 1
time: 0.7s","answer: wrong (D)
token: 83, 82, 1
time: 0.7s",,,,"answer: wrong (B)
token: 169, 111, 58
time: 1.4s",
64,苏轼在《念奴娇·赤壁怀古》中提到了“羽扇纶巾，谈笑间，樯橹灰飞烟灭”，“羽扇纶巾”形容的是下面哪位历史人物,孙权,周瑜,诸葛亮,曹操,B,"answer: right
token: 118, 117, 1
time: 0.3s",,"answer: right
token: 118, 117, 1
time: 0.6s","answer: right
token: 113, 112, 1
time: 0.9s",,,,"answer: right
token: 281, 161, 120
time: 1.8s",
65,以下哪个字不含“黑色”的意思,玄,皂,苍,青,C,"answer: wrong (D)
token: 78, 77, 1
time: 0.4s",,"answer: right
token: 78, 77, 1
time: 0.5s","answer: right
token: 71, 70, 1
time: 0.9s",,,,"answer: wrong (A)
token: 212, 91, 121
time: 1.6s",
66,以下词语解释正确的是,他一闲下来，便感觉到无聊。无聊：言谈、行动等没有意义而使人讨厌,商店里琳琅满目的商品摆放得错落有致。错落有致：交错纷杂，很有秩序。,杜甫的诗深受后人推崇。推崇：崇敬,民主战士闻一多先生面对敌人的枪口大声疾呼：民主、自由。大声疾呼：大声呼喊，提醒人们注意。,D,"answer: right
token: 159, 158, 1
time: 0.3s",,"answer: right
token: 159, 158, 1
time: 0.8s","answer: wrong (C)
token: 166, 165, 1
time: 0.8s",,,,"answer: wrong (A)
token: 633, 232, 401
time: 4.0s",
67,“鄂尔多斯”在蒙古语中是什么意思,美丽的地方,大草原,盛产羊毛的地方,众多宫殿,D,"answer: right
token: 91, 86, 5
time: 0.2s",,"answer: right
token: 87, 86, 1
time: 0.5s","answer: wrong (A)
token: 82, 81, 1
time: 0.8s",,,,"answer: right
token: 188, 114, 74
time: 1.3s",
68,完成这项任务对我来说，是一次（）的考验。,严格,严厉,严峻,严肃,C,"answer: right
token: 80, 79, 1
time: 0.2s",,"answer: right
token: 80, 79, 1
time: 0.7s","answer: right
token: 79, 78, 1
time: 0.4s",,,,"answer: right
token: 307, 99, 208
time: 3.1s",
69,在我国风俗中，常常避讳73和84这两个岁数，因为这是两位历史人物去世的年龄，他们是,周武王和周文王,孔子和孟子,汉高祖和汉武帝,老子和庄子,B,"answer: right
token: 117, 116, 1
time: 0.2s",,"answer: right
token: 117, 116, 1
time: 0.7s","answer: wrong (A)
token: 110, 109, 1
time: 0.8s",,,,"answer: right
token: 146, 142, 4
time: 0.8s",
70,下面哪个成语和曹操有关,破釜沉舟,望梅止渴,画饼充饥,守株待兔,B,"answer: right
token: 93, 86, 7
time: 0.2s",,"answer: right
token: 87, 86, 1
time: 0.7s","answer: right
token: 84, 83, 1
time: 0.5s",,,,"answer: right
token: 215, 105, 110
time: 2.1s",
71,“讳疾忌医”典故中的君王是,宋襄公,蔡桓公,秦穆公,齐桓公,B,"answer: right
token: 95, 88, 7
time: 0.2s",,"answer: right
token: 89, 88, 1
time: 0.7s","answer: right
token: 82, 81, 1
time: 0.9s",,,,"answer: right
token: 108, 104, 4
time: 0.8s",
72,选出词语修饰不当的一项,茫茫的大海 茫茫的草地 茫茫的云雾,冷冷的声调 冷冷的面孔 冷冷的眼神,隆隆的雨声 隆隆的鼓声 隆隆的掌声,浓浓的茶水 浓浓的情思 浓浓的色彩,A,"answer: wrong (C)
token: 135, 134, 1
time: 0.2s",,"answer: wrong (C)
token: 135, 134, 1
time: 1.5s","answer: wrong (C)
token: 129, 128, 1
time: 0.8s",,,,"answer: right
token: 612, 181, 431
time: 3.2s",
73,下列句子中，意思不同的一句是,他今天不一定会来。,他今天一定不会来。,今天他一定不会来。,今天一定他不会来。,A,"answer: wrong (B)
token: 93, 92, 1
time: 0.2s",,"answer: right
token: 93, 92, 1
time: 0.7s","answer: right
token: 90, 89, 1
time: 0.6s",,,,"answer: right
token: 331, 118, 213
time: 2.3s",
74,下列不是出自于寓言故事的成语是,郑人买履,望梅止渴,叶公好龙,揠苗助长,B,"answer: right
token: 90, 89, 1
time: 0.2s",,"answer: right
token: 90, 89, 1
time: 0.7s","answer: wrong (A)
token: 89, 88, 1
time: 0.8s",,,,"answer: right
token: 204, 107, 97
time: 1.5s",
75,填入下面一段中最贴切的比喻是这淡蓝色的苍穹一直伸展到我的身后，垂向一片碧绿的草滩，草滩上伫立着连绵起伏的深褐色的山峦，而我的脚下，银色的公路像（）逶迤着伸向遥远的地方……,一条哈达。,奔腾的骏马。,凝固的玻璃浆液。,一幅巨大的画卷。,A,"answer: right
token: 156, 149, 7
time: 0.2s",,"answer: right
token: 150, 149, 1
time: 0.8s","answer: right
token: 152, 151, 1
time: 0.8s",,,,"answer: right
token: 607, 213, 394
time: 4.0s",
76,我们常用“社稷”来指代国家，其中“社”字代表的是,土地之神,五谷之神,海洋之神,天空之神,A,"answer: right
token: 99, 98, 1
time: 0.2s",,"answer: right
token: 99, 98, 1
time: 1.8s","answer: right
token: 90, 89, 1
time: 0.6s",,,,"answer: right
token: 115, 111, 4
time: 0.7s",
77,被誉为“万国之园”的是,颐和园,故宫,圆明园,天坛,C,"answer: right
token: 91, 85, 6
time: 0.4s",,"answer: right
token: 86, 85, 1
time: 0.6s","answer: right
token: 78, 77, 1
time: 0.7s",,,,"answer: right
token: 98, 94, 4
time: 0.8s",
