,Question,A,B,C,D,Answer,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5,Grok 4.1 Fast Reasoning,Grok 4.1 Fast Non Reasoning
10,某水文站的水位流量关系曲线，当受洪水涨落影响时，则(),水位流量关系曲线上抬,水位流量关系曲线呈逆时绳套状,水位流量关系曲线下降,水位流量关系曲线呈顺时绳套状,B,"answer: right
token: 123, 122, 1
time: 0.2s",,"answer: right
token: 123, 122, 1
time: 2.2s","answer: right
token: 112, 111, 1
time: 0.8s",,,,"answer: right
token: 388, 156, 232
time: 2.4s","answer: right
token: 160, 156, 4
time: 2.6s","answer: right
token: 1169, 260, 1
time: 7.3s",
11,即将降雨时，该处近地面的[ ]。,气压低、湿度大,气压高、湿度大,气温低、湿度大,气温高、湿度小,A,"answer: right
token: 104, 103, 1
time: 0.2s",,"answer: right
token: 104, 103, 1
time: 2.0s","answer: right
token: 98, 97, 1
time: 0.8s",,,,"answer: right
token: 120, 116, 4
time: 0.9s","answer: right
token: 120, 116, 4
time: 2.5s","answer: right
token: 576, 244, 1
time: 3.3s",
12,某闭合流域多年平均降水量为 950mm，多年平均径流深为 450mm，则多年平均年蒸发量为[ ]。,1400mm,450mm,950mm,500mm,D,"answer: right
token: 123, 116, 7
time: 0.3s",,"answer: right
token: 117, 116, 1
time: 1.8s","answer: right
token: 116, 115, 1
time: 0.8s",,,,"answer: right
token: 255, 122, 133
time: 2.0s","answer: wrong (A)
token: 204, 122, 82
time: 3.1s","answer: right
token: 781, 254, 1
time: 5.1s",
13,河川径流组成一般可划分为[ ]。,地面径流、表层流、地下径流,地面径流、坡面径流、地下径流,地面径流、表层流、深层地下径流,地面径流、浅层地下径流潜水、深层地下径流,A,"answer: right
token: 130, 129, 1
time: 0.2s",,"answer: right
token: 130, 129, 1
time: 1.4s","answer: wrong (B)
token: 125, 124, 1
time: 0.7s",,,,"answer: right
token: 374, 148, 226
time: 3.7s","answer: right
token: 152, 148, 4
time: 2.6s","answer: right
token: 745, 275, 1
time: 4.1s",
14,根据测站的性质，水文测站可分为(),基本站、专用站,水位站、流量站,基本站、雨量站,水位站、雨量站,A,"answer: right
token: 104, 103, 1
time: 0.2s",,"answer: right
token: 104, 103, 1
time: 0.9s","answer: right
token: 93, 92, 1
time: 0.7s",,,,"answer: right
token: 118, 114, 4
time: 0.8s","answer: right
token: 118, 114, 4
time: 2.6s","answer: right
token: 559, 243, 1
time: 2.7s",
15,流域中的湖泊围垦后，流域的多年平均年径流量一般比围垦前[ ]。,增大,不肯定,不变,减少,A,"answer: wrong (D)
token: 97, 92, 5
time: 0.2s",,"answer: right
token: 93, 92, 1
time: 1.0s","answer: wrong (D)
token: 88, 87, 1
time: 0.9s",,,,"answer: wrong (D)
token: 360, 112, 248
time: 2.8s","answer: right
token: 116, 112, 4
time: 2.8s","answer: wrong (D)
token: 4336, 241, 1
time: 37.3s",
16,常用来表示输沙特征的指标有(),含沙量、流量,含沙量、输沙率,输沙率、输沙量,输沙率、流量,B,"answer: wrong (C)
token: 96, 95, 1
time: 0.2s",,"answer: right
token: 96, 95, 1
time: 0.9s","answer: right
token: 92, 91, 1
time: 0.8s",,,,"answer: right
token: 429, 115, 314
time: 3.0s","answer: right
token: 119, 115, 4
time: 3.3s","answer: right
token: 799, 244, 1
time: 4.7s",
17,土壤稳定下渗阶段，降水补给地下径流的水分主要是[ ]。,吸着水,薄膜水,重力水,毛管水,C,"answer: right
token: 101, 95, 6
time: 0.2s",,"answer: right
token: 96, 95, 1
time: 3.0s","answer: right
token: 88, 87, 1
time: 0.4s",,,,"answer: right
token: 311, 114, 197
time: 2.6s","answer: right
token: 118, 114, 4
time: 3.1s","answer: right
token: 711, 240, 1
time: 4.2s",
18,气块中的水汽凝结后，若凝结物作为降水随时脱离气块降到地面，则称这种情况下的空气状态变化为[]。,湿绝热过程,降水过程,假绝热过程,干绝热过程,C,"answer: right
token: 118, 110, 8
time: 0.3s",,"answer: right
token: 111, 110, 1
time: 2.9s","answer: wrong (B)
token: 110, 109, 1
time: 0.6s",,,,"answer: right
token: 475, 141, 334
time: 3.3s","answer: right
token: 145, 141, 4
time: 2.3s","answer: right
token: 637, 257, 1
time: 3.2s",
19,水位流量关系曲线低水延长方法中的断流水位为(),断面中死水区的水位,河床最低点,水位为零,流量等于零的水位,D,"answer: right
token: 114, 104, 10
time: 0.3s",,"answer: right
token: 105, 104, 1
time: 0.7s","answer: right
token: 93, 92, 1
time: 0.7s",,,,"answer: right
token: 121, 117, 4
time: 0.8s","answer: right
token: 121, 117, 4
time: 3.1s","answer: wrong (B)
token: 3249, 244, 1
time: 24.9s",
20,气压与海拔的关系是[ ]。,正比关系,海拔愈高，气压愈高,海拔愈高，气压愈低,反比关系,C,"answer: right
token: 97, 96, 1
time: 0.2s",,"answer: right
token: 97, 96, 1
time: 1.2s","answer: right
token: 90, 89, 1
time: 0.8s",,,,"answer: right
token: 117, 113, 4
time: 0.8s","answer: right
token: 117, 113, 4
time: 1.9s","answer: right
token: 703, 241, 1
time: 4.2s",
21,甲流域为羽状水系，乙流域为扇状水系，其它流域下垫面因素和气象因素均相同，对相同的短历时暴雨所形成的流量过程，甲流域的洪峰流量比乙流域的[ ]。,洪峰流量小、峰现时间晚,洪峰流量大、峰现时间晚,洪峰流量大、峰现时间早,洪峰流量小、峰现时间早,A,"answer: right
token: 154, 153, 1
time: 0.2s",,"answer: right
token: 154, 153, 1
time: 1.7s","answer: right
token: 150, 149, 1
time: 0.4s",,,,"answer: right
token: 570, 207, 363
time: 3.6s","answer: right
token: 460, 207, 253
time: 7.9s","answer: right
token: 732, 303, 1
time: 3.8s",
22,流域退田还湖，将使流域蒸发[ ]。,难以肯定,减少,不变,增加,D,"answer: right
token: 92, 86, 6
time: 0.3s",,"answer: right
token: 87, 86, 1
time: 1.4s","answer: wrong (B)
token: 80, 79, 1
time: 0.8s",,,,"answer: right
token: 193, 98, 95
time: 1.5s","answer: right
token: 102, 98, 4
time: 2.1s","answer: right
token: 600, 230, 1
time: 3.9s",
23,水文现象的发生、发展，都是有成因的，因此，其变化[ ]。,具有完全的统计规律,具有成因规律,没有任何规律,具有完全的确定性规律,B,"answer: right
token: 113, 105, 8
time: 0.3s",,"answer: right
token: 106, 105, 1
time: 2.9s","answer: right
token: 98, 97, 1
time: 0.4s",,,,"answer: right
token: 130, 126, 4
time: 0.9s","answer: right
token: 130, 126, 4
time: 3.1s","answer: right
token: 548, 244, 1
time: 2.9s",
24,目前全国水位统一采用的基准面是(),大沽基面,珠江基面,吴淞基面,黄海基面,D,"answer: right
token: 98, 91, 7
time: 0.4s",,"answer: right
token: 92, 91, 1
time: 1.0s","answer: wrong (C)
token: 84, 83, 1
time: 0.7s",,,,"answer: right
token: 109, 105, 4
time: 0.8s","answer: right
token: 109, 105, 4
time: 2.4s","answer: right
token: 639, 237, 1
time: 3.9s",
25,我国计算日平均水位的日分界是从__时至__时。,20~20,08~08,12~12,0~24,D,"answer: wrong (B)
token: 106, 98, 8
time: 0.3s",,"answer: right
token: 99, 98, 1
time: 1.2s","answer: right
token: 96, 95, 1
time: 0.7s",,,,"answer: wrong (B)
token: 105, 101, 4
time: 1.0s","answer: wrong (B)
token: 105, 101, 4
time: 1.8s","answer: wrong (A)
token: 1410, 238, 1
time: 8.7s",
26,地形雨的特点是多发生在[ ]。,平原湖区中,背风面的山坡上,盆地中,迎风面的山坡上,D,"answer: right
token: 92, 91, 1
time: 0.2s",,"answer: right
token: 92, 91, 1
time: 1.8s","answer: right
token: 89, 88, 1
time: 0.7s",,,,"answer: right
token: 254, 110, 144
time: 2.3s","answer: right
token: 114, 110, 4
time: 3.0s","answer: right
token: 405, 239, 1
time: 1.9s",
27,在北半球形成的气旋，近地面的气流向低压中心辐合，并呈[ ]。,平行于等压线流动,垂直于等压线流动,顺时针方向流动,反时针方向流动,D,"answer: right
token: 116, 108, 8
time: 0.4s",,"answer: right
token: 109, 108, 1
time: 1.2s","answer: right
token: 106, 105, 1
time: 0.4s",,,,"answer: right
token: 136, 132, 4
time: 0.7s","answer: right
token: 136, 132, 4
time: 2.6s","answer: right
token: 634, 255, 1
time: 4.1s",
28,对于测验河段的选择，主要考虑的原则是(),在满足设站目的要求的前提下，尽量选择在距离城市近的地方,在满足设站目的要求的前提下，任何河段都行,在满足设站目的要求的前提下，测站的水位与流量之间呈单一关系,在满足设站目的要求的前提下，应更能提高测量精度,C,"answer: right
token: 131, 130, 1
time: 0.2s",,"answer: right
token: 131, 130, 1
time: 0.7s","answer: right
token: 132, 131, 1
time: 0.6s",,,,"answer: right
token: 193, 189, 4
time: 0.8s","answer: right
token: 193, 189, 4
time: 1.5s","answer: right
token: 592, 275, 1
time: 3.0s",
29,一条垂线上测三点流速计算垂线平均流速时，应从河底开始分别施测 () 处的流速。,0.2h、0.4h、0.8h,0.2h、0.6h、0.8h,0.2h、 0.4h、0.6h,0.4h、 0.6h、0.8h,B,"answer: wrong (A)
token: 151, 150, 1
time: 0.2s",,"answer: right
token: 151, 150, 1
time: 0.8s","answer: wrong (A)
token: 149, 148, 1
time: 0.7s",,,,"answer: right
token: 406, 166, 240
time: 3.3s","answer: right
token: 170, 166, 4
time: 2.5s","answer: right
token: 1517, 297, 1
time: 8.5s",
30,某流域有两次暴雨，除暴雨中心前者在上游，后者在下游外，其它情况都一样，则前者在流域出口断面形成的洪峰流量比后者的[].,洪峰流量小、峰现时间晚,洪峰流量大、峰现时间晚,洪峰流量小、峰现时间早,洪峰流量大、峰现时间早,A,"answer: right
token: 142, 141, 1
time: 0.2s",,"answer: right
token: 142, 141, 1
time: 1.3s","answer: wrong (B)
token: 137, 136, 1
time: 0.7s",,,,"answer: right
token: 491, 190, 301
time: 2.9s","answer: right
token: 194, 190, 4
time: 2.5s","answer: right
token: 697, 287, 1
time: 4.0s",
31,日降水量 50~100mm 的降水称为[ ]。,暴雨,中雨,大雨,小雨,A,"answer: right
token: 87, 86, 1
time: 0.2s",,"answer: right
token: 87, 86, 1
time: 1.3s","answer: wrong (C)
token: 83, 82, 1
time: 0.7s",,,,"answer: wrong (C)
token: 103, 99, 4
time: 0.8s","answer: wrong (C)
token: 103, 99, 4
time: 2.4s","answer: right
token: 723, 230, 1
time: 3.6s",
32,土壤含水量处于土壤断裂含水量和田间持水量之间时，那时的土壤蒸发量与同时的土壤蒸发能力相比，其情况是[ ]。,前者小于后者,前者大于、等于后者,前者大于后者,二者相等,A,"answer: right
token: 121, 120, 1
time: 0.2s",,"answer: right
token: 121, 120, 1
time: 1.2s","answer: right
token: 111, 110, 1
time: 0.7s",,,,"answer: wrong (D)
token: 479, 154, 325
time: 3.7s","answer: right
token: 158, 154, 4
time: 2.2s","answer: wrong (D)
token: 2861, 263, 1
time: 19.1s",
33,暖锋雨一般较冷锋雨[ ]。,雨强小，雨区范围大，降雨历时长,雨强大，雨区范围大，降雨历时短,雨强小，雨区范围大，降雨历时短,雨强大，雨区范围小，降雨历时长,A,"answer: right
token: 125, 124, 1
time: 0.3s",,"answer: right
token: 125, 124, 1
time: 0.6s","answer: right
token: 120, 119, 1
time: 0.7s",,,,"answer: right
token: 306, 158, 148
time: 1.9s","answer: right
token: 162, 158, 4
time: 2.5s","answer: right
token: 545, 275, 1
time: 2.6s",
34,长江三峡工程的校核洪水洪峰流量和设计洪水洪峰流量分别为[]m^3/s。,110000、98800,124300、110000,124300、98800,110000、80000,C,"answer: wrong (B)
token: 137, 136, 1
time: 0.2s",,"answer: right
token: 137, 136, 1
time: 1.1s","answer: right
token: 135, 134, 1
time: 0.6s",,,,"answer: right
token: 133, 129, 4
time: 2.4s","answer: wrong (A)
token: 133, 129, 4
time: 2.7s","answer: right
token: 874, 256, 1
time: 4.8s",
35,河网汇流速度与坡面汇流速度相比，一般[ ]。,二者相等,前者较小,前者较大,无法肯定,C,"answer: right
token: 100, 93, 7
time: 0.2s",,"answer: right
token: 94, 93, 1
time: 0.7s","answer: wrong (B)
token: 86, 85, 1
time: 0.8s",,,,"answer: right
token: 207, 109, 98
time: 1.7s","answer: right
token: 113, 109, 4
time: 2.2s","answer: right
token: 585, 236, 1
time: 3.7s",
36,一次降雨形成径流的损失量包括[ ]。,植物截留，填洼和蒸发,植物截留、填洼、补充土壤毛管水和蒸发,植物截留、填洼、补充土壤吸着水和蒸发,植物截留，填洼、补充土壤缺水和蒸发,D,"answer: wrong (B)
token: 132, 131, 1
time: 0.3s",,"answer: wrong (B)
token: 132, 131, 1
time: 1.1s","answer: wrong (A)
token: 123, 122, 1
time: 0.6s",,,,"answer: wrong (B)
token: 453, 167, 286
time: 2.7s","answer: right
token: 171, 167, 4
time: 2.5s","answer: wrong (B)
token: 1496, 279, 1
time: 11.1s",
37,水文现象是一种自然现象，它具有[ ]。,必然性,不可能性,既具有必然性，也具有偶然性,偶然性,C,"answer: right
token: 93, 92, 1
time: 0.3s",,"answer: right
token: 93, 92, 1
time: 1.2s","answer: right
token: 86, 85, 1
time: 0.8s",,,,"answer: right
token: 115, 111, 4
time: 0.8s","answer: right
token: 115, 111, 4
time: 2.3s","answer: right
token: 472, 233, 1
time: 2.5s",
38,一次流域降雨的净雨深形成的洪水，在数量上应该[ ]。,大于、等于该次洪水的径流深,大于该次洪水的径流深,等于该次洪水的径流深,小于该次洪水的径流深,C,"answer: right
token: 130, 117, 13
time: 0.4s",,"answer: right
token: 118, 117, 1
time: 0.6s","answer: right
token: 113, 112, 1
time: 0.6s",,,,"answer: right
token: 147, 143, 4
time: 0.8s","answer: right
token: 147, 143, 4
time: 2.6s","answer: right
token: 863, 263, 1
time: 5.2s",
39,水文统计的任务是研究和分析水文随机现象的[ ]。,可能变化特性,统计变化特性,必然变化特性,自然变化特性,B,"answer: right
token: 95, 94, 1
time: 0.2s",,"answer: right
token: 95, 94, 1
time: 1.3s","answer: right
token: 86, 85, 1
time: 0.7s",,,,"answer: right
token: 119, 115, 4
time: 0.7s","answer: right
token: 119, 115, 4
time: 2.6s","answer: right
token: 559, 237, 1
time: 2.8s",
40,产生壤中流(表层流)的条件是通气层中存在相对不透水层，并且它上面土层的下渗率与该层的相比，要[ ]。,前者小于、等于后者,前者较小,前者较大,二者相等,C,"answer: right
token: 123, 122, 1
time: 0.3s",,"answer: right
token: 123, 122, 1
time: 1.2s","answer: right
token: 113, 112, 1
time: 0.8s",,,,"answer: right
token: 359, 140, 219
time: 2.7s","answer: right
token: 144, 140, 4
time: 2.5s","answer: right
token: 859, 260, 1
time: 4.7s",
41,流域面积是指河流某断面以上[ ]。,地面分水线所包围的面积,地面分水线和地下分水线包围的面积之和,地下分水线包围的水平投影面积,地面分水线所包围的水平投影面积,D,"answer: right
token: 120, 119, 1
time: 0.2s",,"answer: right
token: 120, 119, 1
time: 0.7s","answer: right
token: 116, 115, 1
time: 0.7s",,,,"answer: right
token: 239, 142, 97
time: 1.2s","answer: right
token: 146, 142, 4
time: 2.7s","answer: right
token: 806, 263, 1
time: 4.3s",
42,某流域面积为 1000km，多年平均降水量为 1050mm，多年平均流量为 15m^3/s，该流域多年平均的径流系数为[ ]。,0.55,0.45,0.68,0.65,B,"answer: right
token: 133, 126, 7
time: 0.3s",,"answer: right
token: 127, 126, 1
time: 0.8s","answer: wrong (C)
token: 125, 124, 1
time: 0.4s",,,,"answer: right
token: 392, 135, 257
time: 2.4s","answer: wrong (A)
token: 419, 135, 284
time: 6.1s","answer: right
token: 1406, 266, 1
time: 7.8s",
43,历史洪水的洪峰流量是由( )得到的。,由调查的历史洪水的洪峰水位查水位流量关系曲线,向群众调查,查当地洪峰流量的频率曲线,在调查断面进行测量,A,"answer: right
token: 107, 106, 1
time: 0.2s",,"answer: right
token: 107, 106, 1
time: 0.7s","answer: right
token: 98, 97, 1
time: 0.4s",,,,"answer: right
token: 147, 143, 4
time: 1.6s","answer: right
token: 147, 143, 4
time: 2.4s","answer: right
token: 682, 252, 1
time: 3.8s",
44,我国计算日降水量的日分界是从()时至( ) 时。,12~12,20~20,0~24,08~08,D,"answer: right
token: 107, 99, 8
time: 0.3s",,"answer: right
token: 100, 99, 1
time: 1.2s","answer: right
token: 97, 96, 1
time: 0.8s",,,,"answer: right
token: 106, 102, 4
time: 0.8s","answer: wrong (B)
token: 106, 102, 4
time: 2.4s","answer: wrong (B)
token: 780, 239, 1
time: 4.3s",
45,冷锋雨的形成是由于[ ]。,冷气团比较强大，主动沿锋面滑行到暖气团上方,暖气团比较强大，主动楔入到冷气团下方,冷气团比较强大，主动楔入到暖气团下方,暖气团比较强大，冷气团主动沿锋面滑行到暖气团上方,C,"answer: right
token: 137, 136, 1
time: 0.2s",,"answer: right
token: 137, 136, 1
time: 3.0s","answer: right
token: 133, 132, 1
time: 0.8s",,,,"answer: wrong (A)
token: 438, 181, 257
time: 2.9s","answer: right
token: 185, 181, 4
time: 1.7s","answer: right
token: 720, 286, 1
time: 3.1s",
46,自然界中，海陆间的水文循环称为[ ]。,小循环,内陆水循环,海洋水循环,大循环,D,"answer: right
token: 93, 88, 5
time: 0.4s",,"answer: right
token: 89, 88, 1
time: 1.4s","answer: right
token: 82, 81, 1
time: 0.8s",,,,"answer: right
token: 109, 105, 4
time: 0.9s","answer: right
token: 109, 105, 4
time: 1.6s","answer: right
token: 517, 231, 1
time: 2.9s",
47,暖锋雨的形成是由于[ ]。,暖气团比较强大，冷气团主动沿锋面滑行到暖气团上方,暖气团比较弱，冷气团主动楔入到暖气团下方,暖气团比较强大，主动楔入到冷气团下方,暖气团比较强大，主动沿锋面滑行到冷气团上方,D,"answer: right
token: 144, 143, 1
time: 0.2s",,"answer: right
token: 144, 143, 1
time: 0.8s","answer: wrong (A)
token: 139, 138, 1
time: 0.8s",,,,"answer: right
token: 289, 185, 104
time: 1.6s","answer: right
token: 189, 185, 4
time: 2.5s","answer: right
token: 956, 288, 1
time: 5.7s",
48,水文预报，是预计某一水文变量在[ ]的大小和时程变化,某一时刻,任一时期内,以前很长的时期内,预见期内,D,"answer: right
token: 101, 100, 1
time: 0.2s",,"answer: right
token: 101, 100, 1
time: 1.2s","answer: right
token: 93, 92, 1
time: 0.7s",,,,"answer: right
token: 119, 115, 4
time: 0.8s","answer: right
token: 119, 115, 4
time: 2.0s","answer: right
token: 534, 243, 1
time: 2.6s",
49,流域中大量毁林开荒后，流域的洪水流量一般比毁林开荒前[ ],不变,增大,减少,减少或不变,B,"answer: right
token: 99, 93, 6
time: 0.2s",,"answer: right
token: 94, 93, 1
time: 3.5s","answer: right
token: 89, 88, 1
time: 0.8s",,,,"answer: right
token: 221, 112, 109
time: 1.9s","answer: right
token: 116, 112, 4
time: 2.5s","answer: right
token: 443, 241, 1
time: 2.2s",
50,暴雨形成的条件是[ ]。,该地区水汽来源充足，且温度高,该地区水汽来源充足，且有强烈的空气上升运动,该地区水汽来源充足，且温度低,该地区水汽来源充足，且没有强烈的空气上升运动,B,"answer: right
token: 118, 117, 1
time: 0.2s",,"answer: right
token: 118, 117, 1
time: 2.2s","answer: right
token: 113, 112, 1
time: 0.5s",,,,"answer: right
token: 302, 158, 144
time: 1.8s","answer: right
token: 162, 158, 4
time: 1.5s","answer: right
token: 583, 256, 1
time: 3.0s",
51,某流域多年平均降水量为 800mm，多年平均径流深为 400mm，则该流域多年平均径流系数为[]。,0.50,0.35,0.47,0.65,A,"answer: right
token: 115, 114, 1
time: 0.2s",,"answer: right
token: 115, 114, 1
time: 2.5s","answer: right
token: 113, 112, 1
time: 0.7s",,,,"answer: right
token: 218, 122, 96
time: 1.3s","answer: right
token: 169, 122, 47
time: 2.7s","answer: right
token: 406, 256, 1
time: 1.9s",
52,水文分析与计算，是预计水文变量在[ ]的概率分布情况。,预见期内,某一时刻,任一时期内,未来很长很长的时期内,D,"answer: wrong (A)
token: 100, 99, 1
time: 0.2s",,"answer: wrong (C)
token: 100, 99, 1
time: 0.7s","answer: wrong (A)
token: 94, 93, 1
time: 0.6s",,,,"answer: wrong (C)
token: 122, 118, 4
time: 0.7s","answer: right
token: 122, 118, 4
time: 1.7s","answer: wrong (C)
token: 699, 244, 1
time: 4.4s",
53,我国计算日蒸散发量的日分界是从() 时()时。,08~08,12~12,0~24,20~20,A,"answer: right
token: 99, 98, 1
time: 0.2s",,"answer: right
token: 99, 98, 1
time: 1.0s","answer: right
token: 96, 95, 1
time: 0.6s",,,,"answer: wrong (B)
token: 107, 103, 4
time: 0.8s","answer: right
token: 107, 103, 4
time: 2.6s","answer: wrong (D)
token: 771, 237, 1
time: 5.4s",
54,水量平衡方程式$P-R-E=\Delta v$ (其中 $P$ 、 $R$ 、 $E$ 、 $\Delta v$ 分别为某一时段的流域降水量、分别为某一时段的流域降水量、径流量蒸发量和蓄水变量)，适用于[ ]。,闭合流域任意时段情况,非闭合流域任意时段情况,非闭合流域多年平均情况,闭合流域多年平均情况,A,"answer: right
token: 159, 158, 1
time: 0.2s",,"answer: right
token: 159, 158, 1
time: 5.4s","answer: right
token: 152, 151, 1
time: 0.6s",,,,"answer: wrong (D)
token: 687, 212, 475
time: 4.5s","answer: right
token: 216, 212, 4
time: 2.6s","answer: wrong (B)
token: 1804, 306, 3
time: 11.3s",
55,露点表示空气的[ ]。,湿度,透明度,温度,密度,A,"answer: right
token: 81, 80, 1
time: 0.2s",,"answer: right
token: 81, 80, 1
time: 1.5s","answer: right
token: 72, 71, 1
time: 0.7s",,,,"answer: right
token: 144, 88, 56
time: 1.3s","answer: right
token: 92, 88, 4
time: 2.4s","answer: right
token: 422, 223, 1
time: 2.1s",
56,某流域(为闭合流域) 上有一场暴雨洪水，其净雨量将[ ]。,等于其相应的降雨量,等于其相应的径流量,大于其相应的径流量,小于其相应的径流量,B,"answer: right
token: 112, 111, 1
time: 0.3s",,"answer: right
token: 112, 111, 1
time: 0.6s","answer: wrong (D)
token: 105, 104, 1
time: 0.6s",,,,"answer: wrong (C)
token: 438, 138, 300
time: 3.4s","answer: wrong (A)
token: 336, 138, 198
time: 5.7s","answer: right
token: 1720, 256, 1
time: 12.3s",
57,长江三峡工程的校核洪水位和设计洪水位分别为[ ]。,185.0m、 180.0m,175.0m、180.0m,180.4m、175.0m,155.0m、145.0m,C,"answer: right
token: 134, 133, 1
time: 0.2s",,"answer: right
token: 134, 133, 1
time: 1.5s","answer: wrong (A)
token: 131, 130, 1
time: 0.5s",,,,"answer: right
token: 136, 132, 4
time: 0.8s","answer: right
token: 136, 132, 4
time: 2.4s","answer: right
token: 681, 266, 1
time: 3.4s",
