,Question,A,B,C,D,Answer,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5,Grok 4.1 Fast Reasoning,Grok 4.1 Fast Non Reasoning
10,设死亡力函数为:$\mu_x=\frac{1}{100-x}，0 \leqslant x \leqslant 100$，则$P(30<x \leqslant 35 \mid x>20)=$。,0.0625,0.0327,0.0728,0.0428,A,"answer: wrong (C)
token: 148, 147, 1
time: 0.2s",,"answer: right
token: 148, 147, 1
time: 1.0s","answer: right
token: 139, 138, 1
time: 1.0s",,,,"answer: right
token: 594, 150, 444
time: 3.0s","answer: right
token: 585, 150, 435
time: 10.6s","answer: right
token: 1103, 270, 1
time: 6.5s",
11,一个双减因模型的信息如下：$\mu_{x+t}^{(1)}=\frac{t}{100}，\mu_{x+t}^{(2)}=\frac{1}{100}(t \geqslant 0)$则$E(T \mid J=2)$为,7.85,7.42,7.50,7.63,D,"answer: right
token: 153, 146, 7
time: 0.4s",,"answer: right
token: 147, 146, 1
time: 1.5s","answer: wrong (A)
token: 8988, 136, 8852
time: 30.4s",,,,"answer: wrong (A)
token: 835, 161, 674
time: 4.4s","answer: wrong (A)
token: 1226, 161, 1065
time: 16.9s","answer: right
token: 6222, 274, 3
time: 38.6s",
12,如果当$20 \leqslant x \leqslant 25$时，死力$\mu_x=0.001$，则${ }_{2|2} q_{20}=( )$。,0.004,0.001,0.003,0.002,D,"answer: right
token: 141, 133, 8
time: 0.3s",,"answer: right
token: 134, 133, 1
time: 0.5s","answer: wrong (C)
token: 123, 122, 1
time: 0.6s",,,,"answer: right
token: 558, 133, 425
time: 3.9s","answer: wrong (A)
token: 664, 133, 531
time: 8.5s","answer: right
token: 2892, 259, 1
time: 16.4s",
13,对于一个三减因生存模型，已知:$q_{80}^{(1)}=0.25，q_{80}^{(2)}=0.30，q_{80}^{(3)}=0.20$，每一种终止原因在各年龄内均服从均匀分布，则$p^{\prime \prime(1)}=( )$。,0.72,0.52,0.63,0.75,C,"answer: wrong (B)
token: 168, 161, 7
time: 0.3s",,"answer: wrong (B)
token: 162, 161, 1
time: 1.6s","answer: wrong (A)
token: 149, 148, 1
time: 0.7s",,,,"answer: wrong (B)
token: 1017, 177, 840
time: 6.4s","answer: wrong (A)
token: 659, 177, 482
time: 9.2s","answer: right
token: 6773, 287, 1
time: 43.1s",
14,已知某三减因表各减因的联合单减因表在各年龄上满足均匀分布，且$q_x^{(1)}=0.1，q_x^{(2)}=0.04，q_x^{\prime(3)}=0.0625$，则$1000 q_x^{(1)}=( )$。,94.96,95.96,93.96,90.96,A,"answer: right
token: 164, 163, 1
time: 0.2s",,"answer: right
token: 164, 163, 1
time: 2.2s","answer: right
token: 9349, 156, 9193
time: 33.1s",,,,"answer: wrong (D)
token: 997, 173, 824
time: 6.0s","answer: right
token: 882, 173, 709
time: 10.1s","answer: right
token: 4776, 289, 1
time: 30.9s",
15,已知:$S(x)=\frac{1}{10} \sqrt{100-x}，0 \leqslant x \leqslant 100$，则年龄为 19 岁的人在 36 岁至 75 岁之间死亡的概率为 ( )。,1/3,1/8,1/9,1/6,A,"answer: wrong (C)
token: 147, 146, 1
time: 0.3s",,"answer: wrong (D)
token: 147, 146, 1
time: 0.4s","answer: right
token: 1767, 135, 1632
time: 4.3s",,,,"answer: right
token: 567, 159, 408
time: 2.8s","answer: right
token: 604, 159, 445
time: 7.4s","answer: right
token: 689, 276, 1
time: 3.3s",
16,设$f_x$为活过$x$岁并在$[x，x+n]$区间上死亡的人在单位区间上生存的平均年数，已知$l_{25}=10000，l_{30}=9600，{ }_5 m_{25}=0.008，{ }_5 m_{30}=0.003$，则$f_{25}=$。,6,1,9,7,B,"answer: wrong (C)
token: 163, 159, 4
time: 0.2s",,"answer: right
token: 160, 159, 1
time: 1.2s","answer: wrong (D)
token: 161, 160, 1
time: 0.8s",,,,"answer: right
token: 1174, 175, 999
time: 7.9s","answer: right
token: 956, 175, 781
time: 14.6s","answer: right
token: 15798, 290, 1
time: 117.9s",
17,已知某三减因表的各减因在各年龄上满足均匀分布假设，$q_x^1=0.48，q_x^2=0.32，q_x^3=0.16$，则$q_x^{\prime 1}=___$。,0.9,0.7,0.6,0.8,D,"answer: right
token: 144, 138, 6
time: 0.3s",,"answer: wrong (C)
token: 139, 138, 1
time: 0.7s","answer: right
token: 137, 136, 1
time: 0.6s",,,,"answer: wrong (C)
token: 600, 154, 446
time: 4.1s","answer: wrong (A)
token: 728, 154, 574
time: 10.5s","answer: right
token: 19393, 280, 1
time: 124.8s",
18,对于一个双减因模型，已知独立终止率满足:$q_x^{\prime(1)}=0.2，q_x^{\prime(2)}=0.4$，在各伴随单风险模型中，每一个原因在年龄内均服从均匀分布，则终止概率$q_x^{(2)}=( )$。,0.4281,0.2572,0.3619,0.2944,C,"answer: right
token: 158, 157, 1
time: 0.3s",,"answer: right
token: 158, 157, 1
time: 0.8s","answer: right
token: 154, 153, 1
time: 0.4s",,,,"answer: right
token: 1152, 184, 968
time: 5.7s","answer: wrong (A)
token: 924, 184, 740
time: 12.6s","answer: right
token: 9994, 291, 1
time: 67.3s",
19,已知一个三减因生存模型，已知:$\mu_x^{1}t=0.2，\mu_x^{2}t=0.3，\mu_x^{3}t=0.5(t \geqslant 0)$，则$q_x^{2}=____$。,0.15,0.22,0.19,0.10,C,"answer: right
token: 145, 144, 1
time: 0.2s",,"answer: right
token: 145, 144, 1
time: 0.9s","answer: right
token: 144, 143, 1
time: 0.6s",,,,"answer: right
token: 612, 162, 450
time: 3.5s","answer: wrong (A)
token: 659, 162, 497
time: 8.4s","answer: right
token: 839, 280, 1
time: 5.0s",
20,某寿险产品所有淢因可以归因于死亡$(j=1)$、残疾$(j=2)$或者退休$(j=3)$，且各减因的危险率函数在各年龄区间内均为常数。已知年龄为 52 岁的人独立终止率$q_{52}^{\prime(1)}=0.020$，$q_{52}^{\prime(2)}=0.030，q_{52}^{\prime(3)}=0.180$，则终止概率$q_{52}^{(2)}=( )$。,0.02042,0.02696,0.02389,0.01455,B,"answer: right
token: 229, 228, 1
time: 0.2s",,"answer: right
token: 229, 228, 1
time: 1.2s","answer: wrong (A)
token: 212, 211, 1
time: 0.6s",,,,"answer: right
token: 594, 240, 354
time: 3.0s","answer: right
token: 852, 240, 612
time: 10.8s","answer: right
token: 3362, 340, 3
time: 20.7s",
21,已知具有两个终止原因的多减因模型，终止力分别为:$\mu_{x+t}^{(1)}=\frac{t}{100}，\mu_{x+t}^{(2)}=\frac{1}{100}(t \geqslant 0)$，给定状态在$t$时刻终止，则$J$的条件分布律正确的为 ( )。(1)$h(j \mid t)=\left\{\begin{array}{ll}\mu_{x+t}^{(1)} / \mu_{x+t}^\tau=\frac{t}{t+1}，& (j=1) \\ \mu_{x+t}^{(2)} / \mu_{x+t}^\tau=\frac{1}{t+1}，& (j=2)\end{array} ;(2) h(j \mid t)=\frac{t}{t+1}，j=2 ;\right.$(3)$h(j \mid t)=\frac{1}{t+1}，j=1$。,(1) (2),(1),(1) (3),(2),B,"answer: right
token: 306, 301, 5
time: 0.3s",,"answer: right
token: 302, 301, 1
time: 0.7s","answer: right
token: 290, 289, 1
time: 0.6s",,,,"answer: right
token: 1007, 360, 647
time: 4.1s","answer: wrong (A)
token: 930, 360, 570
time: 8.0s","answer: right
token: 924, 416, 1
time: 3.9s",
22,考虑两减因生存模型，其终止力如下:$\mu_x^{(1)}(t)=1 /[100-(x+t)]，\mu_x^{(2)}(t)=2 /[100-(x+t)]，t<100-x$。如果$x=50$，则$h(1 \mid T=t)$和$h(2 \mid T=t)$的值分别为 ( )。,1/2，1/2,1/4，3/4,2/3，1/3,1/3，2/3,D,"answer: right
token: 193, 183, 10
time: 0.5s",,"answer: right
token: 184, 183, 1
time: 0.7s","answer: wrong (A)
token: 843, 183, 660
time: 2.8s",,,,"answer: right
token: 690, 213, 477
time: 6.4s","answer: wrong (A)
token: 747, 213, 534
time: 8.3s","answer: right
token: 754, 316, 1
time: 3.5s",
23,下列表达式中与${ }_k p_x$等价的是 () 。,$\frac{S(x+k-1)}{S(x)}$,$\frac{S(x+k+1)}{S(x+1)}$,$p_{x+1} p_{x+2} \cdots p_{x+k}$,$p_x \cdot p_{x+1} \cdots p_{x+k-1}$,D,"answer: right
token: 147, 146, 1
time: 0.4s",,"answer: right
token: 147, 146, 1
time: 1.1s","answer: right
token: 150, 149, 1
time: 0.6s",,,,"answer: wrong (A)
token: 659, 176, 483
time: 3.8s","answer: wrong (A)
token: 682, 176, 506
time: 8.2s","answer: right
token: 840, 282, 1
time: 10.9s",
24,假设X服从[0，10]均匀分布，设中心死亡率为m_x，则m_$为( )。,2/9,1/3,3/8,3/5,A,"answer: right
token: 102, 101, 1
time: 0.2s",,"answer: right
token: 102, 101, 1
time: 0.8s","answer: wrong (B)
token: 101, 100, 1
time: 0.6s",,,,"answer: wrong (B)
token: 999, 116, 883
time: 7.3s","answer: right
token: 725, 116, 609
time: 10.9s","answer: right
token: 6440, 246, 1
time: 39.9s",
25,设新生儿的生存函数为$S(x)=1-\frac{x}{100}(0 \leqslant x<100)$，则对于一个 40 岁的人，下列计算中正确的是( )。(1) 生存函数为$\frac{60-t}{40}$;(2) 死亡力函数为$\frac{1}{60-t}$;(3) 密度函数为$\frac{1}{60}$。,(2)(3),(1)(3),(1)(2),(1)(2)(3),A,"answer: wrong (C)
token: 184, 177, 7
time: 0.3s",,"answer: wrong (C)
token: 178, 177, 1
time: 2.3s","answer: right
token: 4139, 179, 3960
time: 10.9s",,,,"answer: wrong (D)
token: 802, 218, 584
time: 4.2s","answer: right
token: 792, 218, 574
time: 9.5s","answer: right
token: 1106, 310, 1
time: 10.5s",
26,设在两减因模型中，每一减因均服从均匀分布，$q_x^{(\tau)}=0.6，p_x^{\prime(1)}=0.8，q_x^{(1)}=0.3$，则r=。,3/5,2/5,1/3,4/5,A,"answer: right
token: 131, 130, 1
time: 0.3s",,"answer: wrong (C)
token: 131, 130, 1
time: 3.5s","answer: right
token: 126, 125, 1
time: 0.5s",,,,"answer: wrong (C)
token: 1130, 148, 982
time: 7.8s","answer: right
token: 943, 148, 795
time: 13.0s","answer: wrong (B)
token: 21822, 273, 1
time: 137.8s",
27,某保险公司的理赔额统计表明，若某笔理赔额为$X$元，则变量$Y=\ln X$服从正态分布 (理赔额遵从对数正态分布)，其均值为 6.012 ，方差为 1.792 ，则某笔理赔额大于 1200 元的概率与理赔额小于 200 元的概率之差为,0.046,-0.087,0.037,-0.029,B,"answer: right
token: 175, 174, 1
time: 0.2s",,"answer: wrong (A)
token: 175, 174, 1
time: 0.5s","answer: wrong (A)
token: 1687, 176, 1511
time: 3.8s",,,,"answer: wrong (D)
token: 813, 198, 615
time: 3.8s","answer: right
token: 877, 198, 679
time: 9.8s","answer: right
token: 3376, 307, 1
time: 18.0s",
28,已知:$S(x)=\frac{c-x^2}{c+x^2}，0 \leqslant x \leqslant \sqrt{c}$，且$l_0=1600，l_{30}=800$，则${ }_{10110} q_{15}=( )$。,0.493,0.193,0.293,0.393,C,"answer: wrong (D)
token: 160, 159, 1
time: 0.2s",,"answer: right
token: 160, 159, 1
time: 0.8s","answer: right
token: 150, 149, 1
time: 1.0s",,,,"answer: right
token: 1008, 160, 848
time: 5.9s","answer: wrong (A)
token: 990, 160, 830
time: 11.2s","answer: right
token: 15482, 278, 1
time: 107.1s",
29,保险人承保了两组风险，$A$风险组合在每小时发生的理赔次数服从均值为 3 的泊松过程，$B$风险组合在每小时发生的理䞌次数服从均值为 5 的泊松过程，两个过程是独立的，则在风险组合$B$发生 3 次理赔之前，风险组合$A$发生 3 次理赔的概率是( )。,0.33,0.43,0.28,0.38,C,"answer: wrong (B)
token: 173, 172, 1
time: 0.2s",,"answer: right
token: 173, 172, 1
time: 1.1s","answer: right
token: 168, 167, 1
time: 0.6s",,,,"answer: wrong (B)
token: 1038, 213, 825
time: 5.4s","answer: wrong (A)
token: 1093, 213, 880
time: 16.6s","answer: right
token: 3619, 310, 1
time: 20.6s",
30,一生产商将对其某产品提供保修，保修只针对由于生产商的原因而产生的质量问题。以下是一些关于保修的协议:(1) 所有由于生产商而产生的质量问题都能获得保修;(2) 由于生产商而产生质量问题的死亡力为$\mu_x^{(1)}=0.02$;(3) 由于其他原因而产生质量问题的死亡力为$\mu_x^{(2)}=0.03$;(4) 保修期限为$n$年。为了使不超过$2 \%$的该产品在保修期间内获得保修，则$n$最大为___年。,1,4,3,2,A,"answer: wrong (D)
token: 195, 194, 1
time: 0.2s",,"answer: wrong (D)
token: 195, 194, 1
time: 1.3s","answer: right
token: 1424, 198, 1226
time: 2.9s",,,,"answer: right
token: 893, 275, 618
time: 4.2s","answer: right
token: 937, 275, 662
time: 9.9s","answer: right
token: 1487, 345, 1
time: 9.1s",
31,已知某生存分布为$5<=x<=15$的双截尾指数分布，参数$\lambda=0.02$，该生存分布随机变量末来寿命的中位数为 ( ) 。,9.7504,8.7504,6.7504,4.7504,D,"answer: wrong (A)
token: 135, 134, 1
time: 0.3s",,"answer: wrong (A)
token: 135, 134, 1
time: 1.3s","answer: wrong (A)
token: 2500, 126, 2374
time: 6.0s",,,,"answer: wrong (A)
token: 1028, 144, 884
time: 8.3s","answer: wrong (A)
token: 582, 144, 438
time: 8.0s","answer: right
token: 7572, 268, 3
time: 49.3s",
32,有一多减因生存模型，由三种减因构成，已知每种独立原因在各年龄区间内都服从均匀分布，且有$q_x^{\prime(1)}=\frac{1}{10}，q_x^{\prime(2)}=\frac{1}{20}，q_x^{\prime(3)}=\frac{1}{30}$，则$q_x^{(1)}=( )$。,0.032,0.096,0.021,0.065,B,"answer: right
token: 183, 175, 8
time: 0.3s",,"answer: right
token: 176, 175, 1
time: 1.6s","answer: wrong (A)
token: 172, 171, 1
time: 0.3s",,,,"answer: right
token: 793, 199, 594
time: 4.1s","answer: right
token: 915, 199, 716
time: 9.9s","answer: right
token: 4846, 302, 3
time: 33.0s",
33,$X$的剩余寿命受两个终止原因威胁，已知$\mu_{x+1}^{(1)}=0.05，\mu_{x+t}^{(2)}=0.02，t \geqslant 0$，则下列说法正确的有 ( ) 。(1)${ }_{10} p_x^{(\tau)}=0.4966$;(2)$q_x^{(1)}=0.7143$;(3)$q_x^{(2)}=0.4286^{\circ}$,(1)(2)(3),(1)(3),(2)(3),(1)(2),D,"answer: wrong (B)
token: 208, 201, 7
time: 0.3s",,"answer: right
token: 202, 201, 1
time: 0.7s","answer: wrong (A)
token: 8257, 187, 8070
time: 19.2s",,,,"answer: wrong (B)
token: 1129, 233, 896
time: 7.8s","answer: wrong (A)
token: 1332, 233, 1099
time: 16.1s","answer: right
token: 10113, 321, 1
time: 73.0s",
34,一个离散概率分布有如下性质:$p_k=c(1+1/k)p_{k-1}，k=1，2，\cdots;p_0=0.5$，则c=____。,0.29,0.25,0.35,0.42,A,"answer: wrong (B)
token: 126, 125, 1
time: 0.2s",,"answer: right
token: 126, 125, 1
time: 0.7s","answer: right
token: 2306, 125, 2181
time: 7.0s",,,,"answer: wrong (C)
token: 1158, 138, 1020
time: 5.8s","answer: wrong (C)
token: 1190, 138, 1052
time: 14.3s","answer: right
token: 1407, 267, 1
time: 7.1s",
35,令$y=g(x)=-\ln S_X(x)$，则$Y$的概率密度函数为___。,$-e^{-y}$,$e^y$,$e^{-y}$,$-e^y$,C,"answer: right
token: 109, 102, 7
time: 0.3s",,"answer: right
token: 103, 102, 1
time: 1.3s","answer: right
token: 103, 102, 1
time: 0.6s",,,,"answer: right
token: 578, 125, 453
time: 4.8s","answer: wrong (A)
token: 494, 125, 369
time: 6.9s","answer: right
token: 1184, 244, 1
time: 6.3s",
36,已知$f(x)=\frac{10-x}{50}，0<=x<10$。T(3)表示年龄为3的剩余寿命变量，则平均剩余寿命e_3=。,$\frac{6}{7}$,$\frac{7}{3}$,$\frac{7}{6}$,$\frac{3}{7}$,B,"answer: wrong (C)
token: 132, 131, 1
time: 0.2s",,"answer: wrong (C)
token: 132, 131, 1
time: 3.6s","answer: wrong (C)
token: 132, 131, 1
time: 0.6s",,,,"answer: right
token: 1042, 165, 877
time: 6.8s","answer: wrong (A)
token: 681, 165, 516
time: 8.5s","answer: right
token: 1761, 270, 1
time: 9.0s",
37,有100000人参加了汽车车辆险，每车每年发生车辆损失的概率为0.005，则车辆损失在475辆到525辆之间的概率是( )。,0.35,0.62,0.56,0.74,D,"answer: right
token: 130, 123, 7
time: 0.3s",,"answer: right
token: 124, 123, 1
time: 0.6s","answer: wrong (C)
token: 124, 123, 1
time: 0.6s",,,,"answer: right
token: 522, 137, 385
time: 3.5s","answer: wrong (A)
token: 505, 137, 368
time: 6.1s","answer: right
token: 884, 256, 1
time: 4.5s",
38,设某随机变量$X$的生存函数为:$S(x)=a x^3+b，0<=x<=k$。若E(X)=45，则$\operatorname{Var}(X)=$。,120,90,135,450,C,"answer: right
token: 118, 117, 1
time: 0.3s",,"answer: right
token: 118, 117, 1
time: 1.0s","answer: wrong (B)
token: 1342, 118, 1224
time: 3.3s",,,,"answer: wrong (A)
token: 1001, 131, 870
time: 6.6s","answer: wrong (B)
token: 732, 131, 601
time: 8.3s","answer: right
token: 1201, 254, 3
time: 6.0s",
39,某保险人承保的风险组合具有如下特征:(1) 理赔发生概率为 0.05 ;(2) 理赔发生时，理赔额B服从(0，400)上的均匀分布。已知该保险人的安全附加系数为0.5，则保险人至少要承保___份保单，才能使总赔付超过总保费的概率为0.05 。,249,278,252,263,C,"answer: wrong (B)
token: 166, 165, 1
time: 0.2s",,"answer: wrong (B)
token: 166, 165, 1
time: 1.8s","answer: right
token: 163, 162, 1
time: 0.6s",,,,"answer: wrong (B)
token: 1001, 191, 810
time: 6.1s","answer: wrong (A)
token: 763, 191, 572
time: 10.7s","answer: wrong (B)
token: 3798, 300, 1
time: 22.4s",
40,已知生存函数为$S(x)=1-\frac{-}{\omega}(0 \leqslant x<\omega)$，且$\dot{e}_{20}=40$，则$\operatorname{Var}[T(20)]=( )$。,533.3,565.5,542.5,512.6,A,"answer: right
token: 141, 140, 1
time: 0.2s",,"answer: right
token: 141, 140, 1
time: 0.7s","answer: right
token: 131, 130, 1
time: 0.6s",,,,"answer: right
token: 924, 153, 771
time: 5.6s","answer: right
token: 669, 153, 516
time: 8.9s","answer: right
token: 1477, 267, 1
time: 7.2s",
41,设对 20 岁的被保人来说，造成保单衰减的因素仅有 1 和 2 两个减因，且$\mu_x^{(1)}=0.1$，$x \geqslant 0 ; \mu_x^{(2)}=\frac{1}{50-x}，0 \leqslant x \leqslant 50$，则$h(1)=( )$。,0.58326,0.68326,0.78326,0.66326,B,"answer: right
token: 187, 186, 1
time: 0.2s",,"answer: right
token: 187, 186, 1
time: 0.9s","answer: wrong (A)
token: 174, 173, 1
time: 0.5s",,,,"answer: wrong (C)
token: 1036, 200, 836
time: 5.9s","answer: wrong (A)
token: 1498, 200, 1298
time: 17.9s","answer: right
token: 6291, 305, 1
time: 39.6s",
42,假设某人群的生存函数为$S(x)=1-\frac{x}{100}，0 \leqslant x<100$，则下列计算中，正确的是( )。(1) 一个刚出生的䓡儿活不到 50 岁的概率为 0.5 ;(2) 一个刚出生的婴儿寿命超过 80 岁的概率为 0.8 ;(3) 一个刚出生的婴儿会在$60 \sim 70$岁之间死亡的概率 0.1 ;(4) 一个活到 30 岁的人活不到 60 岁的概率为 0.43 。,$(2)(3)(4)$,(1) (2) (3),$(1)(3)(4)$,$(1)(2)(4)$,C,"answer: right
token: 250, 241, 9
time: 0.3s",,"answer: right
token: 242, 241, 1
time: 1.2s","answer: wrong (A)
token: 1389, 226, 1163
time: 4.6s",,,,"answer: right
token: 907, 294, 613
time: 5.3s","answer: wrong (A)
token: 799, 294, 505
time: 8.2s","answer: right
token: 972, 362, 1
time: 3.9s",
43,已知$q_{40}^{\prime(1)}=0.02，q_{40}^{\prime(2)}=0.04$，则$q_{40}^{(\tau)}=( )$。,0.0392,0.0697,0.0592,0.0498,C,"answer: wrong (B)
token: 138, 137, 1
time: 0.2s",,"answer: right
token: 138, 137, 1
time: 0.7s","answer: wrong (A)
token: 127, 126, 1
time: 0.7s",,,,"answer: right
token: 435, 134, 301
time: 2.5s","answer: right
token: 454, 134, 320
time: 5.6s","answer: right
token: 822, 263, 1
time: 4.9s",
44,已知生存函数$S(x)=e^{-0.05 x}，x \geqslant 0$，则$\xi_{30}=( )$。,25,35,30,20,D,"answer: wrong (C)
token: 113, 108, 5
time: 0.3s",,"answer: right
token: 109, 108, 1
time: 0.7s","answer: wrong (A)
token: 101, 100, 1
time: 0.7s",,,,"answer: right
token: 435, 117, 318
time: 4.0s","answer: wrong (A)
token: 700, 117, 583
time: 10.1s","answer: right
token: 920, 244, 1
time: 4.8s",
45,平均每出险 ( ) 次时，有一次的损失超过 10 。,9.5,8.5,10,7.5,B,"answer: wrong (A)
token: 95, 94, 1
time: 0.3s",,"answer: wrong (C)
token: 95, 94, 1
time: 2.2s","answer: wrong (A)
token: 89, 88, 1
time: 0.7s",,,,"answer: wrong (A)
token: 321, 102, 219
time: 4.1s","answer: wrong (A)
token: 106, 102, 4
time: 2.5s","answer: wrong (C)
token: 2852, 236, 1
time: 19.0s",
