,Question,A,B,C,D,Answer,Qwen Flash,Qwen Plus,Qwen3 max,Gemini 2.5 Flash Lite,Gemini 3 Flash,Gemini 3 Pro,Claude Sonnet 4.5,Claude Haiku 4.5,Claude Opus 4.5,Grok 4.1 Fast Reasoning,Grok 4.1 Fast Non Reasoning
16,关于⼒，下列说法中正确的是,⼒⼀定产⽣在两个直接接触的物体之间,滑动摩擦⼒的⽅向⼀定与物体的运动⽅向相反,作⽤⼒和反作⽤⼒的合⼒为零,⼒是使物体产⽣加速度的原因,D,"answer: right
token: 125, 124, 1
time: 0.3s",,,"answer: right
token: 119, 118, 1
time: 0.7s",,,,"answer: wrong (A)
token: 510, 177, 333
time: 2.9s",,"answer: right
token: 4486, 296, 1
time: 45.5s",
17,⼀位中学⽣对地球的吸引⼒约为,0N,100N,500N,无穷大,B,"answer: wrong (C)
token: 93, 86, 7
time: 0.3s",,,"answer: right
token: 85, 84, 1
time: 0.6s",,,,"answer: right
token: 277, 99, 178
time: 2.7s",,"answer: wrong (C)
token: 534, 234, 1
time: 2.4s",
18,在LC振荡电路中，⽤以下哪种办法可以使振荡频率增⼤⼀倍,⾃感L和电容C都减⼩⼀半,⾃感L减⼩⼀半，电容C增⼤⼀倍,⾃感L增⼤⼀倍，电容C减⼩⼀半;,⾃感L和电容C都增⼤⼀倍,A,"answer: right
token: 140, 139, 1
time: 0.5s",,,"answer: right
token: 142, 141, 1
time: 0.7s",,,,"answer: wrong (C)
token: 542, 194, 348
time: 2.6s",,"answer: right
token: 795, 319, 1
time: 3.5s",
19,下列现象发⽣的过程中，放出热量的⼀组是 A冰雪消融 B积⽔⼲涸 C滴⽔成冰 D霜满枝头,AB,BD,AC,CD,D,"answer: right
token: 98, 95, 3
time: 0.3s",,,"answer: right
token: 101, 100, 1
time: 0.9s",,,,"answer: wrong (A)
token: 317, 128, 189
time: 2.2s",,"answer: right
token: 536, 252, 1
time: 2.7s",
20,关于⾃由落体运动，下列说法不正确的是,当空⽓阻⼒的作⽤⽐较⼩可以忽略不计时，物体⾃由下落可视为⾃由落体运动,物体竖直向下的运动⼀定是⾃由落体运动,⾃由落体运动是初速度为零、加速度为g的竖直向下的匀加速直线运动,物体只在重⼒作⽤下从静⽌开始下落的运动叫⾃由落体运动,B,"answer: right
token: 169, 168, 1
time: 0.2s",,,"answer: right
token: 166, 165, 1
time: 0.8s",,,,"answer: wrong (A)
token: 565, 231, 334
time: 2.8s",,"answer: right
token: 692, 340, 1
time: 2.8s",
21,运输家⽤电器、易碎器件等物品时，经常⽤泡沫塑料作填充物，这是为了在运输过程中,使物体的动量减⼩,使物体的动量变化率减⼩,减⼩物品受到的冲量,使物体的动量变化量减⼩,B,"answer: right
token: 133, 121, 12
time: 0.3s",,,"answer: right
token: 123, 122, 1
time: 0.6s",,,,"answer: wrong (A)
token: 493, 162, 331
time: 4.1s",,"answer: right
token: 817, 279, 1
time: 4.2s",
22,卢瑟福提出了原⼦的核式结构模型，这⼀模型建⽴的基础是,对阴极射线的研究,a粒⼦的散射实验,质⼦的发现,天然放射性现象的发现,B,"answer: right
token: 106, 105, 1
time: 0.2s",,,"answer: right
token: 100, 99, 1
time: 0.7s",,,,"answer: right
token: 143, 139, 4
time: 0.8s",,"answer: right
token: 491, 260, 1
time: 2.3s",
23,关于重⼒、弹⼒、摩擦⼒下⾯说法正确的是,摩擦⼒可能与物体相对于地⾯的运动⽅向相同,重⼒与物体的质量和所在的地理位置⽆关,有弹⼒就⼀定有摩擦⼒,在粗糙程度⼀定的情况下，接触⾯间的压⼒越⼤，摩擦⼒也⼀定越⼤,A,"answer: right
token: 134, 133, 1
time: 0.2s",,,"answer: wrong (D)
token: 130, 129, 1
time: 0.8s",,,,"answer: right
token: 600, 215, 385
time: 3.7s",,"answer: wrong (D)
token: 670, 318, 1
time: 9.5s",
24,⼀个物体做⾃由落体运动，取g = 10 m/s^2，则2s末物体的速度为,70m/s,30m/s,50m/s,20m/s,D,"answer: right
token: 114, 107, 7
time: 0.3s",,,"answer: right
token: 111, 110, 1
time: 0.6s",,,,"answer: right
token: 189, 122, 67
time: 1.8s",,"answer: right
token: 481, 252, 1
time: 2.1s",
25,平静湖⾯传播着⼀列⽔⾯波，在波的传播⽅向上有相距3 m的甲、⼄两⼩⽊块随波上下运动，测得两⼩⽊块每分钟都上下运动30次，甲在波⾕时，⼄在波峰，且两⽊块之间有⼀个波峰。这列⽔⾯波,波⻓是3 m ,周期是0.1 s,波速是1 m/s,频率是30 Hz,C,"answer: right
token: 171, 170, 1
time: 0.2s",,,"answer: right
token: 182, 181, 1
time: 0.7s",,,,"answer: wrong (D)
token: 680, 224, 456
time: 3.6s",,"answer: right
token: 2778, 337, 1
time: 26.7s",
26,物体以60J的初动能，从A点出发作竖直上抛运动，在它上升到某⼀⾼度时，动能损失了30J，⽽机械能损失了10J，则该物体再落回到A处的动能为（假设空⽓阻⼒⼤⼩恒定）,50J,40J,20J,30J,C,"answer: wrong (B)
token: 149, 143, 6
time: 0.3s",,,"answer: wrong (D)
token: 149, 148, 1
time: 0.7s",,,,"answer: wrong (A)
token: 759, 172, 587
time: 5.2s",,"answer: right
token: 2652, 293, 3
time: 23.2s",
27,关于圆周运动，下列说法正确的是,做圆周运动的物体加速度⼀定始终指向圆⼼,匀速圆周运动是匀速运动,匀速圆周运动是变速运动,匀速圆周运动是所受合⼒为零的运动,C,"answer: right
token: 119, 118, 1
time: 0.2s",,,"answer: right
token: 114, 113, 1
time: 1.5s",,,,"answer: wrong (A)
token: 479, 156, 323
time: 2.8s",,"answer: right
token: 2922, 272, 1
time: 26.2s",
28,将⼀个⼒分解为两个分⼒，合⼒与分⼒的关系是,合⼒的⼤⼩⼀定等于两个分⼒⼤⼩之和,合⼒的⼤⼩不可能⼩于每⼀个分⼒的⼤⼩,合⼒的⼤⼩⼀定⽐⼀个分⼒⼤，⽐另⼀个分⼒⼩,合⼒的⼤⼩可能⽐每⼀个分⼒都⼤，也可能⽐每⼀个分⼒都⼩,D,"answer: right
token: 157, 156, 1
time: 0.2s",,,"answer: right
token: 176, 175, 1
time: 0.7s",,,,"answer: wrong (A)
token: 624, 258, 366
time: 3.5s",,"answer: right
token: 2007, 390, 1
time: 12.2s",
29,我国发射的“神州六号”载⼈⻜船，与“神州五号”⻜船相⽐，它在更⾼的轨道上绕地球做匀速圆周运动，下列说法中正确的是,“神州六号”的周期更短,⻜船所受合⼒为零,“神州六号”的速度较⼩,⻜船静⽌在⾚道的上空,C,"answer: right
token: 148, 147, 1
time: 0.2s",,,"answer: right
token: 158, 157, 1
time: 0.7s",,,,"answer: wrong (A)
token: 559, 188, 371
time: 2.9s",,"answer: right
token: 679, 310, 1
time: 3.3s",
30,做简谐振动的单摆摆⻓不变，若摆球质量增加为原来的4倍，摆球经过平衡位置时速度减⼩为原来的1/2，则单摆振动的,频率改变、振幅不变,频率、振幅都不变,频率、振幅都改变,频率不变、振幅改变,D,"answer: right
token: 138, 137, 1
time: 0.2s",,,"answer: wrong (B)
token: 129, 128, 1
time: 0.7s",,,,"answer: wrong (A)
token: 555, 172, 383
time: 3.1s",,"answer: right
token: 990, 278, 1
time: 5.9s",
31,在存放放射性元素时，若把放射性元素A置于⼤量⽔中；B密封于铅盒中；C与轻核元素结合成化合物。则,措施B可减缓放射性元素衰变,措施C可减缓放射性元素衰变,措施A可减缓放射性元素衰变,上述措施均⽆法减缓放射性元素衰变,D,"answer: right
token: 145, 144, 1
time: 0.2s",,,"answer: right
token: 143, 142, 1
time: 0.6s",,,,"answer: wrong (A)
token: 478, 187, 291
time: 3.0s",,"answer: right
token: 682, 293, 1
time: 7.6s",
32,物理学中把既有⼤⼩⼜有⽅向的物理量称为⽮量，只有⼤⼩没有⽅向的物理量称为标量。下⾯给出的物理量中，哪⼀个是标量,加速度,速度,力,质量,D,"answer: right
token: 123, 117, 6
time: 0.7s",,,"answer: right
token: 118, 117, 1
time: 0.7s",,,,"answer: wrong (A)
token: 304, 152, 152
time: 1.9s",,"answer: right
token: 444, 278, 1
time: 1.8s",
33,⼀辆汽⻋停在⽔平地⾯上，⼀个⼈⽤⼒⽔平推⻋，但⻋仍然静⽌，表明,推⼒越⼤，静摩擦⼒越⼩,推⼒⼤⼩变化时，静摩擦⼒⼤⼩不变,推⼒⼩于静摩擦⼒,推⼒越⼤，静摩擦⼒越⼤，推⼒与静摩擦⼒平衡,D,"answer: right
token: 146, 145, 1
time: 0.2s",,,"answer: right
token: 154, 153, 1
time: 0.5s",,,,"answer: wrong (A)
token: 566, 231, 335
time: 3.1s",,"answer: right
token: 952, 347, 1
time: 8.3s",
34,电磁波包含了射线、红外线、紫外线、⽆线电波等，按波⻓由⻓到短的排列顺序是,γ射线、红外线、紫外线、⽆线电波,⽆线电波、红外线、紫外线、γ射线,红外线、⽆线电波、γ射线、紫外线,紫外线、⽆线电波、γ射线、红外线,B,"answer: right
token: 155, 154, 1
time: 0.2s",,,"answer: right
token: 158, 157, 1
time: 0.8s",,,,"answer: right
token: 252, 192, 60
time: 1.5s",,"answer: right
token: 634, 313, 1
time: 2.6s",
35,某物体做直线运动，位移遵循的⽅程为$x=6t-t^2$（其中，x的单位为m，t的单位为s）。则该物体 在0～4s时间内通过的路程为,10m,9m,11m,8m,A,"answer: right
token: 124, 123, 1
time: 0.2s",,,"answer: wrong (D)
token: 793, 121, 672
time: 2.1s",,,,"answer: right
token: 603, 144, 459
time: 3.7s",,"answer: right
token: 665, 272, 1
time: 7.4s",
36,⽉球绕地球做匀速圆周运动的向⼼加速度⼤⼩为a，设⽉球表⾯的重⼒加速度⼤⼩为g1，在⽉球绕地球运⾏的轨道处由地球引⼒产⽣的加速度⼤⼩为g2，则,g1-g2=a,g1=a ,g2=a,g1+g2=a,C,"answer: right
token: 142, 137, 5
time: 0.2s",,,"answer: right
token: 155, 154, 1
time: 0.7s",,,,"answer: wrong (A)
token: 529, 192, 337
time: 4.3s",,"answer: right
token: 814, 311, 1
time: 3.8s",
37,关于电磁波谱，下列说法正确的是,在电磁波谱中，最容易发⽣衍射现象的是γ射线,伦琴射线是⾼速电⼦流射到固体上，使固体原⼦的内层电⼦受到激发⽽产⽣的,γ射线是原⼦的内层电⼦受激发产⽣的,紫外线⽐紫光更容易发⽣衍射现象,B,"answer: right
token: 147, 146, 1
time: 0.2s",,,"answer: right
token: 152, 151, 1
time: 0.7s",,,,"answer: wrong (A)
token: 576, 205, 371
time: 3.3s",,"answer: right
token: 820, 316, 1
time: 4.1s",
38,关于物体的动量，下列说法中正确的是,运动物体在任意时刻的动量的⽅向⼀定是该时刻的速度⽅向,动量⼤的物体，它的速度⼀定⼤,惯性越⼤的物体，它的动量也越⼤,物体的速度⼤⼩不变，则其动量也保持不变,A,"answer: right
token: 133, 132, 1
time: 0.3s",,,"answer: right
token: 128, 127, 1
time: 0.6s",,,,"answer: right
token: 582, 182, 400
time: 4.1s",,"answer: right
token: 839, 295, 1
time: 4.6s",
39,下列单位中属于国际单位制基本单位的是,瓦特,焦耳,牛顿,千克,D,"answer: right
token: 88, 83, 5
time: 0.3s",,,"answer: right
token: 77, 76, 1
time: 0.8s",,,,"answer: right
token: 179, 100, 79
time: 1.3s",,"answer: right
token: 420, 229, 1
time: 1.9s",
40,⼀振动周期为T、振幅为A，位于x＝0点的波源从平衡位置沿y轴正向开始做简谐振动．该波源产⽣的⼀列简谐横波沿x轴正向传播，波速为v，传播过程中⽆能量损失．⼀段时间后，该振动传播⾄某质点P，关于质点P振动的说法正确的是,振幅不⼀定为A,开始振动的⽅向沿y轴向上或向下取决于它离波源的距离,若质点P与波源的距离x＝vT，则质点P的位移与波源的相同,速度的最⼤值⼀定为v,C,"answer: right
token: 208, 207, 1
time: 0.2s",,,"answer: right
token: 211, 210, 1
time: 0.6s",,,,"answer: wrong (A)
token: 928, 280, 648
time: 5.7s",,"answer: right
token: 1163, 369, 1
time: 6.7s",
41,⼀个质量为0.3 kg的弹性⼩球，在光滑⽔平⾯上以6 m/s的速度垂直撞到墙上，碰撞后⼩球沿相反⽅向运动，速度⼤⼩与碰撞前相同.以初速度⽅向为正⽅向，则碰撞前后⼩球动量变化△p和碰撞过程中墙对⼩球做的功分别为,W=-10.8J,W=10.8 J,△p=-3.6 kg.m/s,△p=0,C,"answer: right
token: 165, 164, 1
time: 0.2s",,,"answer: wrong (B)
token: 177, 176, 1
time: 0.9s",,,,"answer: wrong (A)
token: 780, 235, 545
time: 4.4s",,"answer: right
token: 1951, 331, 1
time: 13.0s",
42,某放射性元素经过11.4天有7/8的原⼦核发⽣了衰变，该元素的半衰期为,7.6天,11.4天,5.7天,3.8天,D,"answer: right
token: 119, 112, 7
time: 0.3s",,,"answer: wrong (C)
token: 109, 108, 1
time: 0.7s",,,,"answer: right
token: 350, 124, 226
time: 2.6s",,"answer: right
token: 493, 259, 1
time: 2.1s",
43,“嫦娥⼀号”⽉球探测器在环绕⽉球运⾏过程中，设探测器运⾏的轨道半径为r，运⾏速率为v，当探测器在⻜越⽉球上⼀些环形⼭中的质量密集区上空时,r、v都将略为减⼩,r将略为减⼩，v将略为增⼤,r将略为增⼤，v将略为减⼩,r、v都将保持不变,B,"answer: right
token: 157, 156, 1
time: 0.2s",,,"answer: right
token: 171, 170, 1
time: 0.6s",,,,"answer: right
token: 449, 210, 239
time: 2.9s",,"answer: right
token: 1325, 337, 1
time: 9.1s",
44,下列说法正确的是,相对论的创始⼈是爱因斯坦,⽜顿运动定律可以解决⾃然中所有的问题,对于宏观物体的⾼速运动问题，经典⼒学仍能适⽤,相对论与量⼦⼒学的出现，表示经典⼒学已失去意义,A,"answer: right
token: 124, 123, 1
time: 0.2s",,,"answer: right
token: 119, 118, 1
time: 0.7s",,,,"answer: right
token: 179, 175, 4
time: 1.3s",,"answer: right
token: 626, 283, 1
time: 2.7s",
45,⼀列简谐横波沿直线传播，某时刻该列波上正好经过平衡位置的两质点相距6 m，且这两质点之间的波峰只有⼀个，则该简谐波的波⻓可能为,4 m、8 m和12 m,6 m、8 m和12 m,4 m、6 m和8 m,4 m、6 m和12 m,D,"answer: wrong (A)
token: 150, 149, 1
time: 0.2s",,,"answer: wrong (A)
token: 9638, 146, 9492
time: 27.9s",,,,"answer: wrong (A)
token: 881, 187, 694
time: 5.2s",,"answer: right
token: 5196, 296, 1
time: 32.2s",
46,下列过程中，与汽油机做功冲程能量转化情况相同的是,两⼿相互摩擦能发热,⽔沸腾时蒸汽冲开壶盖,压缩空⽓点⽕,锯⽊头锯⼦发烫,B,"answer: right
token: 109, 108, 1
time: 0.2s",,,"answer: right
token: 114, 113, 1
time: 0.6s",,,,"answer: wrong (A)
token: 455, 152, 303
time: 2.6s",,"answer: right
token: 845, 266, 1
time: 6.7s",
47,下列运动中不属于机械运动的有,⼩提琴琴弦的颤动,⼈体⼼脏的跳动,电视信号的发送,地球绕太阳公转,C,"answer: right
token: 99, 98, 1
time: 0.2s",,,"answer: right
token: 97, 96, 1
time: 0.6s",,,,"answer: right
token: 129, 125, 4
time: 0.9s",,"answer: right
token: 504, 247, 1
time: 2.6s",
48,⼀质量为m的运动员从下蹲状态向上起跳，经△t时间，身体伸直并刚好离开地⾯，速度为v．在此过程中,地⾯对他的冲量为mv－mg△t，地⾯对他做的功为零,地⾯对他的冲量为mv+mg△t，地⾯对他做的功为mv2/2,地⾯对他的冲量为mv+mg△t，地⾯对他做的功为零,地⾯对他的冲量为mv，地⾯对他做的功为mv2/2,C,"answer: right
token: 181, 180, 1
time: 0.3s",,,"answer: right
token: 173, 172, 1
time: 0.6s",,,,"answer: wrong (B)
token: 902, 238, 664
time: 6.6s",,"answer: right
token: 1076, 346, 1
time: 6.1s",
49,某物体在⽔平推⼒的作⽤下，由静⽌开始在⽔平地⾯上做匀加速直线运动，经过时间t1后，撤去⽔平推⼒，⼜经t2时间物体的速度减⼩为零，则在t1时间内⽔平推⼒与物体所受阻⼒的⼤⼩之⽐为,(t1+t2):t1,t2: (t1+t2),(t1+t2):t2,t2：t1,A,"answer: right
token: 165, 164, 1
time: 0.2s",,,"answer: wrong (C)
token: 183, 182, 1
time: 0.6s",,,,"answer: right
token: 587, 220, 367
time: 3.1s",,"answer: right
token: 727, 337, 1
time: 3.1s",
50,⼀⼩球从4m⾼处落下，被地⾯弹回，在1m⾼处被接住，则⼩球通过的路程和位移⼤⼩分别为,4m，3m,5m，5m,4m，1m,5m，3m,D,"answer: right
token: 127, 119, 8
time: 0.3s",,,"answer: right
token: 124, 123, 1
time: 0.7s",,,,"answer: right
token: 355, 147, 208
time: 2.0s",,"answer: right
token: 667, 281, 1
time: 3.4s",
51,关于电磁感应，下列说法中正确的是,穿过线圈的磁通量变化越快，感应电动势越⼤,穿过线圈的磁通量变化越⼤，感应电动势越⼤,穿过线圈的磁通量越⼤，感应电动势越⼤,穿过线圈的磁通量为零，感应电动势⼀定为零,A,"answer: right
token: 145, 144, 1
time: 0.3s",,,"answer: right
token: 143, 142, 1
time: 0.8s",,,,"answer: wrong (D)
token: 597, 187, 410
time: 3.5s",,"answer: right
token: 914, 296, 1
time: 4.9s",
52,初温相同，质量也相同的⽔和铜块，吸收相等的热量后，再将铜块投⼊⽔中，则会出现,铜块吸热，⽔放热,⽔的内能传递到铜块上,铜块与⽔之间不发⽣热传递,铜块放热，⽔吸热,D,"answer: right
token: 142, 130, 12
time: 0.3s",,,"answer: wrong (B)
token: 138, 137, 1
time: 0.8s",,,,"answer: wrong (C)
token: 529, 169, 360
time: 3.3s",,"answer: right
token: 600, 283, 1
time: 3.2s",
53,下列关于速度和加速度的说法中，正确的是,物体的速度变化越快，加速度越⼤,物体的速度为零时，加速度也为零,物体的速度变化量越⼤，加速度越⼤,物体的速度越⼤，加速度也越⼤,A,"answer: right
token: 120, 119, 1
time: 0.3s",,,"answer: right
token: 110, 109, 1
time: 0.7s",,,,"answer: right
token: 574, 157, 417
time: 4.8s",,"answer: right
token: 667, 277, 1
time: 3.0s",
54,在点电荷Q所形成的电场中某点，放⼀电荷q受到的电场⼒为F，则下⾯说法正确的是,在该点放⼀个2q的电荷时，该点的电场强度变为原来的两倍,撤去电荷q，该点的电场强度为零,该点的电场强度为E=F/Q,该点的电场强度为E=F/q,D,"answer: right
token: 151, 150, 1
time: 0.2s",,,"answer: right
token: 146, 145, 1
time: 0.6s",,,,"answer: wrong (A)
token: 577, 188, 389
time: 3.5s",,"answer: right
token: 670, 296, 1
time: 3.1s",
55,男⼥⽣⼆重唱中，⼥⾼⾳和男中⾳的频率、波⻓和波速分别为f1、λ1、v1和f2、λ2、v2，它们之间的关系是,f1>f2，λ1<λ2，v1＝v2,f1>f2，λ1>λ2，v1>v2,f1<f2，λ1<λ2，v1<v2,以上说法都不正确,A,"answer: right
token: 158, 157, 1
time: 0.3s",,,"answer: right
token: 171, 170, 1
time: 0.8s",,,,"answer: right
token: 543, 204, 339
time: 2.9s",,"answer: right
token: 738, 319, 1
time: 3.1s",
56,⼀个由静⽌开始做匀加速直线运动的物体，如果运动的第1s内的位移是2m，则物体在运动的第2s内的,8m,10.8m,4m,3m,A,"answer: wrong (C)
token: 116, 111, 5
time: 0.3s",,,"answer: wrong (C)
token: 110, 109, 1
time: 0.7s",,,,"answer: right
token: 656, 130, 526
time: 4.5s",,"answer: right
token: 10293, 259, 1
time: 84.4s",
57,起重机将质量为m的货物以恒定的加速度a竖直吊起，在上升⾼度h的过程中起重机对货物所做的功等于,m(g-a)h,m(g＋a)h,mah,mgh,B,"answer: right
token: 107, 106, 1
time: 0.2s",,,"answer: right
token: 107, 106, 1
time: 0.8s",,,,"answer: wrong (A)
token: 356, 135, 221
time: 2.8s",,"answer: right
token: 633, 255, 3
time: 3.2s",
